Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty
32128,10441,1400,HPK,7.6,148.2,3.42,1100,237,244,3106.474117987276,180.25591091542296,3283.7916178156543,246.130587761182,,,,,,,,,
32129,10441,1800,HPK,7.6,148.2,3.42,1100,232,250,2601.9564026257267,165.22439679121302,3404.947774022795,251.01608020359174,3.9009549264470764,0.008746334647251608,0.12758533017471774,0.004824247411071257,0.9786265481048265,0.004709123497789125,0.6157990372660986,0.6157990372660986,3.907388602640086
32130,10441,2200,HPK,7.6,148.2,3.42,1100,232,250,2262.6334909825046,157.64514524094062,3002.7763476382756,241.18880027943123,3.8940947660173753,0.006180474354132048,0.11571066412871853,0.003816515807219957,0.9843232206502286,0.0013303844538964937,0.6622390824628814,0.551865902052401,3.8907357361328323
32131,10441,2800,HPK,7.6,148.2,3.42,1100,232,251,2169.0357861120933,152.99198823745732,2950.1673715599904,236.96314563344646,3.884884711212122,0.011718252673551977,0.1133413992733485,0.008319498422734814,0.9937189304931827,0.0006303788547634692,0.47266409512575747,0.47266409512575747,3.881784651629018
32132,10441,3400,HPK,7.6,148.2,3.42,1100,232,250,1979.518581081081,143.98878948215292,3029.6044075571635,236.57235868125196,,,,,,,0.5857817873980302,,
32133,10441,4000,HPK,7.6,148.2,3.42,1100,235,251,1884.8312799562518,140.48702893667055,3287.488748662103,246.40769943395972,,,,,,,0.4020411753524056,,
32141,10441,1400,HPK,7.6,148.2,3.42,1150,238,244,2981.295290582772,176.59669196451725,3044.3065047641735,236.99893996629655,,,,,,,,,
32142,10441,1800,HPK,7.6,148.2,3.42,1150,234,250,2672.8860427299514,167.38261672599543,3216.8722063128785,243.8704526049144,,,,,,,,0.6106134506466057,4.142164188619599
32143,10441,2200,HPK,7.6,148.2,3.42,1150,231,251,2469.4683908045977,162.47909133794585,2602.0454339759253,221.50081690029887,4.127148189061535,0.006237173677940966,0.13253407823656294,0.004103156618912029,0.9868148217973036,0.0012598411788315445,0.5489495999234975,0.5489495999234975,4.153703254757312
32144,10441,2800,HPK,7.6,148.2,3.42,1150,233,252,2002.5205058099793,145.66193331072202,3251.686840580334,246.50974321752167,4.1068565467734,0.011917626869998532,0.13537608424556205,0.008281707993171114,0.9942827386807932,0.000603486035648082,0.6315553335860016,0.6315553335860016,4.127846512266663
32145,10441,3400,HPK,7.6,148.2,3.42,1150,229,251,2411.381923979151,159.00181545714165,2625.8554001345033,220.35689013755683,,,,,,,0.9459267996358713,,
