Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty
31505,10903,1800,FBK,7.6,194.9,3.7,50,234,255,266647.3491049623,1671.9427387066237,267743.75352244976,2242.752971019859,0.5631998838770121,0.006943169149045303,0.17161253677489516,0.0034545862200247857,0.944757320692461,0.003921993427404069,1.5129167094236518,0.9169192178325162,0.576710447963852
31508,10903,2200,FBK,7.6,194.9,3.7,50,234,253,266300.9164081203,1670.887667973068,267133.8393326821,2240.239130858705,,,,,,,1.369308477281777,0.9368952739296367,0.4943163591956154
31510,10903,2800,FBK,7.6,194.9,3.7,50,234,251,265951.84159859025,1680.8173815754553,263667.85959034495,2240.3539076296006,,,,,,,1.3782238184824134,,
31512,10903,3400,FBK,7.6,194.9,3.7,50,235,249,266508.85737926885,1672.3569836705808,263427.1099744246,2225.729596135624,,,,,,,1.3764141155008178,,
31515,10903,4000,FBK,7.6,194.9,3.7,50,235,249,267119.0603895126,1674.9004814316768,269271.30382414936,2251.130164755447,,,,,,,1.2028212758679728,,
31540,10903,1800,FBK,7.6,194.9,3.7,100,229,257,138673.8602567481,1206.9095977089464,142773.78308173022,1639.34618603343,0.6887036784788185,0.0074610427664901224,0.15934628817429042,0.003571266695423514,0.9452823292225204,0.004616843550615424,1.107461604241498,1.1536058377515603,0.6820843331105831
31542,10903,2200,FBK,7.6,194.9,3.7,100,232,255,134433.20719816154,1187.351994302038,138596.5571675562,1613.8807071072001,,,,,,,1.1500662447979106,1.2219453850977802,0.6473970301173401
31545,10903,2800,FBK,7.6,194.9,3.7,100,232,252,135598.8367093574,1193.0491170811013,141341.55976073135,1630.5506138045473,,,,,,,1.1623314520266983,,
31547,10903,3400,FBK,7.6,194.9,3.7,100,233,251,136855.31163070444,1198.0906637737392,142658.4467333283,1637.4822580726639,,,,,,,,,
31550,10903,4000,FBK,7.6,194.9,3.7,100,233,251,135510.06445875068,1192.5912299088682,144936.80409268735,1651.0650276372817,,,,,,,1.350148794253463,,
31591,10903,1800,FBK,7.6,194.9,3.7,150,229,255,91383.22688254064,979.1684512719116,94043.7692712642,1329.7138234253534,0.9387635696322919,0.010519552230383256,0.2161364841358631,0.005150377479901172,0.9422517310795687,0.007280458265621015,,1.2987556011629482,0.8497819657433242
31593,10903,2200,FBK,7.6,194.9,3.7,150,229,253,91160.06498425444,981.5216854007023,95901.82561927126,1347.659031486796,0.9517191217864354,0.00826864775372188,0.2691148822392862,0.005679166948571651,0.9793433723011005,0.0020626609614753377,1.3279753719856267,1.2541989624308698,0.8253208599227857
31595,10903,2800,FBK,7.6,194.9,3.7,150,231,252,88525.9305901264,964.1196981779002,97072.2161592594,1351.487959045312,,,,,,,1.1779939570149942,,
31598,10903,3400,FBK,7.6,194.9,3.7,150,232,251,87534.6027032397,958.1655999085299,96849.97932563997,1349.1786531476234,,,,,,,1.0943193660566626,,
31600,10903,4000,FBK,7.6,194.9,3.7,150,233,250,87193.7364621909,956.7298523525931,94868.12897400204,1335.905848796493,,,,,,,1.2051235391368804,,
31620,10903,1800,FBK,7.6,194.9,3.7,200,230,253,67050.47375400117,843.6191164568385,70396.0132384829,1157.1469680264108,1.0452111398694406,0.014703041600687139,0.24044834764156184,0.00670751425731253,0.9253200460968652,0.01050118356816876,1.4570590046177923,1.2749266290405683,0.9187234532630912
31623,10903,2200,FBK,7.6,194.9,3.7,200,227,253,62048.24654520188,817.4864736393253,69578.47602871922,1158.8367986009478,1.0729678814265384,0.0088710282556127,0.31456442670686424,0.005868543778523971,0.9907052972512697,0.0015474132236139582,1.2778245253976452,1.3488147768086254,0.9026841376845242
31625,10903,2800,FBK,7.6,194.9,3.7,200,229,253,59118.446091951526,791.7727930118072,69397.99331103679,1148.369179821992,,,,,,,1.250845903882342,,
31628,10903,3400,FBK,7.6,194.9,3.7,200,231,251,58844.62061986911,790.7337788242609,72736.96637343387,1176.856478949118,,,,,,,1.240209338122109,,
31630,10903,4000,FBK,7.6,194.9,3.7,200,231,251,61249.39729990356,811.909320005437,73770.49180327868,1192.7981559163916,,,,,,,1.361723961005644,,
31649,10903,1800,FBK,7.6,194.9,3.7,250,228,255,58885.94921770909,790.8608356343727,60032.73820853478,1068.9497949749875,,,,,,,1.4165623396613636,1.3693435950059847,0.9988643319772792
31651,10903,2200,FBK,7.6,194.9,3.7,250,226,255,53483.67126195851,749.2885852825921,61813.39352896914,1078.3228478530107,1.1741187561254633,0.009598501220138167,0.34700657523776984,0.006426985683846198,0.9937175038035094,0.0016883210207485067,1.3706342853885203,1.514911578587312,0.969010137890509
31654,10903,2800,FBK,7.6,194.9,3.7,250,229,252,52431.196847349886,741.4890967297567,62518.79134095009,1083.887412914893,,,,,,,1.4107086255059653,1.6277407217376525,1.1659161685290287
