run,batch,acquired_apas,aimed_channels,pde
30171,2261,"[2]",b,"[10900,10901,10902,10905,10907,10920,10924,10946]",
30172,2261,"[2]",b,"[10923]",
30173,2261,"[2]",b,"[10921]",
30174,2261,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30175,2261,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30176,2261,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30177,2261,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30238,2261,"[3,4]","[11136]",0.5
30179,2261,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30239,2128,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30240,2128,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30241,2128,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30242,2128,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30243,2128,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30245,2128,"[1,2]","[10420,10422,10921]",0.4
30248,2128,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30250,2128,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30252,2128,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30254,2128,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30256,2128,"[3,4]","[11136]",0.4
30259,2128,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30261,2128,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30263,2128,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30265,2128,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30268,2128,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30270,2128,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30272,2128,"[1,2]","[10420,10422,10921]",0.45
30274,2128,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30276,2128,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30279,2128,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30281,2128,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30283,2128,"[3,4]","[11136]",0.45
30285,2128,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30288,2128,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30290,2128,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30291,2128,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30292,2128,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30293,2128,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30294,2128,"[1,2]","[10420,10422,10921]",0.5
30295,2128,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30296,2128,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30297,2128,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30298,2128,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30299,2128,"[3,4]","[11136]",0.5
30300,2128,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30301,1995,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30302,1995,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30303,1995,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30304,1995,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30305,1995,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30306,1995,"[1,2]","[10420,10422,10921]",0.4
30307,1995,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30308,1995,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30309,1995,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30310,1995,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30311,1995,"[3,4]","[11136]",0.4
30312,1995,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30313,1995,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30314,1995,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30315,1995,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30316,1995,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30317,1995,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30318,1995,"[1,2]","[10420,10422,10921]",0.45
30319,1995,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30320,1995,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30321,1995,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30322,1995,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30323,1995,"[3,4]","[11136]",0.45
30324,1995,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30325,1995,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30326,1995,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30327,1995,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30328,1995,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30331,1995,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30333,1995,"[1,2]","[10420,10422,10921]",0.5
30335,1995,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30337,1995,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30339,1995,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30342,1995,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30344,1995,"[3,4]","[11136]",0.5
30346,1995,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30348,1862,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30350,1862,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30352,1862,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30355,1862,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30357,1862,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30359,1862,"[1,2]","[10420,10422,10921]",0.4
30361,1862,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30363,1862,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30366,1862,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30368,1862,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30370,1862,"[3,4]","[11136]",0.4
30372,1862,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30375,1862,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30377,1862,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30379,1862,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30381,1862,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30384,1862,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30386,1862,"[1,2]","[10420,10422,10921]",0.45
30388,1862,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30390,1862,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30392,1862,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30395,1862,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30397,1862,"[3,4]","[11136]",0.45
30399,1862,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30401,1862,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30403,1862,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30406,1862,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30408,1862,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30410,1862,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30412,1862,"[1,2]","[10420,10422,10921]",0.5
30415,1862,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30417,1862,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30419,1862,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30422,1862,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30424,1862,"[3,4]","[11136]",0.5
30427,1862,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30429,1729,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30431,1729,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30433,1729,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30436,1729,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30438,1729,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30440,1729,"[1,2]","[10420,10422,10921]",0.4
30442,1729,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30444,1729,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30447,1729,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30449,1729,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30451,1729,"[3,4]","[11136]",0.4
30453,1729,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30456,1729,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30458,1729,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30460,1729,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30462,1729,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30465,1729,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30467,1729,"[1,2]","[10420,10422,10921]",0.45
30469,1729,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30471,1729,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30473,1729,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30476,1729,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30478,1729,"[3,4]","[11136]",0.45
30480,1729,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30482,1729,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30485,1729,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30487,1729,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30489,1729,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30491,1729,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30493,1729,"[1,2]","[10420,10422,10921]",0.5
30496,1729,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30498,1729,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30500,1729,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30502,1729,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30504,1729,"[3,4]","[11136]",0.5
30508,1729,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30510,1596,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30512,1596,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30514,1596,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30517,1596,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30519,1596,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30521,1596,"[1,2]","[10420,10422,10921]",0.4
30523,1596,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30525,1596,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30528,1596,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30530,1596,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30532,1596,"[3,4]","[11136]",0.4
30534,1596,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30536,1596,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30539,1596,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30541,1596,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30543,1596,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30545,1596,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30547,1596,"[1,2]","[10420,10422,10921]",0.45
30550,1596,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30552,1596,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30554,1596,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30556,1596,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30558,1596,"[3,4]","[11136]",0.45
30561,1596,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30563,1596,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30565,1596,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30567,1596,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30570,1596,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30572,1596,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30574,1596,"[1,2]","[10420,10422,10921]",0.5
30576,1596,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30579,1596,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30582,1596,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30584,1596,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30586,1596,"[3,4]","[11136]",0.5
30588,1596,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30591,1463,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30593,1463,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30595,1463,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30597,1463,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30599,1463,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30602,1463,"[1,2]","[10420,10422,10921]",0.4
30604,1463,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30606,1463,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30608,1463,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30611,1463,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30614,1463,"[3,4]","[11136]",0.4
30616,1463,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30618,1463,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30620,1463,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30623,1463,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30625,1463,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30627,1463,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30629,1463,"[1,2]","[10420,10422,10921]",0.45
30631,1463,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30634,1463,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30636,1463,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30638,1463,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30640,1463,"[3,4]","[11136]",0.45
30642,1463,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30645,1463,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30647,1463,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30649,1463,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30651,1463,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30656,1463,"[1,2]","[10420,10422,10921]",0.5
30658,1463,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30662,1463,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30664,1463,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
30666,1463,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.5
30668,1463,"[3,4]","[11136]",0.5
30670,1463,"[3,4]","[11101,11103,11104,11106,11127]",0.5
30673,1330,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.4
30675,1330,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.4
30677,1330,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.4
30379,1330,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.4
30682,1330,"[1,2]","[10400,10406,10425,10426,10923]",0.4
30684,1330,"[1,2]","[10420,10422,10921]",0.4
30686,1330,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.4
30688,1330,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.4
30691,1330,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.4
30694,1330,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.4
30696,1330,"[3,4]","[11136]",0.4
30698,1330,"[3,4]","[11101,11103,11104,11106,11127]",0.4
30700,1330,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.45
30703,1330,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.45
30705,1330,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.45
30707,1330,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.45
30709,1330,"[1,2]","[10400,10406,10425,10426,10923]",0.45
30711,1330,"[1,2]","[10420,10422,10921]",0.45
30714,1330,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.45
30716,1330,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.45
30718,1330,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.45
30720,1330,"[3,4]","[11100,11102,11105,11107,11116,11122,11125,11126,11133,11134,11135,11137,11200,11201,11202,11203,11204,11205,11206,11207,11210,11212,11213,11214,11215,11217,11226,11230,11236,11240,11242,11300,11302,11305,11307]",0.45
30722,1330,"[3,4]","[11136]",0.45
30724,1330,"[3,4]","[11101,11103,11104,11106,11127]",0.45
30727,1330,"[1,2]","[10401,10403,10411,10413,10415,10445,10447,10914,10916,10941]",0.5
30729,1330,"[1,2]","[10405,10407,10414,10431,10440,10441,10442,10443,10444,10446,10910,10912,10913,10915,10925,10930,10931,10932,10933,10934,10935,10936,10937]",0.5
30731,1330,"[1,2]","[10404,10412,10416,10421,10433,10434,10435,10437,10903,10904,10906,10911,10917,10922,10947]",0.5
30733,1330,"[1,2]","[10402,10423,10424,10427,10436,10900,10901,10902,10905,10907,10920,10924,10946]",0.5
30736,1330,"[1,2]","[10400,10406,10425,10426,10923]",0.5
30738,1330,"[1,2]","[10420,10422,10921]",0.5
30740,1330,"[3,4]","[11113,11117,11121,11146,11221,11225,11227,11237]",0.5
30742,1330,"[3,4]","[11123,11144,11145,11147,11223,11231,11235]",0.5
30744,1330,"[3,4]","[11112,11114,11120,11124,11130,11132,11140,11141,11142,11143,11216,11220,11224,11232,11234,11245,11247]",0.5
