batch,APA,endpoint,channel,channel_iterator,PDE,gain,snr,OV#,HPK_OV_V,FBK_OV_V
2,3,111,6,3,0.5,6089.270819310074,4.471281473036609,3,4.0,7.0
2,3,111,36,4,0.5,4070.4430502719065,5.908192077304927,3,4.0,7.0
2,3,111,34,5,0.5,3930.098265277812,6.1897568275752874,3,4.0,7.0
2,3,111,33,6,0.5,4047.8808642567337,5.735464935270863,3,4.0,7.0
2,3,111,0,8,0.5,5420.819832726207,7.262027923648067,3,4.0,7.0
2,3,111,2,9,0.5,5486.79563881966,7.72653186526102,3,4.0,7.0
2,3,111,5,10,0.5,5620.507703052424,8.197377938500992,3,4.0,7.0
2,3,111,7,11,0.5,5758.047368696662,8.222909148451425,3,4.0,7.0
2,3,111,37,12,0.5,3926.108115893992,5.7536217746858815,3,4.0,7.0
2,3,111,35,13,0.5,3912.9120865970262,5.471619682392031,3,4.0,7.0
2,3,111,32,14,0.5,7451.502595379316,1.3292473799053344,3,4.0,7.0
2,3,111,30,15,0.5,3856.5281674221214,5.219088004004135,3,4.0,7.0
2,3,111,41,16,0.5,4019.0202608681498,6.557339022245309,3,4.0,7.0
2,3,111,43,17,0.5,3872.7623516614617,6.674288729751289,3,4.0,7.0
2,3,111,44,18,0.5,4140.034757595568,7.259709221725013,3,4.0,7.0
2,3,111,46,19,0.5,4165.418086093739,6.853694309611057,3,4.0,7.0
2,3,111,16,20,0.5,6136.39901618687,8.111247054221206,3,4.0,7.0
2,3,111,14,21,0.5,5956.752846366928,7.415465305147418,3,4.0,7.0
2,3,111,13,22,0.5,6335.9405486680735,8.432792919038173,3,4.0,7.0
2,3,111,11,23,0.5,6101.382841173926,6.846651383475435,3,4.0,7.0
2,3,111,10,24,0.5,5628.184727929645,6.187446282056323,3,4.0,7.0
2,3,111,12,25,0.5,5553.063554478579,5.8570666705061845,3,4.0,7.0
2,3,111,17,27,0.5,5269.6900323116215,6.555509974966803,3,4.0,7.0
2,3,111,26,28,0.5,6104.087198079255,8.58499626148776,3,4.0,7.0
2,3,111,24,29,0.5,6033.605446525118,8.226875831560514,3,4.0,7.0
2,3,111,23,30,0.5,5972.1494592225,7.497868347836624,3,4.0,7.0
2,3,111,21,31,0.5,5356.078227535038,7.902495499324358,3,4.0,7.0
2,3,111,40,32,0.5,4078.115783786526,7.213697348381475,3,4.0,7.0
2,3,111,42,33,0.5,3941.0729751477857,6.911858320237448,3,4.0,7.0
2,3,111,45,34,0.5,4119.3228517390735,7.210257897833312,3,4.0,7.0
2,3,111,47,35,0.5,4220.409771754828,6.613579170153058,3,4.0,7.0
2,3,111,27,36,0.5,5769.338421422454,8.353593175819897,3,4.0,7.0
2,3,111,25,37,0.5,5414.411814267811,7.800099983477489,3,4.0,7.0
2,3,111,22,38,0.5,5600.66747783969,7.23505603562011,3,4.0,7.0
2,3,111,20,39,0.5,5732.039578876488,8.016127388026762,3,4.0,7.0
2,4,112,0,0,0.4,2680.032911882511,4.684582981941988,1,2.0,3.5
2,4,112,2,1,0.4,2719.2659015298927,4.826942032551242,1,2.0,3.5
2,4,112,5,2,0.4,2749.723359677403,4.747163736397555,1,2.0,3.5
2,4,112,7,3,0.4,2764.482675231503,4.561909649183372,1,2.0,3.5
2,4,112,6,4,0.4,2729.517924971902,4.458440539347666,1,2.0,3.5
2,4,112,4,5,0.4,2748.25385634093,4.918044976352302,1,2.0,3.5
2,4,112,3,6,0.4,2763.024680779106,4.916520417032628,1,2.0,3.5
2,4,112,1,7,0.4,2750.7523372857677,4.541356219127974,1,2.0,3.5
2,4,112,10,8,0.4,2787.1252802764893,4.416162461775999,1,2.0,3.5
2,4,112,12,9,0.4,2888.8712058729607,4.65640595655642,1,2.0,3.5
2,4,112,15,10,0.4,2739.018763375853,4.528404857122175,1,2.0,3.5
2,4,112,17,11,0.4,2822.160311455428,4.577795203913502,1,2.0,3.5
2,4,112,16,12,0.4,2780.7114864743507,4.3396679288522115,1,2.0,3.5
2,4,112,14,13,0.4,2669.936964912599,4.0977308277649644,1,2.0,3.5
2,4,112,13,14,0.4,2777.445371058354,4.552875773273484,1,2.0,3.5
2,4,112,27,20,0.4,2893.721688822111,4.986932821827304,1,2.0,3.5
2,4,112,25,21,0.4,2866.914264030333,5.02588692471917,1,2.0,3.5
2,4,112,22,22,0.4,2259.5827959006338,2.6076246870888253,1,2.0,3.5
2,4,112,20,23,0.4,2772.004665255696,4.519709496950818,1,2.0,3.5
2,4,112,21,24,0.4,2894.581959620028,4.609319362647925,1,2.0,3.5
2,4,112,23,25,0.4,2854.69928023147,4.375176207365255,1,2.0,3.5
2,4,112,24,26,0.4,2969.2380137362447,4.543924518919291,1,2.0,3.5
2,4,112,26,27,0.4,2911.8466326006737,4.642514563404547,1,2.0,3.5
2,4,112,37,28,0.4,2787.3590927906153,4.2472404122113145,1,2.0,3.5
2,4,112,35,29,0.4,2886.8602348256254,4.406897501811294,1,2.0,3.5
2,4,112,32,30,0.4,2875.128610689883,4.636127908105744,1,2.0,3.5
2,4,112,30,31,0.4,2803.275618672025,4.404514944690707,1,2.0,3.5
2,4,112,31,32,0.4,2844.827634365794,4.6210347770979885,1,2.0,3.5
2,4,112,34,34,0.4,3005.121791718527,4.842993481920877,1,2.0,3.5
2,4,112,36,35,0.4,2955.155194909456,5.062026279894026,1,2.0,3.5
2,4,112,47,36,0.4,2987.0932169955163,5.117374478962641,1,2.0,3.5
2,4,112,45,37,0.4,2925.1829433047046,5.191592652749272,1,2.0,3.5
2,4,112,42,38,0.4,2437.8293582791753,3.840384124711863,1,2.0,3.5
2,4,112,40,39,0.4,2949.3058245053617,5.21670509485338,1,2.0,3.5
2,4,113,5,18,0.4,2627.904237708949,2.674041134796382,1,2.0,3.5
2,4,112,0,0,0.45,3381.5272660832475,5.48054134080058,2,3.5,4.5
2,4,112,2,1,0.45,3372.199337222856,5.608636312478797,2,3.5,4.5
2,4,112,5,2,0.45,3421.945000982155,5.639435975149066,2,3.5,4.5
2,4,112,7,3,0.45,3610.125716835211,5.801434150311961,2,3.5,4.5
2,4,112,6,4,0.45,3349.472736498744,5.419494222179212,2,3.5,4.5
2,4,112,4,5,0.45,3362.7347302989724,5.792099444821495,2,3.5,4.5
2,4,112,3,6,0.45,3450.115658369181,6.1775238952870115,2,3.5,4.5
2,4,112,1,7,0.45,3314.9320188512825,5.5920776533738445,2,3.5,4.5
2,4,112,10,8,0.45,3387.7281171157542,4.990771925466342,2,3.5,4.5
2,4,112,12,9,0.45,3543.7079202992695,5.699528566415302,2,3.5,4.5
2,4,112,15,10,0.45,3381.6692049220105,5.1894133318322995,2,3.5,4.5
2,4,112,17,11,0.45,3521.099509297282,5.454782048048672,2,3.5,4.5
2,4,112,16,12,0.45,3437.0998851113927,4.979174692213329,2,3.5,4.5
2,4,112,14,13,0.45,3242.5471891762654,5.064192028516902,2,3.5,4.5
2,4,112,13,14,0.45,3382.7400368805625,5.249018900363701,2,3.5,4.5
2,4,112,27,20,0.45,3598.892164934142,6.394603100073957,2,3.5,4.5
2,4,112,25,21,0.45,3500.8221952163044,5.730533787671104,2,3.5,4.5
2,4,112,22,22,0.45,2683.6360552806686,3.008981072699207,2,3.5,4.5
2,4,112,20,23,0.45,3236.1881429231794,5.469907178340172,2,3.5,4.5
2,4,112,21,24,0.45,3547.548582538535,5.273157722524023,2,3.5,4.5
2,4,112,23,25,0.45,3558.936421777959,5.366402522698899,2,3.5,4.5
2,4,112,24,26,0.45,3587.685939994102,5.4094668614996975,2,3.5,4.5
2,4,112,26,27,0.45,3516.251768878532,5.609905951992059,2,3.5,4.5
2,4,112,37,28,0.45,3453.5934874296545,5.145137514062224,2,3.5,4.5
2,4,112,35,29,0.45,3485.325403945838,5.193521876306569,2,3.5,4.5
2,4,112,32,30,0.45,3412.038760753272,5.33063513140278,2,3.5,4.5
2,4,112,30,31,0.45,3521.3355286730725,5.358631701078583,2,3.5,4.5
2,4,112,31,32,0.45,3415.5856072474994,5.601176882146158,2,3.5,4.5
2,4,112,34,34,0.45,3505.5543008524232,5.511499450676621,2,3.5,4.5
2,4,112,36,35,0.45,3635.997313151741,6.476716466263595,2,3.5,4.5
2,4,112,47,36,0.45,3667.8569815714345,6.110611209749194,2,3.5,4.5
2,4,112,45,37,0.45,3554.3191183223066,5.921059052872217,2,3.5,4.5
2,4,112,42,38,0.45,2930.3997458116505,4.9216900362377185,2,3.5,4.5
2,4,112,40,39,0.45,3617.1193824870625,6.038891430769148,2,3.5,4.5
2,4,113,0,16,0.45,2982.0312108262383,4.052661112714403,2,3.5,4.5
2,4,113,2,17,0.45,3271.3848357038023,3.694390862218142,2,3.5,4.5
2,4,113,5,18,0.45,3302.4470152308613,3.676207543125189,2,3.5,4.5
2,4,112,0,0,0.5,3878.828724585507,6.394892430139895,3,4.0,7.0
2,4,112,2,1,0.5,4089.6849904853902,6.527607436177035,3,4.0,7.0
2,4,112,5,2,0.5,4088.96853292667,6.75210775064106,3,4.0,7.0
2,4,112,7,3,0.5,4020.9089799166622,6.397895281341095,3,4.0,7.0
2,4,112,6,4,0.5,3992.962657455716,6.523000980460487,3,4.0,7.0
2,4,112,4,5,0.5,4073.531232710914,6.74394858903928,3,4.0,7.0
2,4,112,3,6,0.5,4074.525670115369,7.1380092769494805,3,4.0,7.0
2,4,112,1,7,0.5,3932.1771317319926,6.0415051958588295,3,4.0,7.0
2,4,112,10,8,0.5,4079.709964794068,5.583787864041238,3,4.0,7.0
2,4,112,12,9,0.5,4184.7885248381945,6.236265458163547,3,4.0,7.0
2,4,112,15,10,0.5,4165.977512501314,6.3192338464521125,3,4.0,7.0
2,4,112,17,11,0.5,4203.027087910722,6.430738569719077,3,4.0,7.0
2,4,112,16,12,0.5,3983.059174768254,5.8668956040272535,3,4.0,7.0
2,4,112,14,13,0.5,3796.7738029455872,5.77032310722499,3,4.0,7.0
2,4,112,13,14,0.5,4086.758496482978,6.362080727815988,3,4.0,7.0
2,4,112,27,20,0.5,4294.669144691057,7.487275691951652,3,4.0,7.0
2,4,112,25,21,0.5,4167.758205613456,6.692913847997616,3,4.0,7.0
2,4,112,20,23,0.5,3930.813095212262,5.91689070988983,3,4.0,7.0
2,4,112,21,24,0.5,4186.7587780157655,5.684624525566783,3,4.0,7.0
2,4,112,23,25,0.5,4217.616060074866,5.765000186702961,3,4.0,7.0
2,4,112,24,26,0.5,4405.889786218781,6.623812445000729,3,4.0,7.0
2,4,112,26,27,0.5,4215.141810293942,6.530529985505786,3,4.0,7.0
2,4,112,37,28,0.5,4073.030721115742,5.925936472949565,3,4.0,7.0
2,4,112,35,29,0.5,4281.791248927697,6.058523442456811,3,4.0,7.0
2,4,112,32,30,0.5,4528.280534830045,6.297985083573786,3,4.0,7.0
2,4,112,30,31,0.5,4074.8446724123855,5.833123979913462,3,4.0,7.0
2,4,112,31,32,0.5,4075.612699681036,6.642406136284545,3,4.0,7.0
2,4,112,34,34,0.5,4237.621248968166,6.462594963877718,3,4.0,7.0
2,4,112,36,35,0.5,4266.5883860735075,7.237829954741309,3,4.0,7.0
2,4,112,47,36,0.5,4274.593154838924,7.192637860768343,3,4.0,7.0
2,4,112,45,37,0.5,4224.602712725399,7.062651917836797,3,4.0,7.0
2,4,112,42,38,0.5,3504.055691699576,5.420301671024963,3,4.0,7.0
2,4,112,40,39,0.5,4330.5329291470625,7.272557178990515,3,4.0,7.0
2,4,113,0,16,0.5,4898.982405425495,5.7541523039914,3,4.0,7.0
2,4,113,2,17,0.5,4920.4900525403955,5.111412807847595,3,4.0,7.0
2,4,113,5,18,0.5,4866.35483349365,5.48405175574568,3,4.0,7.0
2,4,113,7,19,0.5,5108.416025366045,5.2229961739402695,3,4.0,7.0
3,2,109,27,0,0.4,3466.9365985244176,5.066964990773095,1,2.0,3.5
3,2,109,25,1,0.4,3516.8238913998,5.3967111464565685,1,2.0,3.5
3,2,109,22,2,0.4,3474.052378620906,5.236898065245413,1,2.0,3.5
3,2,109,20,3,0.4,3389.2949090534566,5.538389305115901,1,2.0,3.5
3,2,109,21,4,0.4,3580.764013757158,5.877179587766516,1,2.0,3.5
3,2,109,23,5,0.4,3453.145639066297,5.669976530170339,1,2.0,3.5
3,2,109,24,6,0.4,3374.1048800077224,5.431719384415585,1,2.0,3.5
3,2,109,26,7,0.4,3502.3302584504186,5.541736085929731,1,2.0,3.5
3,2,109,37,8,0.4,3485.3535391521696,4.842047007640064,1,2.0,3.5
3,2,109,35,9,0.4,3462.7578263390133,4.960759742200161,1,2.0,3.5
3,2,109,32,10,0.4,3434.2029720119613,4.8215672804255405,1,2.0,3.5
3,2,109,30,11,0.4,3430.251079180743,5.462505054441548,1,2.0,3.5
3,2,109,31,12,0.4,3495.8904724953886,4.884970536010204,1,2.0,3.5
3,2,109,33,13,0.4,2939.533419917135,3.365474370098355,1,2.0,3.5
3,2,109,34,14,0.4,3535.1748974231523,5.522680161861163,1,2.0,3.5
3,2,109,36,15,0.4,2928.1792602263,4.14647743462068,1,2.0,3.5
3,2,109,7,16,0.4,3604.6573340990503,4.2063011335808325,1,2.0,3.5
3,2,109,5,17,0.4,3595.2369221582208,4.320509235864246,1,2.0,3.5
3,2,109,2,18,0.4,3867.6268143759576,4.638507085549931,1,2.0,3.5
3,2,109,0,19,0.4,3511.9405436151615,4.066778296624043,1,2.0,3.5
3,2,109,1,20,0.4,3675.633061798745,4.31201283450127,1,2.0,3.5
3,2,109,3,21,0.4,3139.7026482411293,4.236342433985525,1,2.0,3.5
3,2,109,4,22,0.4,4011.030912206262,4.57370718430093,1,2.0,3.5
3,2,109,6,23,0.4,3928.705470256869,4.697778786509995,1,2.0,3.5
3,2,109,15,25,0.4,3157.3949232688283,3.608435161833284,1,2.0,3.5
3,2,109,12,26,0.4,3304.063862701414,3.9805225280755137,1,2.0,3.5
3,2,109,47,32,0.4,3664.992961802689,6.1983523772730384,1,2.0,3.5
3,2,109,45,33,0.4,3636.527719128153,5.125172334525443,1,2.0,3.5
3,2,109,42,34,0.4,3472.457122972146,5.528778762319415,1,2.0,3.5
3,2,109,40,35,0.4,3501.4973271166627,5.111718959143164,1,2.0,3.5
3,2,109,41,36,0.4,3553.537333104584,5.129981907961139,1,2.0,3.5
3,2,109,43,37,0.4,3742.476105851456,5.824851637841256,1,2.0,3.5
3,2,109,44,38,0.4,3503.6190030967023,5.44754608706755,1,2.0,3.5
3,2,109,46,39,0.4,3507.549537938656,4.393435279836629,1,2.0,3.5
3,2,109,27,0,0.45,3479.636719625724,4.8800790979832,2,3.5,4.5
3,2,109,25,1,0.45,3474.4678577451928,5.0666057749757725,2,3.5,4.5
3,2,109,22,2,0.45,3458.4699832473075,5.145959948611088,2,3.5,4.5
3,2,109,20,3,0.45,3361.9478099383796,5.340464941809786,2,3.5,4.5
3,2,109,21,4,0.45,3525.053850157711,5.845988033837481,2,3.5,4.5
3,2,109,23,5,0.45,3398.25570264733,5.567758160577298,2,3.5,4.5
3,2,109,24,6,0.45,3561.7330799081196,5.65332402819288,2,3.5,4.5
3,2,109,26,7,0.45,3495.128460103318,5.304352839400153,2,3.5,4.5
3,2,109,37,8,0.45,3463.2540552749565,4.548167956755448,2,3.5,4.5
3,2,109,35,9,0.45,3498.305371641102,4.866768062725539,2,3.5,4.5
3,2,109,32,10,0.45,3417.098907956504,4.898320599163504,2,3.5,4.5
3,2,109,30,11,0.45,3499.7840862845305,5.090532686464424,2,3.5,4.5
3,2,109,31,12,0.45,3542.467082406433,4.894851826147364,2,3.5,4.5
3,2,109,33,13,0.45,3140.340430324687,3.0476487953822793,2,3.5,4.5
3,2,109,34,14,0.45,3570.712894288866,5.309411943403973,2,3.5,4.5
3,2,109,36,15,0.45,2883.4072961342736,4.097343267565047,2,3.5,4.5
3,2,109,7,16,0.45,3546.3085269191233,3.9900948959607327,2,3.5,4.5
3,2,109,5,17,0.45,3538.212461769895,4.268267355902068,2,3.5,4.5
3,2,109,2,18,0.45,3862.255618820039,4.781279762092433,2,3.5,4.5
3,2,109,0,19,0.45,3577.533480953445,4.254919130841944,2,3.5,4.5
3,2,109,1,20,0.45,3606.3198771508983,4.244873832899314,2,3.5,4.5
3,2,109,3,21,0.45,3039.4526097515013,4.408233993382988,2,3.5,4.5
3,2,109,4,22,0.45,3936.500146180619,4.323653288340602,2,3.5,4.5
3,2,109,6,23,0.45,3849.3275487177225,4.747831643155948,2,3.5,4.5
3,2,109,15,25,0.45,3409.989656733091,3.45280914105708,2,3.5,4.5
3,2,109,12,26,0.45,3291.905804145488,4.062104309480975,2,3.5,4.5
3,2,109,47,32,0.45,3796.32420680087,5.370998491315932,2,3.5,4.5
3,2,109,45,33,0.45,3659.738200178569,5.622688060269189,2,3.5,4.5
3,2,109,42,34,0.45,3544.1007420974897,5.880222756437126,2,3.5,4.5
3,2,109,40,35,0.45,3589.929661187816,5.548073992431806,2,3.5,4.5
3,2,109,41,36,0.45,3559.9467261555637,5.058632371657707,2,3.5,4.5
3,2,109,43,37,0.45,3722.264415244206,5.587868044070543,2,3.5,4.5
3,2,109,44,38,0.45,3438.9192673626403,5.501570253093829,2,3.5,4.5
3,2,109,46,39,0.45,3512.953085552326,4.619572909246501,2,3.5,4.5
3,2,109,27,0,0.5,3447.248203419456,4.911706907701943,3,4.0,7.0
3,2,109,25,1,0.5,3515.6859898518674,5.12961671686803,3,4.0,7.0
3,2,109,22,2,0.5,3450.185815264758,5.2161841867296355,3,4.0,7.0
3,2,109,20,3,0.5,3370.1303065790903,5.4144978661491265,3,4.0,7.0
3,2,109,21,4,0.5,3489.8727400239623,5.343916526339055,3,4.0,7.0
3,2,109,23,5,0.5,3452.5733346155216,5.245536980743196,3,4.0,7.0
3,2,109,24,6,0.5,3451.153782494176,5.320987865366717,3,4.0,7.0
3,2,109,26,7,0.5,3447.5143747554416,5.465245896868484,3,4.0,7.0
3,2,109,37,8,0.5,3553.419223646551,4.676255877349064,3,4.0,7.0
3,2,109,35,9,0.5,3514.871686689687,4.808595492762074,3,4.0,7.0
3,2,109,32,10,0.5,3450.85891787206,4.849837644513938,3,4.0,7.0
3,2,109,30,11,0.5,3420.3250478670375,5.08690314834759,3,4.0,7.0
3,2,109,31,12,0.5,3588.062879856964,4.918067000446706,3,4.0,7.0
3,2,109,33,13,0.5,3127.880120717388,3.2411286009464626,3,4.0,7.0
3,2,109,34,14,0.5,3503.17529504644,5.226242453165208,3,4.0,7.0
3,2,109,36,15,0.5,2878.408065065967,3.9345478601198582,3,4.0,7.0
3,2,109,7,16,0.5,3554.0686604215043,4.35200452930818,3,4.0,7.0
3,2,109,5,17,0.5,3398.1939475758477,4.244476538793607,3,4.0,7.0
3,2,109,2,18,0.5,3902.9317927956945,4.560068620652884,3,4.0,7.0
3,2,109,0,19,0.5,3534.678380848376,4.22605189759741,3,4.0,7.0
3,2,109,1,20,0.5,3710.6721665512623,3.907004606337378,3,4.0,7.0
3,2,109,3,21,0.5,3185.1994491619103,4.162213925579767,3,4.0,7.0
3,2,109,4,22,0.5,4080.6814828014185,4.537449284303974,3,4.0,7.0
3,2,109,6,23,0.5,3896.3399000790937,4.700385958968374,3,4.0,7.0
3,2,109,15,25,0.5,3345.3265934767937,3.408409406119205,3,4.0,7.0
3,2,109,12,26,0.5,3268.227157522838,3.8674655572900463,3,4.0,7.0
3,2,109,47,32,0.5,3686.608006396187,5.3439840218014885,3,4.0,7.0
3,2,109,45,33,0.5,3578.5354566583856,4.80260826725719,3,4.0,7.0
3,2,109,42,34,0.5,3534.9045076167235,5.482395498951579,3,4.0,7.0
3,2,109,40,35,0.5,3510.604312892955,5.209652346191843,3,4.0,7.0
3,2,109,41,36,0.5,3660.261435686157,5.080146157673911,3,4.0,7.0
3,2,109,43,37,0.5,3640.051458699107,5.7376530311256015,3,4.0,7.0
3,2,109,44,38,0.5,3382.208371171037,5.18954298437536,3,4.0,7.0
3,2,109,46,39,0.5,3462.279656426074,4.344606516059346,3,4.0,7.0
3,3,111,3,1,0.4,3154.078113269988,3.6410196564615585,1,2.0,3.5
3,3,111,4,2,0.4,3264.8916946482773,3.5578266666130403,1,2.0,3.5
3,3,111,6,3,0.4,3158.9129851741973,3.428885191740112,1,2.0,3.5
3,3,111,36,4,0.4,3041.6333735388635,3.860980978596671,1,2.0,3.5
3,3,111,34,5,0.4,2644.396477961094,4.1165381010536874,1,2.0,3.5
3,3,111,33,6,0.4,2810.6338440145514,3.8340442750337265,1,2.0,3.5
3,3,111,0,8,0.4,2856.094777878969,4.009453965330071,1,2.0,3.5
3,3,111,2,9,0.4,2823.4617646051092,4.327529553362559,1,2.0,3.5
3,3,111,5,10,0.4,2949.3123563712647,4.050925011899573,1,2.0,3.5
3,3,111,7,11,0.4,2884.2905929209437,4.083449937019698,1,2.0,3.5
3,3,111,37,12,0.4,2737.3653622466663,3.9245586951103224,1,2.0,3.5
3,3,111,35,13,0.4,2812.5513814053284,3.688924645694166,1,2.0,3.5
3,3,111,32,14,0.4,2841.7887108377035,3.5968158738617504,1,2.0,3.5
3,3,111,30,15,0.4,2954.2180481588066,3.6622607070237065,1,2.0,3.5
3,3,111,41,16,0.4,2693.256648216279,4.2445839666252905,1,2.0,3.5
3,3,111,43,17,0.4,2717.7267633042325,4.827614076696283,1,2.0,3.5
3,3,111,44,18,0.4,2860.6046322151738,4.893974902637281,1,2.0,3.5
3,3,111,46,19,0.4,2918.950902451014,4.68585920323374,1,2.0,3.5
3,3,111,16,20,0.4,3181.117105545968,4.477015563228683,1,2.0,3.5
3,3,111,14,21,0.4,2971.8031170702743,4.044041996724053,1,2.0,3.5
3,3,111,13,22,0.4,3153.327506640592,4.289400225633569,1,2.0,3.5
3,3,111,11,23,0.4,3070.0935757007373,3.873276745721948,1,2.0,3.5
3,3,111,10,24,0.4,2837.0996965042823,3.8108509272561086,1,2.0,3.5
3,3,111,12,25,0.4,3069.148873307705,3.8600442888827624,1,2.0,3.5
3,3,111,15,26,0.4,2773.4539054142456,2.9977405738298732,1,2.0,3.5
3,3,111,17,27,0.4,2784.0305415622533,3.574265434151414,1,2.0,3.5
3,3,111,26,28,0.4,3107.3626510335553,4.614179183957391,1,2.0,3.5
3,3,111,24,29,0.4,3053.0214850333296,4.071472724944275,1,2.0,3.5
3,3,111,23,30,0.4,3096.6439922901095,4.197451453106974,1,2.0,3.5
3,3,111,21,31,0.4,2832.7215748309177,3.9500935019496297,1,2.0,3.5
3,3,111,40,32,0.4,2843.0245096963954,4.9316720723503895,1,2.0,3.5
3,3,111,42,33,0.4,2752.796438668335,4.809140035688471,1,2.0,3.5
3,3,111,45,34,0.4,2804.6443039194405,4.756458446501778,1,2.0,3.5
3,3,111,47,35,0.4,2897.4654956475683,4.720021597253829,1,2.0,3.5
3,3,111,27,36,0.4,3143.8160852632286,4.125858141561696,1,2.0,3.5
3,3,111,25,37,0.4,2955.330370651025,4.017754222027045,1,2.0,3.5
3,3,111,22,38,0.4,2888.352907823254,4.156375534164327,1,2.0,3.5
3,3,111,20,39,0.4,2999.175698079146,4.061841298392813,1,2.0,3.5
3,3,111,1,0,0.45,3895.767389570169,3.922890129899643,2,3.5,4.5
3,3,111,3,1,0.45,3893.051994282968,3.8065070239502057,2,3.5,4.5
3,3,111,4,2,0.45,3889.938934578332,3.75978024538227,2,3.5,4.5
3,3,111,6,3,0.45,3916.243574187973,3.649658614908186,2,3.5,4.5
3,3,111,36,4,0.45,3646.093174906862,4.4880444147242855,2,3.5,4.5
3,3,111,34,5,0.45,3303.428772279862,4.621961273305419,2,3.5,4.5
3,3,111,33,6,0.45,3303.781390624728,4.285272767399658,2,3.5,4.5
3,3,111,0,8,0.45,3482.4290846464196,4.976035056418593,2,3.5,4.5
3,3,111,2,9,0.45,3450.363075482465,4.744644241415566,2,3.5,4.5
3,3,111,5,10,0.45,3653.132377547666,5.38548627396783,2,3.5,4.5
3,3,111,7,11,0.45,3707.561072440333,4.899297418409883,2,3.5,4.5
3,3,111,37,12,0.45,3273.9432345790715,4.50660333867299,2,3.5,4.5
3,3,111,35,13,0.45,3229.945852384252,3.848541345160059,2,3.5,4.5
3,3,111,32,14,0.45,3230.9409709983656,4.313122453473807,2,3.5,4.5
3,3,111,30,15,0.45,3250.8212462232264,3.9844144106673447,2,3.5,4.5
3,3,111,41,16,0.45,3407.710137537053,5.476961843049018,2,3.5,4.5
3,3,111,43,17,0.45,3407.771494460546,5.780466489125287,2,3.5,4.5
3,3,111,44,18,0.45,3489.7515927744903,5.711643275454341,2,3.5,4.5
3,3,111,46,19,0.45,3461.708291426707,5.484102661773405,2,3.5,4.5
3,3,111,16,20,0.45,4055.015975401586,5.758576223048658,2,3.5,4.5
3,3,111,14,21,0.45,3689.805474993434,4.743125760870847,2,3.5,4.5
3,3,111,13,22,0.45,4010.6789920208703,5.080702746530022,2,3.5,4.5
3,3,111,11,23,0.45,3851.514928080917,4.866671949501964,2,3.5,4.5
3,3,111,10,24,0.45,3404.1764137199666,4.186959984006821,2,3.5,4.5
3,3,111,12,25,0.45,3367.2710537103076,4.270676297575556,2,3.5,4.5
3,3,111,15,26,0.45,3565.8516473356194,2.691480610625503,2,3.5,4.5
3,3,111,17,27,0.45,3461.081813033194,4.090659786210177,2,3.5,4.5
3,3,111,26,28,0.45,3948.246638608914,5.375289996950365,2,3.5,4.5
3,3,111,24,29,0.45,3893.804643867184,5.543669737554233,2,3.5,4.5
3,3,111,23,30,0.45,3891.376490910275,4.926611925217778,2,3.5,4.5
3,3,111,21,31,0.45,3458.7580851446146,4.790753976447602,2,3.5,4.5
3,3,111,40,32,0.45,3556.966829540757,6.145638037427525,2,3.5,4.5
3,3,111,42,33,0.45,3308.121922404843,5.500216094884875,2,3.5,4.5
3,3,111,45,34,0.45,3447.110035950736,5.6095585643728905,2,3.5,4.5
3,3,111,47,35,0.45,3619.581732292654,5.606787089896188,2,3.5,4.5
3,3,111,27,36,0.45,3699.683740309864,5.468062951250789,2,3.5,4.5
3,3,111,25,37,0.45,3672.451749829,5.422696250996028,2,3.5,4.5
3,3,111,22,38,0.45,3612.8302556758294,4.95887465354115,2,3.5,4.5
3,3,111,20,39,0.45,3756.6160293472417,4.5625085777949534,2,3.5,4.5
3,3,111,1,0,0.5,5833.468442353382,4.449927029193302,3,4.0,7.0
3,3,111,3,1,0.5,5853.565583100739,4.344945088867766,3,4.0,7.0
3,3,111,4,2,0.5,5960.583886121941,4.32256379740161,3,4.0,7.0
3,3,111,6,3,0.5,5924.296432573621,4.264441372790315,3,4.0,7.0
3,3,111,36,4,0.5,4282.53392258956,4.089071627513551,3,4.0,7.0
3,3,111,34,5,0.5,4026.88308027417,4.579530384389236,3,4.0,7.0
3,3,111,33,6,0.5,4970.518328043318,3.6960429294623314,3,4.0,7.0
3,3,111,0,8,0.5,5844.328645282011,7.631282059564375,3,4.0,7.0
3,3,111,2,9,0.5,5513.752985113137,6.743334143225702,3,4.0,7.0
3,3,111,5,10,0.5,5694.217770309271,6.567464404405672,3,4.0,7.0
3,3,111,7,11,0.5,5716.985716754566,6.774608611970701,3,4.0,7.0
3,3,111,37,12,0.5,3913.707886872195,4.908578730038588,3,4.0,7.0
3,3,111,35,13,0.5,3984.806630314806,4.435085892465216,3,4.0,7.0
3,3,111,32,14,0.5,3754.930570223429,4.574995160057327,3,4.0,7.0
3,3,111,30,15,0.5,3839.5886269556554,4.415848096656484,3,4.0,7.0
3,3,111,41,16,0.5,4061.257685815337,6.1158497356545,3,4.0,7.0
3,3,111,43,17,0.5,4043.2042008464873,6.5278374242721,3,4.0,7.0
3,3,111,44,18,0.5,4123.78879420229,6.573253571409743,3,4.0,7.0
3,3,111,46,19,0.5,4236.298845114362,6.410122217250506,3,4.0,7.0
3,3,111,16,20,0.5,6330.343438274655,7.641575677305947,3,4.0,7.0
