vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
800,19,800,0,-30.334952036436793,3.7344787202135237,171.87176114939993,3.0403438383006858,340.23487353520574,5.5040882495749734,1.9795856588649008,0.047453432603777254,1524082.2289891867,506709.4894118843,48.9979993776387,0.8836557021321461,334.38099938988927
900,19,800,0,-11.2326980014108,2.2340272026221966,168.61529379535722,2.3326298293446115,1055.8178208776803,4.1205564824370144,6.261696653442904,0.09000559030536877,6352735.318691143,386571.7565349692,71.36369960119443,0.4268523113506,229.58450993375598
