Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty,ThresholdFitCalibrated
32418,10945,2800,HPK,7.35,128.9,3.46,950,229,250,3413.1265076387026,189.03559372977028,4448.464814318472,287.74726826551387,3.4837309689918587,0.007288923300281525,0.1384432276546344,0.0038938696776927295,0.9778989134025103,0.0016479694287243607,0.5695088741470204,0.6327876379411341,3.4888776683585387,3.4049156917994585
32419,10945,3400,HPK,7.35,128.9,3.46,950,228,251,3142.4468649944492,181.4292543418641,4469.257763547661,288.48934813547163,3.468026882649275,0.008049978266236879,0.13811390904091025,0.00441644078743221,0.9813955007809269,0.0012378379687308927,0.614303130096101,0.614303130096101,3.4719782753088384,3.4049156917994585
32420,10945,4000,HPK,7.35,128.9,3.46,950,228,251,3303.7870441469418,189.4851823212562,4347.088215982818,289.8058810655212,3.46582367984123,0.009044907569635718,0.13757497331329183,0.00497144266829673,0.9869728034920215,0.0010036778125566137,0.4088559395829723,0.6541695033327559,3.4943370056727874,3.4049156917994585
32428,10945,1400,HPK,7.35,128.9,3.46,1000,233,248,4382.862793089043,214.1168589051521,3626.2349282518735,259.6800768882482,,,,,,,,,,3.570674080202019
32429,10945,1800,HPK,7.35,128.9,3.46,1000,228,252,4453.36914194726,217.04393151005132,4475.700631442376,290.11658148057217,,,,,,,0.47663510710723056,,,3.570674080202019
32431,10945,2200,HPK,7.35,128.9,3.46,1000,225,254,3829.7594492512926,200.18473325734846,3869.2894496382214,268.2869521208163,3.5981404399674277,0.008664510204649867,0.15670120389098116,0.004466360806425665,0.9788659605766966,0.0029229574636320255,,0.48344706385269465,3.605608356471067,3.570674080202019
32432,10945,2800,HPK,7.35,128.9,3.46,1000,231,250,3643.5969186729067,195.31729642027943,3778.544952697829,265.2018652977949,3.588382419811802,0.007233848589058844,0.13071352159463112,0.003820345741446851,0.9796192538587848,0.0016762820902337383,0.5720025015436736,0.5720025015436736,3.591663639008055,3.570674080202019
32433,10945,3400,HPK,7.35,128.9,3.46,1000,225,250,2709.419053689262,168.35510833900898,4593.5753325525375,292.2821991684571,3.58378320841557,0.007760667589068682,0.13427844387371068,0.0041355244407090125,0.9832016868277711,0.0012130562509249376,0.5313642912556791,0.6072734757207763,3.613544735629722,3.570674080202019
32434,10945,4000,HPK,7.35,128.9,3.46,1000,228,249,3027.9694597729813,179.04758762401295,4310.209829296116,284.8266827063231,3.565315308223879,0.008691547421463941,0.13594047601268436,0.0046373718443230155,0.9865533712989745,0.0010208810711394567,0.4972768005573096,0.6630357340764124,3.624075906853082,3.570674080202019
32444,10945,1400,HPK,7.35,128.9,3.46,1050,234,250,4037.521756593922,205.504446549786,4239.746507787745,280.7840717659195,,,,,,,,,,3.7364324686045802
32445,10945,1800,HPK,7.35,128.9,3.46,1050,229,255,4249.587350414525,210.90347901375708,4298.433182028486,282.8161397786955,,,,,,,0.7308307341555755,,,3.7364324686045802
32446,10945,2200,HPK,7.35,128.9,3.46,1050,228,252,3727.637525532223,197.5643937248155,3983.5926614926125,272.3127882395073,3.730831409056045,0.008928839766160879,0.161186841981304,0.004633092405209913,0.9837185223478393,0.0028578036462190703,,0.6328034704960426,3.742014463354132,3.7364324686045802
32447,10945,2800,HPK,7.35,128.9,3.46,1050,229,249,3447.92924561508,190.9631391114203,3666.50962723894,262.56420798745813,3.724794954514314,0.0072850246672908625,0.13703551354819626,0.0037972778650117722,0.9767756267790737,0.0018330267396027278,,0.634727125916303,3.730864505885816,3.7364324686045802
32448,10945,3400,HPK,7.35,128.9,3.46,1050,227,250,3230.171887795244,183.75805840333655,3939.8572612015346,270.5905076379901,3.7490896126035356,0.008050398772193379,0.1450159164074032,0.004496060806847585,0.9823575933448568,0.0012793425766334798,0.5371827551812074,0.6139231487785226,3.75596456839824,3.7364324686045802
32449,10945,4000,HPK,7.35,128.9,3.46,1050,228,249,2697.9202780004766,168.95032134950978,4175.60471784649,280.2482390562919,3.733236123738606,0.008734843823489546,0.15165377269621558,0.004885606677670337,0.9856275143570182,0.0010773429836017923,0.6607241810610991,0.6607241810610991,3.7380259958311854,3.7364324686045802
