Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
6,22,0,47.65,5.65,500,77.1,132,1542,134,153,994.593,2.80639,68.5061,239.161,4.7101,0.0608122,25.7,0.148117,0.0108936,1.15876,0.0175381,1.18947,1.38612,21.8089,15639,20001,,
6,23,0,47.65,5.55,500,77.1,132,1542,134,153,960.07,42.3195,60.4452,271.056,4.29303,0.398374,25.7,0.131895,0.0778894,1.38276,0.115554,1.50729,1.7096,94.0503,1190,20001,,
6,22,0,47.65,5.65,600,66.317,132,1326.34,134,153,852.255,2.52161,58.168,281.667,4.64961,0.061785,22.1057,0.15841,0.0108968,1.16855,0.0177898,1.20291,1.40171,22.7489,15451,20001,,
6,23,0,47.65,5.55,600,66.317,132,1326.34,134,153,914.21,11.8581,64.6646,253.369,4.1041,0.173095,22.1057,0.175318,0.0408093,1.13549,0.0571886,1.23735,1.35734,93.0153,1397,20001,,
6,22,0,47.65,5.65,700,57.9402,132,1158.8,134,153,737.194,2.03554,51.414,318.668,4.58688,0.0593182,19.3134,0.157761,0.0106143,1.13355,0.017346,1.15863,1.35593,21.7339,15654,20001,,
6,23,0,47.65,5.55,700,57.9402,132,1158.8,134,153,798.212,8.1268,52.5872,311.559,4.03007,0.137516,19.3134,0.122965,0.0292344,1.17124,0.0451197,1.24908,1.36755,87.5956,2481,20001,,
6,22,0,47.65,5.65,800,51.4598,132,1029.2,134,153,648.874,1.88453,44.9798,364.252,4.61237,0.0605105,17.1533,0.165723,0.0110669,1.16271,0.0175078,1.1946,1.4083,21.4939,15702,20001,,
6,23,0,47.65,5.55,800,51.4598,132,1029.2,134,153,590.94,93.3293,30.4905,537.348,5.00219,1.32815,17.1533,0.322227,0.660949,1.53618,0.554423,1.88606,1.6596,97.9251,415,20001,,
6,22,0,47.65,5.65,900,44.3087,132,886.175,134,153,558.245,1.62638,38.5969,424.49,4.64659,0.059596,14.7696,0.172636,0.0111723,1.15505,0.0171971,1.19051,1.38389,21.2939,15742,20001,,
6,23,0,47.65,5.55,900,44.3087,132,886.175,134,153,573.914,8.70215,37.2027,440.398,3.71431,0.179408,14.7696,0.14279,0.0409583,1.13854,0.0620513,1.20534,1.38199,92.1854,1563,20001,,
6,22,0,47.65,5.65,1000,37.5588,132,751.177,134,153,469.999,1.3443,32.5197,503.817,4.53082,0.0603924,12.5196,0.160905,0.011248,1.15919,0.0178358,1.19482,1.3953,22.2739,15546,20001,,
6,23,0,47.65,5.55,1000,37.5588,132,751.177,134,153,558.436,40.1053,38.4754,425.831,3.42248,0.549759,12.5196,0.417249,0.210215,1.47987,0.337731,1.28996,1.15613,98.8751,225,20001,,
6,22,0,47.65,5.65,1100,32.7559,132,655.117,134,153,410.828,1.19496,28.2758,579.435,4.52037,0.0607489,10.9186,0.170871,0.0113811,1.14444,0.0176139,1.1828,1.38914,23.2938,15342,20001,,
6,23,0,47.65,5.55,1100,32.7559,132,655.117,134,153,529.064,130.001,32.4032,505.629,2.88322,2.47488,10.9186,0.463245,0.731503,1.15135,0.848453,1.24444,1.22724,98.3801,324,20001,,
6,22,0,47.65,5.65,1200,29.0339,132,580.678,134,153,363.751,1.11391,24.7611,661.683,4.45326,0.0596508,9.67796,0.146504,0.0110897,1.18792,0.0182139,1.21813,1.41852,23.9838,15204,20001,,
6,23,0,47.65,5.55,1200,29.0339,132,580.678,134,153,439.208,53.0925,25.8654,633.434,2.78375,0.531341,9.67796,0.519748,0.252547,1.68313,0.59548,1.17319,1.32043,99.22,156,20001,,
6,22,0,47.65,5.65,1300,25.4455,132,508.909,134,153,311.881,0.978501,21.3877,766.048,4.3752,0.0578261,8.48182,0.161654,0.0109961,1.15019,0.017625,1.18183,1.3749,22.8289,15435,20001,,
6,23,0,47.65,5.55,1300,25.4455,132,508.909,134,153,432.519,73.581,22.8362,717.459,2.77358,0.504676,8.48182,0.268376,0.307915,1.28984,0.409474,1.117,1.02139,98.7851,243,20001,,
6,22,0,47.65,5.65,1400,21.6392,132,432.785,134,153,263.076,0.862274,17.9395,913.292,4.13584,0.0532372,7.21308,0.156604,0.0111868,1.15483,0.0176544,1.18532,1.37878,23.3288,15335,20001,,
6,23,0,47.65,5.55,1400,21.6392,132,432.785,134,153,330.641,24.5269,22.4447,729.972,2.60833,0.206073,7.21308,0.133291,0.147872,0.998507,0.124811,1.25099,1.24413,97.1551,569,20001,,
6,22,0,47.65,5.65,1500,19.3435,132,386.87,134,153,225.303,0.847354,15.1417,1082.04,4.13988,0.0561137,6.44783,0.174844,0.0116196,1.13895,0.0179284,1.16661,1.38691,22.2039,15560,20001,,
6,23,0,47.65,5.55,1500,19.3435,132,386.87,134,153,244.876,3.82031,15.6224,1048.75,3.79652,0.223859,6.44783,0.190276,0.0615715,1.06707,0.0751834,1.21383,1.4073,94.6303,1074,20001,,
6,22,0,47.65,5.65,1600,16.642,132,332.84,134,153,197.609,0.732947,13.3517,1227.11,3.9474,0.0545158,5.54733,0.148707,0.0117282,1.15072,0.0186755,1.18233,1.37936,24.4438,15112,20001,,
6,23,0,47.65,5.55,1600,16.642,132,332.84,134,153,161.385,6.47539,10.8524,1509.71,3.99509,0.604006,5.54733,0.548614,0.14876,1.46149,0.29232,1.35079,1.79055,98.6201,276,20001,,
6,22,0,47.65,5.65,1700,14.5901,132,291.803,134,153,168.844,0.699002,11.3678,1441.27,3.80224,0.0542803,4.86338,0.16605,0.0122562,1.14026,0.0186073,1.1743,1.37621,23.2038,15360,20001,,
6,23,0,47.65,5.55,1700,14.5901,132,291.803,134,153,254.354,11.9732,12.967,1263.51,3.11949,0.410271,4.86338,0.329742,0.190096,0.913322,0.177632,0.92434,1.16679,98.4151,317,20001,,
6,22,0,47.65,5.65,1800,12.9062,132,258.124,134,153,143.518,0.627299,9.43013,1737.41,3.70215,0.0528527,4.30206,0.169609,0.012343,1.13597,0.0187281,1.17132,1.38481,21.6139,15678,20001,,
6,23,0,47.65,5.55,1800,12.9062,132,258.124,134,153,159.884,8.02483,9.51512,1721.89,2.90926,-nan,4.30206,0.33137,0.117944,1.24178,0.134724,1.30979,1.33327,98.5601,288,20001,,
6,22,0,47.65,5.65,1900,11.5459,132,230.919,134,153,120.965,0.608428,8.13699,2013.52,3.30144,0.0517291,3.84864,0.163473,0.013122,1.1444,0.0207976,1.17045,1.37635,23.5238,15296,20001,,
6,23,0,47.65,5.55,1900,11.5459,132,230.919,134,153,170,39.8137,10.6101,1544.19,3.08298,1.37437,3.84864,0.507965,0.420113,1.48677,0.852746,1.37811,1.03857,97.7351,453,20001,,
6,22,0,47.65,5.65,2000,10.4313,132,208.626,134,153,107.844,0.79124,7.13051,2297.73,3.18726,0.0568835,3.4771,0.148533,0.0145612,1.16225,0.0228197,1.19084,1.38159,22.3389,15533,20001,,
