Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
6,20,0,47.65,5.65,500,77.1,132,1542,134,153,995.884,2.62797,69.2218,236.688,4.8195,0.0626949,25.7,0.162228,0.0107427,1.16228,0.0170503,1.19979,1.39948,15.6892,16863,20001,,
6,21,0,47.65,5.55,500,77.1,132,1542,134,153,1135.96,2.90724,79.7043,205.56,5.41389,0.0767031,25.7,0.147934,0.0111393,1.19362,0.0186418,1.23235,1.42327,25.3037,14940,20001,,
6,20,0,47.65,5.65,600,66.317,132,1326.34,134,153,869.149,2.31807,59.967,273.217,4.94518,0.0622592,22.1057,0.156925,0.0103938,1.15944,0.0171749,1.19087,1.38775,18.4741,16306,20001,,
6,21,0,47.65,5.55,600,66.317,132,1326.34,134,153,985.109,2.36698,68.684,238.542,5.43667,0.077442,22.1057,0.151837,0.0111206,1.19817,0.0189101,1.22918,1.41755,25.8787,14825,20001,,
6,20,0,47.65,5.65,700,57.9402,132,1158.8,134,153,755.044,1.93541,52.7912,310.355,4.92467,0.0623357,19.3134,0.16045,0.0106262,1.17942,0.0172338,1.21344,1.4133,18.5741,16286,20001,,
6,21,0,47.65,5.55,700,57.9402,132,1158.8,134,153,863.797,2.00423,60.9503,268.809,5.31789,0.0757774,19.3134,0.138017,0.0110033,1.21396,0.0186442,1.25211,1.41481,24.7488,15051,20001,,
6,20,0,47.65,5.65,800,51.4598,132,1029.2,134,153,672.843,1.64051,46.4364,352.826,4.9406,0.0636654,17.1533,0.153915,0.0104854,1.17885,0.0171332,1.21653,1.39416,17.7141,16458,20001,,
6,21,0,47.65,5.55,800,51.4598,132,1029.2,134,153,754.056,1.78269,53.0716,308.715,5.4373,0.069545,17.1533,0.157689,0.0105559,1.18202,0.0174019,1.21935,1.4173,23.1388,15373,20001,,
6,20,0,47.65,5.65,900,44.3087,132,886.175,134,153,578.819,1.42482,40.3529,406.018,4.91395,0.0620168,14.7696,0.177516,0.010903,1.14769,0.0168807,1.18926,1.39773,17.9041,16420,20001,,
6,21,0,47.65,5.55,900,44.3087,132,886.175,134,153,637.522,1.49549,44.2473,370.283,5.33977,0.0701113,14.7696,0.157151,0.0109544,1.19307,0.017862,1.22921,1.42538,22.5939,15482,20001,,
