Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
6,20,0,47.65,5.65,1900,11.5459,132,230.919,134,153,131.216,0.645727,8.94639,1831.35,3.23393,0.0520898,3.84864,0.179139,0.0133234,1.15557,0.0204099,1.17957,1.39486,19.669,16067,20001,,
6,21,0,47.65,5.55,1900,11.5459,132,230.919,134,153,143.614,0.562414,9.8718,1659.68,3.81657,0.0556778,3.84864,0.141418,0.0120096,1.19873,0.0193162,1.22756,1.40143,22.9239,15416,20001,,
6,20,0,47.65,5.65,2000,10.4313,132,208.626,134,153,113.295,0.668392,7.6512,2141.36,3.21782,0.0510674,3.4771,0.181531,0.0137766,1.15471,0.0202925,1.18483,1.41587,17.9541,16410,20001,,
6,21,0,47.65,5.55,2000,10.4313,132,208.626,134,153,124.866,0.576283,8.31316,1970.85,3.63864,0.0565109,3.4771,0.153688,0.0127664,1.19286,0.0205313,1.2202,1.41222,24.1688,15167,20001,,
6,20,0,47.65,5.65,2100,10.2389,132,204.779,134,153,103.086,0.858709,6.85107,2391.45,2.79395,0.0555227,3.41298,0.14898,0.0156486,1.17083,0.0244051,1.20047,1.39384,16.7042,16660,20001,,
6,21,0,47.65,5.55,2100,10.2389,132,204.779,134,153,107.193,0.579809,7.16141,2287.82,3.23563,0.0512892,3.41298,0.162262,0.0133365,1.17866,0.0205089,1.20517,1.40153,20.329,15935,20001,,
6,20,0,47.65,5.65,2200,8.47776,132,169.555,134,153,84.66,1.30174,5.68544,2881.75,2.60957,0.0613066,2.82592,0.175323,0.0275566,1.15552,0.0315094,1.18221,1.39978,18.6291,16275,20001,,
6,21,0,47.65,5.55,2200,8.47776,132,169.555,134,153,95.5362,0.873989,6.38647,2565.42,3.03295,0.0643759,2.82592,0.144889,0.017653,1.18307,0.0262449,1.21639,1.39037,27.6036,14480,20001,,
6,21,0,47.65,5.55,2300,7.65447,132,153.089,134,153,75.6312,1.00826,5.03716,3252.63,2.52943,0.0648204,2.55149,0.15226,0.0209273,1.18005,0.0305431,1.21505,1.41224,26.4537,14710,20001,,
6,21,0,47.65,5.55,2400,7.57221,132,151.444,134,153,67.8258,1.0847,4.54667,3603.52,2.28746,0.0694752,2.52407,0.162229,0.0255137,1.16381,0.036202,1.18892,1.37489,20.789,15843,20001,,
6,21,0,47.65,5.55,2500,7.11226,132,142.245,134,153,58.4529,3.34928,4.21622,3885.95,2.07022,0.13154,2.37075,0.194288,0.0194775,1.08634,0.0295831,1.11722,1.33626,23.0188,15397,20001,,
