Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
6,18,0,47.65,5.65,1100,32.7559,132,655.117,134,153,413.821,1.38234,28.9684,565.582,4.47168,0.0621536,10.9186,0.163773,0.01182,1.13149,0.0183805,1.16718,1.37314,30.7935,13842,20001,,
6,18,0,47.65,5.65,1200,29.0339,132,580.678,134,153,371.259,1.121,25.6582,638.549,4.37192,0.0614246,9.67796,0.15946,0.0115021,1.15869,0.0188751,1.18741,1.3854,29.2085,14159,20001,,
6,18,0,47.65,5.65,1300,25.4455,132,508.909,134,153,316.422,1.10254,21.8242,750.726,4.2701,0.060368,8.48182,0.154011,0.0120121,1.16554,0.0190567,1.19725,1.38406,33.0533,13390,20001,,
6,18,0,47.65,5.65,1400,21.6392,132,432.785,134,153,271.257,2.02524,18.3086,894.879,3.695,0.100617,7.21308,0.149301,0.0225306,1.16872,0.0364904,1.21654,1.40805,78.8411,4232,20001,,
6,19,0,47.65,5.55,1400,21.6392,132,432.785,134,153,465.536,16.0132,27.2581,601.069,2.63626,0.103446,7.21308,0.332586,0.0867023,0.984787,0.0934797,0.983101,1.38141,97.7751,445,20001,,
6,18,0,47.65,5.65,1500,19.3435,132,386.87,134,153,236.204,5.7321,16.8362,973.14,3.21265,0.225477,6.44783,0.115199,0.0627319,1.13003,0.0894383,1.2496,1.38087,94.7203,1056,20001,,
6,19,0,47.65,5.55,1500,19.3435,132,386.87,134,153,334.632,2.21059,23.8221,687.765,4.73059,0.140574,6.44783,0.127041,0.0234699,1.20361,0.0381331,1.2696,1.42061,82.2209,3556,20001,,
6,18,0,47.65,5.65,1600,16.642,132,332.84,134,153,280.024,74.8949,16.1502,1014.47,3.0685,15.8264,5.54733,3.74044e-06,0.710057,1.5742,1.31663,1.08907,0.988929,99.51,98,20001,,
6,19,0,47.65,5.55,1600,16.642,132,332.84,134,153,294.465,1.81338,20.1118,814.647,5.02542,0.132942,5.54733,0.145138,0.0229157,1.13299,0.0345641,1.22916,1.4374,79.666,4067,20001,,
6,19,0,47.65,5.55,1700,14.5901,132,291.803,134,153,253.906,1.06387,17.8743,916.623,4.61208,0.103686,4.86338,0.140078,0.0183764,1.19423,0.0302625,1.24896,1.4321,69.5615,6088,20001,,
6,18,0,47.65,5.65,1800,12.9062,132,258.124,134,153,140.557,8.88856,8.12744,2015.89,3.35755,0.345492,4.30206,0.199205,0.0892323,1.60914,0.143997,1.66457,1.58418,91.9304,1614,20001,,
6,19,0,47.65,5.55,1800,12.9062,132,258.124,134,153,214.321,0.719213,15.0737,1086.93,4.64664,0.0715874,4.30206,0.141276,0.012444,1.20558,0.0204834,1.2426,1.4232,39.848,12031,20001,,
6,18,0,47.65,5.65,1900,11.5459,132,230.919,134,153,121.494,1.01795,8.35471,1961.05,3.00495,0.0654686,3.84864,0.157994,0.0183791,1.16126,0.0267271,1.2022,1.37831,41.4329,11714,20001,,
6,19,0,47.65,5.55,1900,11.5459,132,230.919,134,153,182.37,0.614928,12.7856,1281.44,4.5018,0.0720895,3.84864,0.147941,0.012953,1.21705,0.0211745,1.2528,1.42522,37.3531,12530,20001,,
6,18,0,47.65,5.65,2000,10.4313,132,208.626,134,153,113.255,1.51462,7.36085,2225.83,2.64882,0.0988884,3.4771,0.15489,0.0295732,1.1588,0.0431826,1.19758,1.38354,71.4114,5718,20001,,
6,19,0,47.65,5.55,2000,10.4313,132,208.626,134,153,159.127,0.624893,11.1846,1464.87,4.06958,0.0674329,3.4771,0.131858,0.0130751,1.20357,0.0218963,1.23587,1.42039,40.953,11810,20001,,
6,18,0,47.65,5.65,2100,10.2389,132,204.779,134,153,92.3103,0.978912,6.60527,2480.44,2.48156,0.0495856,3.41298,0.184105,0.0153906,1.12533,0.0238252,1.16108,1.38614,35.0832,12984,20001,,
6,19,0,47.65,5.55,2100,10.2389,132,204.779,134,153,137.857,0.607478,9.44842,1734.05,3.71746,0.0625493,3.41298,0.147294,0.0133197,1.17826,0.022446,1.20131,1.40985,37.3281,12535,20001,,
6,18,0,47.65,5.65,2200,8.47776,132,169.555,134,153,81.3975,0.982502,5.6364,2906.82,2.42646,0.0521786,2.82592,0.123279,0.0152852,1.11003,0.024803,1.13546,1.28905,34.4333,13114,20001,,
6,19,0,47.65,5.55,2200,8.47776,132,169.555,134,153,114.203,0.715669,7.82759,2093.11,3.36428,0.0666964,2.82592,0.13937,0.0156596,1.17631,0.0267244,1.20571,1.41437,51.3274,9735,20001,,
6,18,0,47.65,5.65,2300,7.65447,132,153.089,134,153,69.212,0.943878,5.18721,3158.54,2.16907,0.0664872,2.55149,0.158736,0.0201487,1.00701,0.0301795,1.04885,1.21564,38.5481,12291,20001,,
6,19,0,47.65,5.55,2300,7.65447,132,153.089,134,153,95.3851,0.841725,6.4426,2543.07,2.98913,0.0683304,2.55149,0.153254,0.0186352,1.16561,0.0288158,1.20213,1.39747,49.4075,10119,20001,,
6,19,0,47.65,5.55,2400,7.57221,132,151.444,134,153,82.6205,0.958701,5.66578,2891.74,2.77454,0.0685841,2.52407,0.175835,0.0209453,1.15752,0.0308026,1.19386,1.42519,36.7032,12660,20001,,
6,19,0,47.65,5.55,2500,7.11226,132,142.245,134,153,72.873,0.930657,5.10565,3209,2.37163,0.0635124,2.37075,0.165938,0.0179055,1.18565,0.0285666,1.21342,1.43606,37.2381,12553,20001,,
6,19,0,47.65,5.55,2700,7.11226,132,142.245,134,153,40.7816,0.839889,2.32853,7036.21,2.30738,0.047594,2.37075,0.29307,0.0294593,1.49898,0.0344786,1.52983,1.93981,19.304,16140,20001,,
