Run,SiPM,Integrators,VGain,DaphneCh,OfflineCh,RMS
27877,HPK,ON,2318,10411,153,4.360599853495934
27877,HPK,ON,2318,10412,132,4.6293599987781064
27877,HPK,ON,2318,10413,143,4.972999501406709
27877,HPK,ON,2318,10414,133,4.6146653686834105
27877,HPK,ON,2318,10415,142,4.6416180059310275
27877,HPK,ON,2318,10416,123,4.676409448256578
27877,HPK,ON,2318,10417,152,4.408214049911578
27877,FBK,ON,2318,10500,124,4.687989405801878
27877,FBK,ON,2318,10501,155,3.9516730060593694
27877,FBK,ON,2318,10502,134,4.3508625194522255
27877,FBK,ON,2318,10503,145,4.340695405309604
27877,FBK,ON,2318,10504,135,4.0943724289599706
27877,FBK,ON,2318,10505,144,4.216639331528725
27877,FBK,ON,2318,10506,125,4.456307815276546
27877,FBK,ON,2318,10507,154,4.393721043219834
27877,FBK,ON,2318,10510,157,4.144919024617304
27877,FBK,ON,2318,10515,137,4.052941151588502
27877,FBK,ON,2318,10517,127,4.040177445415004
27877,HPK,ON,2318,10521,126,4.870045763398783
27877,HPK,ON,2318,10523,136,4.784489808041783
27877,HPK,ON,2318,10524,146,4.647049260077012
27877,HPK,ON,2318,10526,156,4.563617181711565
31913,FBK,OFF,3192,10400,120,2.290954383303938
31913,FBK,OFF,3192,10401,151,2.160122533445084
31913,FBK,OFF,3192,10402,130,2.4125080721627876
31913,FBK,OFF,3192,10403,141,2.234622079647616
31913,FBK,OFF,3192,10404,131,2.155741363709196
31913,FBK,OFF,3192,10405,140,2.138258907601482
31913,FBK,OFF,3192,10406,121,2.1069616339112636
31913,FBK,OFF,3192,10407,150,2.233216129808528
31913,FBK,OFF,3192,10411,155,2.0219609585661944
31913,FBK,OFF,3192,10412,134,2.0651882912410877
31913,FBK,OFF,3192,10413,145,1.9659354102558508
31913,FBK,OFF,3192,10414,135,2.019982504390897
31913,FBK,OFF,3192,10415,144,2.2109907526392854
31913,FBK,OFF,3192,10416,125,2.0912175082742976
31913,FBK,OFF,3192,10420,157,2.1857938769142686
31913,FBK,OFF,3192,10421,159,2.2395328498458604
31913,FBK,OFF,3192,10422,147,2.2822958186916926
31913,FBK,OFF,3192,10423,149,2.1969097021697057
31913,FBK,OFF,3192,10424,139,2.1613250708729272
31913,FBK,OFF,3192,10425,137,2.223731246766655
31913,FBK,OFF,3192,10426,129,2.138725518189659
31913,FBK,OFF,3192,10427,127,2.222763967792994
31913,HPK,OFF,3192,10430,122,2.2122258156819425
31913,HPK,OFF,3192,10431,153,2.236081648789227
31913,HPK,OFF,3192,10432,132,2.2313733376170166
31913,HPK,OFF,3192,10433,143,2.3427407691049784
31913,HPK,OFF,3192,10434,133,2.2298270270593807
31913,HPK,OFF,3192,10435,142,2.1933705310703147
31913,HPK,OFF,3192,10436,123,2.354955591303108
31913,HPK,OFF,3192,10437,152,2.1885319049179253
31913,HPK,OFF,3192,10440,126,2.3349125790617435
31913,HPK,OFF,3192,10441,128,2.2165379377433747
31913,HPK,OFF,3192,10442,136,2.3262988803034967
31913,HPK,OFF,3192,10443,138,2.3434844974050626
31913,HPK,OFF,3192,10444,148,2.2704245441648343
31913,HPK,OFF,3192,10445,146,2.405829194795254
31913,HPK,OFF,3192,10446,158,2.2332719271662937
31913,HPK,OFF,3192,10447,156,2.321590781951487
31913,FBK,OFF,3192,10900,84,2.038623646830171
31913,FBK,OFF,3192,10901,115,2.0746648866489985
31913,FBK,OFF,3192,10902,94,2.078102208395812
31913,FBK,OFF,3192,10903,105,2.0809796707691475
31913,FBK,OFF,3192,10904,95,2.2392806322333954
31913,FBK,OFF,3192,10905,104,2.2142939813798233
31913,FBK,OFF,3192,10906,85,2.1242649812212915
31913,FBK,OFF,3192,10907,114,2.1182827671203137
31913,FBK,OFF,3192,10910,86,2.3064472487839893
31913,FBK,OFF,3192,10911,117,2.081337759538778
31913,FBK,OFF,3192,10912,96,2.2267439813740535
31913,FBK,OFF,3192,10913,107,2.1808757751727965
31913,FBK,OFF,3192,10914,97,2.1575222070780904
31913,FBK,OFF,3192,10915,106,2.120606648927237
31913,FBK,OFF,3192,10916,87,2.2617069928232323
31913,FBK,OFF,3192,10917,116,2.293053029611915
31913,HPK,OFF,3192,10920,80,2.150190979971495
31913,HPK,OFF,3192,10921,111,2.1794985801999345
31913,HPK,OFF,3192,10922,90,2.1104095461318817
31913,HPK,OFF,3192,10923,101,2.338111347741628
31913,HPK,OFF,3192,10924,91,2.1833764392049204
31913,HPK,OFF,3192,10925,100,2.1929833773803007
31913,HPK,OFF,3192,10926,81,2.0606192606313765
31913,HPK,OFF,3192,10927,110,2.275729372954626
31913,HPK,OFF,3192,10930,82,2.1695492863507657
31913,HPK,OFF,3192,10931,113,2.150843071426203
31913,HPK,OFF,3192,10932,92,2.130539499868937
31913,HPK,OFF,3192,10933,103,2.3891780942730527
31913,HPK,OFF,3192,10934,93,2.125916781141101
31913,HPK,OFF,3192,10935,102,2.1636464407404707
31913,HPK,OFF,3192,10936,83,2.2780421889942866
31913,HPK,OFF,3192,10937,112,2.031337760445662
31913,HPK,OFF,3192,10940,88,2.2024572647465765
31913,HPK,OFF,3192,10941,119,2.1936608457492976
31913,HPK,OFF,3192,10942,98,2.2395823311487053
31913,HPK,OFF,3192,10943,109,2.2933577960721285
31913,HPK,OFF,3192,10944,99,2.246429850815316
31913,HPK,OFF,3192,10945,108,2.149706604485871
31913,HPK,OFF,3192,10946,89,2.2032081696943586
31913,HPK,OFF,3192,10947,118,2.0960484991383557
31914,HPK,OFF,3192,11200,30,2.287407795154551
31914,HPK,OFF,3192,11201,1,2.395604440645985
31914,HPK,OFF,3192,11202,20,2.47276132776693
31914,HPK,OFF,3192,11203,11,2.2802401522976314
31914,HPK,OFF,3192,11204,21,2.4450319198134713
31914,HPK,OFF,3192,11205,10,2.431977688037237
31914,HPK,OFF,3192,11206,31,2.419957022315868
31914,HPK,OFF,3192,11207,0,2.3615342097920586
31914,HPK,OFF,3192,11210,32,2.165486961502081
31914,HPK,OFF,3192,11211,3,2.1734223975608944
31914,HPK,OFF,3192,11212,22,2.1249076309113226
31914,HPK,OFF,3192,11213,13,2.1917360905422134
31914,HPK,OFF,3192,11214,23,2.252175143638687
31914,HPK,OFF,3192,11215,12,2.2479814863128844
31914,HPK,OFF,3192,11216,33,2.2205098873317826
31914,HPK,OFF,3192,11217,2,2.326679393812624
31914,HPK,OFF,3192,11220,5,2.286571949378102
31914,HPK,OFF,3192,11221,36,2.223291621077505
31914,HPK,OFF,3192,11222,15,2.356705118263311
31914,HPK,OFF,3192,11223,26,2.22536164300482
31914,HPK,OFF,3192,11224,16,2.3162043945232886
31914,HPK,OFF,3192,11225,25,2.2946678190843
31914,HPK,OFF,3192,11226,6,2.3531743884074747
31914,HPK,OFF,3192,11227,35,2.248472765695292
31914,HPK,OFF,3192,11230,7,2.4299533963462085
31914,HPK,OFF,3192,11231,38,2.328268667525002
31914,HPK,OFF,3192,11232,17,2.332526513563552
31914,HPK,OFF,3192,11233,28,2.5496304089727664
31914,HPK,OFF,3192,11234,18,2.3505607113550986
31914,HPK,OFF,3192,11235,27,2.2368761812165676
31914,HPK,OFF,3192,11236,8,2.2970839227932243
31914,HPK,OFF,3192,11237,37,2.246948897469449
31914,HPK,OFF,3192,11240,9,2.383122949869609
31914,HPK,OFF,3192,11242,19,2.43724665565188
31914,HPK,OFF,3192,11245,29,2.2440385168382946
31914,HPK,OFF,3192,11247,39,2.2208256710743632
31914,FBK,OFF,3192,11100,72,2.284365276009306
31914,FBK,OFF,3192,11101,70,2.179426347285465
31914,FBK,OFF,3192,11102,62,2.119210000444722
31914,FBK,OFF,3192,11103,60,2.324071079369263
31914,FBK,OFF,3192,11104,50,2.21887184546531
31914,FBK,OFF,3192,11105,52,2.1191061630274857
31914,FBK,OFF,3192,11106,40,2.071495657444056
31914,FBK,OFF,3192,11107,42,2.17481394069002
31914,FBK,OFF,3192,11110,76,2.301745672606382
31914,FBK,OFF,3192,11111,45,2.1068896530404926
31914,FBK,OFF,3192,11112,66,2.1098389829781548
31914,FBK,OFF,3192,11113,55,2.127237029713804
31914,FBK,OFF,3192,11114,65,2.182640859528768
31914,FBK,OFF,3192,11115,56,2.25502948617367
31914,FBK,OFF,3192,11116,75,2.1851851303568854
31914,FBK,OFF,3192,11117,46,2.280852360895951
31914,FBK,OFF,3192,11120,49,2.3436974368321044
31914,FBK,OFF,3192,11121,47,2.223127696782242
31914,FBK,OFF,3192,11122,59,2.3692516538709554
31914,FBK,OFF,3192,11123,57,2.185886402433376
31914,FBK,OFF,3192,11124,67,2.1602477191738063
31914,FBK,OFF,3192,11125,69,2.210271680665523
31914,FBK,OFF,3192,11126,77,2.378938541177358
31914,FBK,OFF,3192,11127,79,2.2447976841657162
31914,HPK,OFF,3192,11130,43,2.198869154101756
31914,HPK,OFF,3192,11131,41,2.2712931602944346
31914,HPK,OFF,3192,11132,53,2.4278674198764776
31914,HPK,OFF,3192,11133,51,2.3304113068287484
31914,HPK,OFF,3192,11134,61,2.2844600973883034
31914,HPK,OFF,3192,11135,63,2.3179227689062407
31914,HPK,OFF,3192,11136,71,2.467385060150816
31914,HPK,OFF,3192,11137,73,2.278323060665078
31914,HPK,OFF,3192,11140,78,2.433442715539234
31914,HPK,OFF,3192,11141,74,2.2507715343914367
31914,HPK,OFF,3192,11142,68,2.322018184992596
31914,HPK,OFF,3192,11143,64,2.2107972288634867
31914,HPK,OFF,3192,11144,54,2.0445111580248345
31914,HPK,OFF,3192,11145,58,2.248694888723439
31914,HPK,OFF,3192,11146,44,2.2508181641634817
31914,HPK,OFF,3192,11147,48,2.245260465928522
31915,FBK,OFF,2926,10400,120,2.5469012904496244
31915,FBK,OFF,2926,10401,151,2.3552923348683836
31915,FBK,OFF,2926,10402,130,2.6414549822574505
31915,FBK,OFF,2926,10403,141,2.580644055124085
31915,FBK,OFF,2926,10404,131,2.314342469386856
31915,FBK,OFF,2926,10405,140,2.3741522174742427
31915,FBK,OFF,2926,10406,121,2.3752410186667294
31915,FBK,OFF,2926,10407,150,2.442578582941194
31915,FBK,OFF,2926,10411,155,2.20927215565322
31915,FBK,OFF,2926,10412,134,2.2461192383812536
31915,FBK,OFF,2926,10413,145,2.172059147100606
31915,FBK,OFF,2926,10414,135,2.2841356508725434
31915,FBK,OFF,2926,10415,144,2.427172905010977
31915,FBK,OFF,2926,10416,125,2.248870581710272
31915,FBK,OFF,2926,10420,157,2.4414058682624273
31915,FBK,OFF,2926,10421,159,2.518047066038554
31915,FBK,OFF,2926,10422,147,2.592270419122421
31915,FBK,OFF,2926,10423,149,2.3454411901977297
31915,FBK,OFF,2926,10424,139,2.536846665822434
31915,FBK,OFF,2926,10425,137,2.4135447396479073
31915,FBK,OFF,2926,10426,129,2.39145311332978
31915,FBK,OFF,2926,10427,127,2.471422737515611
31915,HPK,OFF,2926,10430,122,2.4799624778278586
31915,HPK,OFF,2926,10431,153,2.620428114128087
31915,HPK,OFF,2926,10432,132,2.5105542632783155
31915,HPK,OFF,2926,10433,143,2.58948075866889
31915,HPK,OFF,2926,10434,133,2.515217962470339
31915,HPK,OFF,2926,10435,142,2.474861661661511
31915,HPK,OFF,2926,10436,123,2.594358391473223
31915,HPK,OFF,2926,10437,152,2.4330689648248587
31915,HPK,OFF,2926,10440,126,2.738154392895287
31915,HPK,OFF,2926,10441,128,2.4593458495790017
31915,HPK,OFF,2926,10442,136,2.6761737376322436
31915,HPK,OFF,2926,10443,138,2.5690305306813337
31915,HPK,OFF,2926,10444,148,2.5102309324697543
31915,HPK,OFF,2926,10445,146,2.5256964368895307
31915,HPK,OFF,2926,10446,158,2.5293221531213237
31915,HPK,OFF,2926,10447,156,2.5376419942564103
31915,FBK,OFF,2926,10900,84,2.240571243985858
31915,FBK,OFF,2926,10901,115,2.2134331746830886
31915,FBK,OFF,2926,10902,94,2.2542671987098974
31915,FBK,OFF,2926,10903,105,2.237385409993417
31915,FBK,OFF,2926,10904,95,2.281331938395875
31915,FBK,OFF,2926,10905,104,2.325734287651938
31915,FBK,OFF,2926,10906,85,2.4845191606797905
31915,FBK,OFF,2926,10907,114,2.3921917110808204
31915,FBK,OFF,2926,10910,86,2.597939715211063
31915,FBK,OFF,2926,10911,117,2.282569964453463
31915,FBK,OFF,2926,10912,96,2.395766406112051
31915,FBK,OFF,2926,10913,107,2.3502451868513576
31915,FBK,OFF,2926,10914,97,2.3229053978016827
31915,FBK,OFF,2926,10915,106,2.301167003289718
31915,FBK,OFF,2926,10916,87,2.6010780997887046
31915,FBK,OFF,2926,10917,116,2.5673457535722295
31915,HPK,OFF,2926,10920,80,2.3640119184742194
31915,HPK,OFF,2926,10921,111,2.4315112507871266
31915,HPK,OFF,2926,10922,90,2.288453086648796
31915,HPK,OFF,2926,10923,101,2.576535834262574
31915,HPK,OFF,2926,10924,91,2.4392516544699387
31915,HPK,OFF,2926,10925,100,2.3929447898527934
31915,HPK,OFF,2926,10926,81,2.275014185377574
31915,HPK,OFF,2926,10927,110,2.431722880736944
31915,HPK,OFF,2926,10930,82,2.4933203804831323
31915,HPK,OFF,2926,10931,113,2.3301072486459047
31915,HPK,OFF,2926,10932,92,2.461248124348488
31915,HPK,OFF,2926,10933,103,2.6971262755738166
31915,HPK,OFF,2926,10934,93,2.5087293800049237
31915,HPK,OFF,2926,10935,102,2.4863237553480575
31915,HPK,OFF,2926,10936,83,2.6202493618415432
31915,HPK,OFF,2926,10937,112,2.3584233150226668
31915,HPK,OFF,2926,10940,88,2.445431545422823
31915,HPK,OFF,2926,10941,119,2.393302339087632
31915,HPK,OFF,2926,10942,98,2.4868999716668037
31915,HPK,OFF,2926,10943,109,2.4854854502460815
31915,HPK,OFF,2926,10944,99,2.4539992098724017
31915,HPK,OFF,2926,10945,108,2.507999662643097
31915,HPK,OFF,2926,10946,89,2.463796701638311
31915,HPK,OFF,2926,10947,118,2.355612638593683
31916,HPK,OFF,2926,11200,30,2.594532195647574
31916,HPK,OFF,2926,11201,1,2.6430512364940446
31916,HPK,OFF,2926,11202,20,2.6369260442828635
31916,HPK,OFF,2926,11203,11,2.547430392854697
31916,HPK,OFF,2926,11204,21,2.5828030245244995
31916,HPK,OFF,2926,11205,10,2.62351411045813
31916,HPK,OFF,2926,11206,31,2.7273037566161236
31916,HPK,OFF,2926,11207,0,2.728151774961914
31916,HPK,OFF,2926,11210,32,2.440969021220112
31916,HPK,OFF,2926,11211,3,2.3843935142315655
31916,HPK,OFF,2926,11212,22,2.4879225557946203
31916,HPK,OFF,2926,11213,13,2.449460500278845
31916,HPK,OFF,2926,11214,23,2.4430785534732813
31916,HPK,OFF,2926,11215,12,2.5638796404752977
31916,HPK,OFF,2926,11216,33,2.4179204153619533
31916,HPK,OFF,2926,11217,2,2.453370314584806
31916,HPK,OFF,2926,11220,5,2.5729706207723755
31916,HPK,OFF,2926,11221,36,2.4555026541625455
31916,HPK,OFF,2926,11222,15,2.685940017709277
31916,HPK,OFF,2926,11223,26,2.5181839829381008
31916,HPK,OFF,2926,11224,16,2.612324048593064
31916,HPK,OFF,2926,11225,25,2.6874175017565873
31916,HPK,OFF,2926,11226,6,2.569563451078318
31916,HPK,OFF,2926,11227,35,2.5719397844207736
31916,HPK,OFF,2926,11230,7,2.71160253882474
31916,HPK,OFF,2926,11231,38,2.630309204371752
31916,HPK,OFF,2926,11232,17,2.629349936140771
31916,HPK,OFF,2926,11233,28,2.793718592603492
31916,HPK,OFF,2926,11234,18,2.633295128415711
31916,HPK,OFF,2926,11235,27,2.548903557048578
31916,HPK,OFF,2926,11236,8,2.6752541068723263
31916,HPK,OFF,2926,11237,37,2.462814183476398
31916,HPK,OFF,2926,11240,9,2.565547927512458
31916,HPK,OFF,2926,11242,19,2.9021749699537875
31916,HPK,OFF,2926,11245,29,2.4957085035118483
31916,HPK,OFF,2926,11247,39,2.5264839506611514
31916,FBK,OFF,2926,11100,72,2.532764825639615
31916,FBK,OFF,2926,11101,70,2.540679282716627
31916,FBK,OFF,2926,11102,62,2.33644100801943
31916,FBK,OFF,2926,11103,60,2.690924273436099
31916,FBK,OFF,2926,11104,50,2.51916843507171
31916,FBK,OFF,2926,11105,52,2.4373160420450133
31916,FBK,OFF,2926,11106,40,2.3704836781326653
31916,FBK,OFF,2926,11107,42,2.3814229943973424
31916,FBK,OFF,2926,11110,76,2.4782078165880557
31916,FBK,OFF,2926,11111,45,2.367539135736303
31916,FBK,OFF,2926,11112,66,2.369204151379518
31916,FBK,OFF,2926,11113,55,2.361849440697332
31916,FBK,OFF,2926,11114,65,2.409592936079373
31916,FBK,OFF,2926,11115,56,2.4553000785860597
31916,FBK,OFF,2926,11116,75,2.4268658896317192
31916,FBK,OFF,2926,11117,46,2.4972078451760815
31916,FBK,OFF,2926,11120,49,2.5302903223668753
31916,FBK,OFF,2926,11121,47,2.5046336476763353
31916,FBK,OFF,2926,11122,59,2.5371639596702176
31916,FBK,OFF,2926,11123,57,2.542020616972235
31916,FBK,OFF,2926,11124,67,2.534798285880104
31916,FBK,OFF,2926,11125,69,2.4729901572142063
31916,FBK,OFF,2926,11126,77,2.5534044691558297
31916,FBK,OFF,2926,11127,79,2.523644586117909
31916,HPK,OFF,2926,11130,43,2.487031704013114
31916,HPK,OFF,2926,11131,41,2.5299107819798428
31916,HPK,OFF,2926,11132,53,2.5183239213704187
31916,HPK,OFF,2926,11133,51,2.5689634863774873
31916,HPK,OFF,2926,11134,61,2.502712828411207
31916,HPK,OFF,2926,11135,63,2.5432481648538707
31916,HPK,OFF,2926,11136,71,2.5861598467688967
31916,HPK,OFF,2926,11137,73,2.528541121079658
31916,HPK,OFF,2926,11140,78,2.604937359385567
31916,HPK,OFF,2926,11141,74,2.4759360408009394
31916,HPK,OFF,2926,11142,68,2.456400143483083
31916,HPK,OFF,2926,11143,64,2.483235420842732
31916,HPK,OFF,2926,11144,54,2.344739671842994
31916,HPK,OFF,2926,11145,58,2.4756652862332196
31916,HPK,OFF,2926,11146,44,2.5057914239725205
31916,HPK,OFF,2926,11147,48,2.453103913381247
31917,FBK,OFF,2793,10400,120,2.7636666858481873
31917,FBK,OFF,2793,10401,151,2.6023840622642123
31917,FBK,OFF,2793,10402,130,2.7246403348774755
31917,FBK,OFF,2793,10403,141,2.5632087530178462
31917,FBK,OFF,2793,10404,131,2.5999018177547577
31917,FBK,OFF,2793,10405,140,2.7005480363626955
31917,FBK,OFF,2793,10406,121,2.589848887189017
31917,FBK,OFF,2793,10407,150,2.686527266786599
31917,FBK,OFF,2793,10412,134,2.562212484797818
31917,FBK,OFF,2793,10413,145,2.374811283569801
31917,FBK,OFF,2793,10414,135,2.4842583382438534
31917,FBK,OFF,2793,10415,144,2.606000964733811
31917,FBK,OFF,2793,10416,125,2.5084505916698867
31917,FBK,OFF,2793,10420,157,2.699639425349951
31917,FBK,OFF,2793,10421,159,2.736681404938597
31917,FBK,OFF,2793,10422,147,2.802808422161519
31917,FBK,OFF,2793,10423,149,2.6704696102595564
31917,FBK,OFF,2793,10424,139,2.6698514855830737
31917,FBK,OFF,2793,10425,137,2.6278983275139565
31917,FBK,OFF,2793,10426,129,2.601638915344878
31917,FBK,OFF,2793,10427,127,2.710366482581977
31917,HPK,OFF,2793,10430,122,2.707554268495427
31917,HPK,OFF,2793,10431,153,2.7597437873857458
31917,HPK,OFF,2793,10432,132,2.753668229213125
31917,HPK,OFF,2793,10433,143,2.9034566190364766
31917,HPK,OFF,2793,10434,133,2.7275912238413746
31917,HPK,OFF,2793,10435,142,2.7094893985593687
31917,HPK,OFF,2793,10436,123,2.8683861599852953
31917,HPK,OFF,2793,10437,152,2.648938547161553
31917,HPK,OFF,2793,10440,126,2.862937459078215
31917,HPK,OFF,2793,10441,128,2.762269692874164
31917,HPK,OFF,2793,10442,136,2.83533638164463
31917,HPK,OFF,2793,10443,138,2.8748105024922714
31917,HPK,OFF,2793,10444,148,2.7528178301339006
31917,HPK,OFF,2793,10445,146,2.758547614379909
31917,HPK,OFF,2793,10446,158,2.820859231103878
31917,HPK,OFF,2793,10447,156,2.864141540303912
31917,FBK,OFF,2793,10900,84,2.573032601702493
31917,FBK,OFF,2793,10901,115,2.4701126110330636
31917,FBK,OFF,2793,10902,94,2.4400142645085188
31917,FBK,OFF,2793,10903,105,2.416520507529524
31917,FBK,OFF,2793,10904,95,2.64296914976696
31917,FBK,OFF,2793,10905,104,2.504309246848277
31917,FBK,OFF,2793,10906,85,2.533764559348044
31917,FBK,OFF,2793,10907,114,2.483733340241631
31917,FBK,OFF,2793,10910,86,2.753395098350605
31917,FBK,OFF,2793,10911,117,2.4930650398638705
31917,FBK,OFF,2793,10912,96,2.594827381378217
31917,FBK,OFF,2793,10913,107,2.5948997429247638
31917,FBK,OFF,2793,10914,97,2.5109695116208055
31917,FBK,OFF,2793,10915,106,2.517284437916855
31917,FBK,OFF,2793,10916,87,2.666578058604217
31917,FBK,OFF,2793,10917,116,2.6907537101593832
31917,HPK,OFF,2793,10920,80,2.539107985100096
31917,HPK,OFF,2793,10921,111,2.6482837717518573
31917,HPK,OFF,2793,10922,90,2.6585086435383967
31917,HPK,OFF,2793,10923,101,2.7079708680407566
31917,HPK,OFF,2793,10924,91,2.843504421256042
31917,HPK,OFF,2793,10925,100,2.7100859846000795
31917,HPK,OFF,2793,10926,81,2.4691607157121096
31917,HPK,OFF,2793,10927,110,2.636281842889011
31917,HPK,OFF,2793,10930,82,2.704471778303127
31917,HPK,OFF,2793,10931,113,2.6222842998304285
31917,HPK,OFF,2793,10932,92,2.7373600942838827
31917,HPK,OFF,2793,10933,103,2.9111057111641307
31917,HPK,OFF,2793,10934,93,2.705634567525689
31917,HPK,OFF,2793,10935,102,2.8593239525012053
31917,HPK,OFF,2793,10936,83,2.8690361270040246
31917,HPK,OFF,2793,10937,112,2.637335619553643
31917,HPK,OFF,2793,10940,88,2.74081933542843
31917,HPK,OFF,2793,10941,119,2.639934233358179
31917,HPK,OFF,2793,10942,98,2.7432789976821663
31917,HPK,OFF,2793,10943,109,2.790780812217957
31917,HPK,OFF,2793,10944,99,2.7190005441156697
31917,HPK,OFF,2793,10945,108,2.673168598441632
31917,HPK,OFF,2793,10946,89,2.7135865257825063
31917,HPK,OFF,2793,10947,118,2.6098559757253166
31919,HPK,OFF,2793,11200,30,2.852737906424586
31919,HPK,OFF,2793,11201,1,2.8858729960084966
31919,HPK,OFF,2793,11202,20,2.923473823472887
31919,HPK,OFF,2793,11203,11,2.770241969024807
31919,HPK,OFF,2793,11204,21,2.905266044088667
31919,HPK,OFF,2793,11205,10,2.83399138176268
31919,HPK,OFF,2793,11206,31,2.919524028933645
31919,HPK,OFF,2793,11207,0,2.9380072697719846
31919,HPK,OFF,2793,11210,32,2.6590722446520147
31919,HPK,OFF,2793,11211,3,2.629011734741531
31919,HPK,OFF,2793,11212,22,2.6141413616482385
31919,HPK,OFF,2793,11213,13,2.7043339177205814
31919,HPK,OFF,2793,11214,23,2.6531770217408432
31919,HPK,OFF,2793,11215,12,2.7199111092072337
31919,HPK,OFF,2793,11216,33,2.6420155571747674
31919,HPK,OFF,2793,11217,2,2.675181715922892
31919,HPK,OFF,2793,11220,5,2.887126840246296
31919,HPK,OFF,2793,11221,36,2.7781656725383836
31919,HPK,OFF,2793,11222,15,3.055777265603837
31919,HPK,OFF,2793,11223,26,2.824842480214313
31919,HPK,OFF,2793,11224,16,2.8710964725576904
31919,HPK,OFF,2793,11225,25,2.86413431043571
31919,HPK,OFF,2793,11226,6,2.91960437529897
31919,HPK,OFF,2793,11227,35,2.87877501501159
31919,HPK,OFF,2793,11230,7,2.9683346137263498
31919,HPK,OFF,2793,11231,38,2.9284348285313633
31919,HPK,OFF,2793,11232,17,2.8671006165938646
31919,HPK,OFF,2793,11233,28,3.042482786964871
31919,HPK,OFF,2793,11234,18,2.8863112150390866
31919,HPK,OFF,2793,11235,27,2.8966266466755424
31919,HPK,OFF,2793,11236,8,2.870395703946445
31919,HPK,OFF,2793,11237,37,2.7616530685655563
31919,HPK,OFF,2793,11240,9,2.902795926953679
31919,HPK,OFF,2793,11242,19,2.9686066874652957
31919,HPK,OFF,2793,11245,29,2.888151809528276
31919,HPK,OFF,2793,11247,39,2.7457990248800193
31919,FBK,OFF,2793,11100,72,2.7379684002070883
31919,FBK,OFF,2793,11101,70,2.78467410843343
31919,FBK,OFF,2793,11102,62,2.591442820006845
31919,FBK,OFF,2793,11103,60,3.0454592030388996
31919,FBK,OFF,2793,11104,50,2.7817451152012445
31919,FBK,OFF,2793,11105,52,2.7466373843074035
31919,FBK,OFF,2793,11106,40,2.626646188248542
31919,FBK,OFF,2793,11107,42,2.6197659095259724
31919,FBK,OFF,2793,11110,76,2.73868056032174
31919,FBK,OFF,2793,11111,45,2.6266059099163392
31919,FBK,OFF,2793,11112,66,2.655907574201777
31919,FBK,OFF,2793,11113,55,2.570114010162865
31919,FBK,OFF,2793,11114,65,2.671146382294052
31919,FBK,OFF,2793,11115,56,2.7511562046147007
31919,FBK,OFF,2793,11116,75,2.7056336504577514
31919,FBK,OFF,2793,11117,46,2.717867879200669
31919,FBK,OFF,2793,11120,49,2.786986793501534
31919,FBK,OFF,2793,11121,47,2.805197476422865
31919,FBK,OFF,2793,11122,59,2.7619834404084487
31919,FBK,OFF,2793,11123,57,2.712000673428889
31919,FBK,OFF,2793,11124,67,2.6941261808472157
31919,FBK,OFF,2793,11125,69,2.6604641920414984
31919,FBK,OFF,2793,11126,77,2.7524930006068846
31919,FBK,OFF,2793,11127,79,2.764577322033511
31919,HPK,OFF,2793,11130,43,2.68475564868344
31919,HPK,OFF,2793,11131,41,2.780372908408186
31919,HPK,OFF,2793,11132,53,2.712750672765583
31919,HPK,OFF,2793,11133,51,2.825103463889676
31919,HPK,OFF,2793,11134,61,2.6946416202340546
31919,HPK,OFF,2793,11135,63,2.7719179054385608
31919,HPK,OFF,2793,11136,71,2.8761918870154424
31919,HPK,OFF,2793,11137,73,2.703271207762901
31919,HPK,OFF,2793,11140,78,3.051097404983195
31919,HPK,OFF,2793,11141,74,2.7556027624273316
31919,HPK,OFF,2793,11142,68,2.7002212959150547
31919,HPK,OFF,2793,11143,64,2.8078951984907006
31919,HPK,OFF,2793,11144,54,2.5990999469366107
31919,HPK,OFF,2793,11145,58,2.7580244286079982
31919,HPK,OFF,2793,11146,44,2.7101853919662204
31919,HPK,OFF,2793,11147,48,2.7357009977683178
31920,FBK,OFF,2660,10400,120,3.2414959043875036
31920,FBK,OFF,2660,10401,151,2.916605305586685
31920,FBK,OFF,2660,10402,130,3.030165754568384
31920,FBK,OFF,2660,10403,141,2.995795368797151
31920,FBK,OFF,2660,10404,131,2.9222832158062326
31920,FBK,OFF,2660,10405,140,2.9793551532338483
31920,FBK,OFF,2660,10406,121,2.941893521156274
31920,FBK,OFF,2660,10407,150,3.0395509074732607
31920,FBK,OFF,2660,10411,155,2.7926133292764503
31920,FBK,OFF,2660,10412,134,2.8623715260646834
31920,FBK,OFF,2660,10413,145,2.7002847604689553
31920,FBK,OFF,2660,10414,135,2.8401658669139644
31920,FBK,OFF,2660,10415,144,2.941876303272186
31920,FBK,OFF,2660,10416,125,2.804440256713592
31920,FBK,OFF,2660,10420,157,3.068954803399133
31920,FBK,OFF,2660,10421,159,3.1008548729263996
31920,FBK,OFF,2660,10422,147,3.184831860067384
31920,FBK,OFF,2660,10423,149,3.052493605634281
31920,FBK,OFF,2660,10424,139,3.10415251951588
31920,FBK,OFF,2660,10425,137,3.0624838205366713
31920,FBK,OFF,2660,10426,129,3.034109949940335
31920,FBK,OFF,2660,10427,127,3.080113947470614
31920,HPK,OFF,2660,10430,122,3.2004653381407624
31920,HPK,OFF,2660,10431,153,3.2478152339930086
31920,HPK,OFF,2660,10432,132,3.2381652801234395
