Run,SiPM,Integrators,VGain,DaphneCh,OfflineCh,RMS
26438,HPK,ON,2700,11215,12,2.8330811836358825
26438,HPK,ON,2700,11216,33,2.678464953290414
26438,HPK,ON,2700,11217,2,2.7519649380634243
26438,HPK,ON,2700,11220,5,2.881991821755727
26438,HPK,ON,2700,11221,36,2.9078823887747705
26438,HPK,ON,2700,11222,15,3.102340915639866
26438,HPK,ON,2700,11223,26,2.9448066431439526
26438,HPK,ON,2700,11224,16,2.819654790188251
26438,HPK,ON,2700,11225,25,2.8849129697412184
26438,HPK,ON,2700,11226,6,2.7952441053839663
26438,HPK,ON,2700,11227,35,2.9509901715203015
26438,HPK,ON,2700,11230,7,2.8749237737260875
26438,HPK,ON,2700,11231,38,2.805564097347245
26438,HPK,ON,2700,11232,17,2.8058259773107372
26438,HPK,ON,2700,11233,28,2.9587230260499595
26438,HPK,ON,2700,11234,18,2.8712386299703083
26438,HPK,ON,2700,11235,27,2.781496911559279
26438,HPK,ON,2700,11236,8,2.7437072654768273
26438,HPK,ON,2700,11237,37,2.7051602078045853
26438,HPK,ON,2700,11240,9,2.9272602312099636
26438,HPK,ON,2700,11242,19,3.0404700074995676
26438,HPK,ON,2700,11245,29,2.790331145318383
26438,HPK,ON,2700,11247,39,2.8031982966821567
26438,FBK,ON,2700,11300,34,2.930363998898962
26438,FBK,ON,2700,11302,24,2.904217963675295
26438,FBK,ON,2700,11305,14,3.2077070677093693
26438,FBK,ON,2700,11307,4,3.430721779558412
26438,FBK,ON,2700,11100,72,2.6826580036729433
26438,FBK,ON,2700,11101,70,2.7369687546890735
26438,FBK,ON,2700,11102,62,2.6087202148897704
26438,FBK,ON,2700,11103,60,2.8326469939693397
26438,FBK,ON,2700,11104,50,2.8141378551422083
26438,FBK,ON,2700,11105,52,2.890542681397282
26438,FBK,ON,2700,11106,40,2.8496415615997837
26438,FBK,ON,2700,11107,42,2.6677390197865387
26438,FBK,ON,2700,11110,76,2.842341497961306
26438,FBK,ON,2700,11111,45,2.6469223773831088
26438,FBK,ON,2700,11112,66,2.8545759493248193
26438,FBK,ON,2700,11113,55,2.6284726331684527
26438,FBK,ON,2700,11114,65,2.6837480556129245
26438,FBK,ON,2700,11115,56,2.8287730712905583
26438,FBK,ON,2700,11116,75,2.788423480326026
26438,FBK,ON,2700,11117,46,2.899526700944568
26438,FBK,ON,2700,11120,49,2.8339636489058004
26438,FBK,ON,2700,11121,47,2.8307558648979407
26438,FBK,ON,2700,11122,59,2.68110921375521
26438,FBK,ON,2700,11123,57,2.8019691622036436
26438,FBK,ON,2700,11124,67,2.782758424774528
26438,FBK,ON,2700,11125,69,2.6868151049859947
26438,FBK,ON,2700,11126,77,2.7929532209078873
26438,FBK,ON,2700,11127,79,2.6796092454981997
26438,HPK,ON,2700,11130,43,2.8051463493802915
26438,HPK,ON,2700,11131,41,2.7845647349333658
26438,HPK,ON,2700,11132,53,2.881617689466509
26438,HPK,ON,2700,11133,51,2.8861298316367177
26438,HPK,ON,2700,11134,61,2.7175084643239855
26438,HPK,ON,2700,11135,63,2.8108928012154584
26438,HPK,ON,2700,11136,71,2.7512633239230264
26438,HPK,ON,2700,11137,73,2.6967917195870896
26438,HPK,ON,2700,11140,78,2.8167096592794265
26438,HPK,ON,2700,11141,74,2.73103230525906
26438,HPK,ON,2700,11142,68,2.8598463520390047
26438,HPK,ON,2700,11143,64,2.9412741782420886
26438,HPK,ON,2700,11144,54,2.7162841737893633
26438,HPK,ON,2700,11145,58,2.863763248267341
26438,HPK,ON,2700,11146,44,2.7784277904094115
26438,HPK,ON,2700,11147,48,2.7874944052352326
26490,HPK,ON,2700,11200,30,2.794428906655414
26490,HPK,ON,2700,11201,1,2.7567950177352056
26490,HPK,ON,2700,11202,20,2.8443478870994237
26490,HPK,ON,2700,11203,11,2.7925522400636535
26490,HPK,ON,2700,11204,21,2.725552460850371
26490,HPK,ON,2700,11205,10,2.8516460035123274
26490,HPK,ON,2700,11206,31,2.8341179261714573
26490,HPK,ON,2700,11207,0,2.940715045889193
26490,HPK,ON,2700,11210,32,2.7531831142334076
26490,HPK,ON,2700,11211,3,2.7321271076454865
26490,HPK,ON,2700,11212,22,2.7735361732731767
26490,HPK,ON,2700,11213,13,2.808596062206647
26490,HPK,ON,2700,11214,23,2.7864575980502364
26490,HPK,ON,2700,11215,12,2.8327801549871494
26490,HPK,ON,2700,11216,33,2.6757594173652977
26490,HPK,ON,2700,11217,2,2.7527319760141347
26490,HPK,ON,2700,11220,5,2.883754362798833
26490,HPK,ON,2700,11221,36,2.9078837252021974
26490,HPK,ON,2700,11222,15,3.1011833184805457
26490,HPK,ON,2700,11223,26,2.9474599880255035
26490,HPK,ON,2700,11224,16,2.8181350884360046
26490,HPK,ON,2700,11225,25,2.8826585679306875
26490,HPK,ON,2700,11226,6,2.798029381425652
26490,HPK,ON,2700,11227,35,2.948359462742628
26490,HPK,ON,2700,11230,7,2.8785202250783137
26490,HPK,ON,2700,11231,38,2.8039676526786605
26490,HPK,ON,2700,11232,17,2.803089689180717
26490,HPK,ON,2700,11233,28,2.959351006929595
26490,HPK,ON,2700,11234,18,2.8736983979583752
26490,HPK,ON,2700,11235,27,2.784926529407585
26490,HPK,ON,2700,11236,8,2.7445904555600844
26490,HPK,ON,2700,11237,37,2.7075516869077614
26490,HPK,ON,2700,11240,9,2.927410878027681
26490,HPK,ON,2700,11242,19,3.0421357465310184
26490,HPK,ON,2700,11245,29,2.7878131346859205
26490,HPK,ON,2700,11247,39,2.802328167890889
26490,FBK,ON,2700,11300,34,2.957327681541868
26490,FBK,ON,2700,11302,24,2.9224404188431894
26490,FBK,ON,2700,11305,14,3.235265832328756
26490,FBK,ON,2700,11307,4,3.461638743771618
26490,FBK,ON,2700,11100,72,2.6798994525545825
26490,FBK,ON,2700,11101,70,2.737980737921213
26490,FBK,ON,2700,11102,62,2.60624032794676
26490,FBK,ON,2700,11103,60,2.833616692934233
26490,FBK,ON,2700,11104,50,2.8089037232634233
26490,FBK,ON,2700,11105,52,2.885280224086813
26490,FBK,ON,2700,11106,40,2.847036773102347
26490,FBK,ON,2700,11107,42,2.6590914157213077
26490,FBK,ON,2700,11110,76,2.8404683250954017
26490,FBK,ON,2700,11111,45,2.6449028051937042
26490,FBK,ON,2700,11112,66,2.85563925490836
26490,FBK,ON,2700,11113,55,2.626624879997327
26490,FBK,ON,2700,11114,65,2.6808849276264293
26490,FBK,ON,2700,11115,56,2.8257361163736068
26490,FBK,ON,2700,11116,75,2.791264116105182
26490,FBK,ON,2700,11117,46,2.9775579921032107
26490,FBK,ON,2700,11120,49,2.832505464494176
26490,FBK,ON,2700,11121,47,2.8302902941796546
26490,FBK,ON,2700,11122,59,2.6793597519327355
26490,FBK,ON,2700,11123,57,2.8012590666382
26490,FBK,ON,2700,11124,67,2.7813277073008495
26490,FBK,ON,2700,11125,69,2.6826377396237158
26490,FBK,ON,2700,11126,77,2.7899519689841523
26490,FBK,ON,2700,11127,79,2.6787749131247125
26490,HPK,ON,2700,11130,43,2.80335901074689
26490,HPK,ON,2700,11131,41,2.7829917214116127
26490,HPK,ON,2700,11132,53,2.8822643540519937
26490,HPK,ON,2700,11133,51,2.884799134750187
26490,HPK,ON,2700,11134,61,2.717268595597857
26490,HPK,ON,2700,11135,63,2.812149833808726
26490,HPK,ON,2700,11136,71,2.7503448283258645
26490,HPK,ON,2700,11137,73,2.6959269992045836
26490,HPK,ON,2700,11140,78,2.8175957834424477
26490,HPK,ON,2700,11141,74,2.730998350026767
26490,HPK,ON,2700,11142,68,2.859068458681878
26490,HPK,ON,2700,11143,64,2.94219554190602
26490,HPK,ON,2700,11144,54,2.7170456644723937
26490,HPK,ON,2700,11145,58,2.862956524349853
26490,HPK,ON,2700,11146,44,2.7761501626994107
26490,HPK,ON,2700,11147,48,2.787851961615025
27875,HPK,ON,2318,11200,30,4.663059781195369
27875,HPK,ON,2318,11201,1,4.6294881927891085
27875,HPK,ON,2318,11202,20,4.858162753257625
27875,HPK,ON,2318,11203,11,4.703663213513347
27875,HPK,ON,2318,11204,21,4.595010358816768
27875,HPK,ON,2318,11205,10,4.83905733818676
27875,HPK,ON,2318,11206,31,4.725091956219818
27875,HPK,ON,2318,11207,0,5.0523761299810275
27875,HPK,ON,2318,11210,32,4.584827361553678
27875,HPK,ON,2318,11211,3,4.5284810628613075
27875,HPK,ON,2318,11212,22,4.605528245198137
27875,HPK,ON,2318,11213,13,4.739958631587341
27875,HPK,ON,2318,11214,23,4.592980659476525
27875,HPK,ON,2318,11215,12,4.764442128096478
27875,HPK,ON,2318,11216,33,4.439159115394623
27875,HPK,ON,2318,11217,2,4.66486332683706
27875,HPK,ON,2318,11220,5,4.892893893079266
27875,HPK,ON,2318,11221,36,4.8521826075209145
27875,HPK,ON,2318,11222,15,5.405710062914713
27875,HPK,ON,2318,11223,26,4.8797750086357965
27875,HPK,ON,2318,11224,16,4.6898267382307965
27875,HPK,ON,2318,11225,25,4.907761499921966
27875,HPK,ON,2318,11226,6,4.738097671859166
27875,HPK,ON,2318,11227,35,4.9530149735352555
27875,HPK,ON,2318,11230,7,4.817025954387502
27875,HPK,ON,2318,11231,38,4.778670904620707
27875,HPK,ON,2318,11232,17,4.7654114226581585
27875,HPK,ON,2318,11233,28,5.040318452751717
27875,HPK,ON,2318,11234,18,4.8591151522875204
27875,HPK,ON,2318,11235,27,4.674959867105981
27875,HPK,ON,2318,11236,8,4.698165810656616
27875,HPK,ON,2318,11237,37,4.482713401001943
27875,HPK,ON,2318,11240,9,4.89857730484333
27875,HPK,ON,2318,11242,19,5.253791759080309
27875,HPK,ON,2318,11245,29,4.758391545247814
27875,HPK,ON,2318,11247,39,4.803932272791033
27875,FBK,ON,2318,11300,34,4.575813199200852
27875,FBK,ON,2318,11302,24,4.6031044884255286
27875,FBK,ON,2318,11305,14,4.849435367581541
27875,FBK,ON,2318,11307,4,5.166825135906299
27875,FBK,ON,2318,11100,72,4.3899501858145555
27875,FBK,ON,2318,11101,70,4.673342177790116
27875,FBK,ON,2318,11102,62,4.4068727260390075
27875,FBK,ON,2318,11103,60,4.782255631727317
27875,FBK,ON,2318,11104,50,4.863085644758382
27875,FBK,ON,2318,11105,52,4.930095244013022
27875,FBK,ON,2318,11106,40,4.707800457647845
27875,FBK,ON,2318,11107,42,4.494751502307618
27875,FBK,ON,2318,11110,76,4.723389088973127
27875,FBK,ON,2318,11111,45,4.345792126027983
27875,FBK,ON,2318,11112,66,4.804654511519364
27875,FBK,ON,2318,11113,55,4.368049556705308
27875,FBK,ON,2318,11114,65,4.4788423937001065
27875,FBK,ON,2318,11115,56,4.815593235459478
27875,FBK,ON,2318,11116,75,4.6710959423298695
27875,FBK,ON,2318,11117,46,4.844003852927929
27875,FBK,ON,2318,11120,49,4.638218919862659
27875,FBK,ON,2318,11121,47,4.770563249416337
27875,FBK,ON,2318,11122,59,4.519444219089961
27875,FBK,ON,2318,11123,57,4.6314114552585055
27875,FBK,ON,2318,11124,67,4.653821420512051
27875,FBK,ON,2318,11125,69,4.4589015273549615
27875,FBK,ON,2318,11126,77,4.608655085704518
27875,FBK,ON,2318,11127,79,4.3888141403142535
27875,HPK,ON,2318,11130,43,4.637673539645701
27875,HPK,ON,2318,11131,41,4.766069040350575
27875,HPK,ON,2318,11132,53,4.940797874603595
27875,HPK,ON,2318,11133,51,4.8773516844934885
27875,HPK,ON,2318,11134,61,4.537002568714892
27875,HPK,ON,2318,11135,63,4.735187687828985
27875,HPK,ON,2318,11136,71,4.648537057925792
27875,HPK,ON,2318,11137,73,4.57562954708026
27875,HPK,ON,2318,11140,78,4.723579347160457
27875,HPK,ON,2318,11141,74,4.5574427835878115
27875,HPK,ON,2318,11142,68,4.815780002169739
27875,HPK,ON,2318,11143,64,5.071625819613183
27875,HPK,ON,2318,11144,54,4.609126175137941
27875,HPK,ON,2318,11145,58,4.8313474265375955
27875,HPK,ON,2318,11146,44,4.661501428039617
27875,HPK,ON,2318,11147,48,4.791904489863105
27877,FBK,ON,2318,10900,84,4.779726460285867
27877,FBK,ON,2318,10901,115,4.308460672340214
27877,FBK,ON,2318,10902,94,4.153494849537038
27877,FBK,ON,2318,10903,105,4.402211461738253
27877,FBK,ON,2318,10904,95,4.31735748714625
27877,FBK,ON,2318,10905,104,4.202666704922754
27877,FBK,ON,2318,10906,85,4.399146129480596
27877,FBK,ON,2318,10907,114,4.450419542028983
27877,FBK,ON,2318,10912,96,4.388546633786571
27877,FBK,ON,2318,10915,106,4.181979439148222
27877,HPK,ON,2318,10920,80,4.578586467756635
27877,HPK,ON,2318,10921,111,4.579127969051911
27877,HPK,ON,2318,10922,90,4.853171703293321
27877,HPK,ON,2318,10923,101,4.77634360586753
27877,HPK,ON,2318,10924,91,4.925412485527596
27877,HPK,ON,2318,10925,100,4.660162716069716
27877,HPK,ON,2318,10926,81,4.496449477898072
27877,HPK,ON,2318,10927,110,4.7690180136271
27877,HPK,ON,2318,10930,82,4.586756403957169
27877,HPK,ON,2318,10931,113,4.711891135058341
27877,HPK,ON,2318,10932,92,4.665169307903403
27877,HPK,ON,2318,10933,103,5.045868691835276
27877,HPK,ON,2318,10934,93,4.83579364483375
27877,HPK,ON,2318,10935,102,4.478674758085063
27877,HPK,ON,2318,10936,83,4.709444432044171
27877,HPK,ON,2318,10937,112,4.607915644409278
27877,HPK,ON,2318,10940,88,4.803699789656487
27877,HPK,ON,2318,10941,119,4.61795922934101
27877,HPK,ON,2318,10942,98,4.884283897393532
27877,HPK,ON,2318,10943,109,4.822844521988981
27877,HPK,ON,2318,10944,99,4.370197795443286
27877,HPK,ON,2318,10945,108,4.727351776829474
27877,HPK,ON,2318,10946,89,4.774141450509988
27877,HPK,ON,2318,10947,118,4.6261584049841815
27877,FBK,ON,2318,10400,120,3.8728406143350784
27877,FBK,ON,2318,10401,151,4.088367642881174
27877,FBK,ON,2318,10402,130,4.017987817995231
27877,FBK,ON,2318,10403,141,4.128543834325765
27877,FBK,ON,2318,10404,131,4.052483839952919
27877,FBK,ON,2318,10405,140,4.183156177794372
27877,FBK,ON,2318,10406,121,4.292047698371232
27877,FBK,ON,2318,10407,150,4.187226232351464
27877,HPK,ON,2318,10410,122,4.580542941946201
