ConfigNumber,OfflineCh,Integrators,VGain,RMS
1,103,ON,2318,5.045868691835276
1,104,ON,2318,4.202666704922754
1,105,ON,2318,4.402211461738253
1,106,ON,2318,4.181979439148222
1,107,ON,2318,4.389950185814556
1,108,ON,2318,4.727351776829474
1,109,ON,2318,4.822844521988981
1,110,ON,2318,4.7690180136271
1,111,ON,2318,4.579127969051911
1,112,ON,2318,4.607915644409278
1,113,ON,2318,4.711891135058341
1,114,ON,2318,4.450419542028983
1,115,ON,2318,4.308460672340214
1,116,ON,2318,4.389950185814556
1,117,ON,2318,4.389950185814556
1,118,ON,2318,4.6261584049841815
1,119,ON,2318,4.61795922934101
1,120,ON,2318,3.8728406143350784
1,121,ON,2318,4.292047698371232
1,122,ON,2318,4.580542941946201
1,123,ON,2318,4.676409448256578
1,124,ON,2318,4.687989405801878
1,125,ON,2318,4.456307815276546
1,126,ON,2318,4.870045763398783
1,127,ON,2318,4.040177445415004
1,128,ON,2318,5.052376129981028
1,129,ON,2318,4.389950185814556
1,130,ON,2318,4.017987817995231
1,131,ON,2318,4.052483839952919
1,132,ON,2318,4.629359998778106
1,133,ON,2318,4.6146653686834105
1,134,ON,2318,4.3508625194522255
1,135,ON,2318,4.0943724289599706
1,136,ON,2318,4.784489808041783
1,137,ON,2318,4.052941151588502
1,138,ON,2318,5.052376129981028
1,139,ON,2318,4.389950185814556
1,140,ON,2318,4.183156177794372
1,141,ON,2318,4.128543834325765
1,142,ON,2318,4.641618005931028
1,143,ON,2318,4.972999501406709
1,144,ON,2318,4.216639331528725
1,145,ON,2318,4.340695405309604
1,146,ON,2318,4.647049260077012
1,147,ON,2318,4.389950185814556
1,148,ON,2318,5.052376129981028
1,149,ON,2318,4.389950185814556
1,150,ON,2318,4.187226232351464
1,151,ON,2318,4.088367642881174
1,152,ON,2318,4.408214049911578
1,153,ON,2318,4.360599853495934
1,154,ON,2318,4.393721043219834
1,155,ON,2318,3.9516730060593694
1,156,ON,2318,4.563617181711565
1,157,ON,2318,4.144919024617304
1,158,ON,2318,5.052376129981028
1,159,ON,2318,4.389950185814556
10,0,OFF,1729,12.882578163819783
10,1,OFF,1729,11.911017034047564
10,2,OFF,1729,11.639687196309154
10,3,OFF,1729,11.413096259711844
10,4,OFF,1729,11.231167487149603
10,5,OFF,1729,12.156191623273804
10,6,OFF,1729,11.95019750704667
10,7,OFF,1729,12.343158408797816
10,8,OFF,1729,12.078036272840585
10,9,OFF,1729,12.498817752492974
10,10,OFF,1729,12.258599516935792
10,11,OFF,1729,11.819935049875683
10,12,OFF,1729,11.96202485247018
10,13,OFF,1729,11.764802101182848
10,14,OFF,1729,11.231167487149603
10,15,OFF,1729,13.3894403251957
10,16,OFF,1729,12.070793261545624
10,17,OFF,1729,12.198650317182706
10,18,OFF,1729,12.339831131627855
10,19,OFF,1729,13.434659044775074
10,20,OFF,1729,12.7473688868761
10,21,OFF,1729,11.834437149421149
10,22,OFF,1729,11.608873686856432
10,23,OFF,1729,11.183398100678126
10,24,OFF,1729,11.231167487149603
10,25,OFF,1729,12.302119710335898
10,26,OFF,1729,12.303347128345363
10,27,OFF,1729,11.884074260062638
10,28,OFF,1729,12.784742423878454
10,29,OFF,1729,12.43483448365307
10,30,OFF,1729,12.10345546112926
10,31,OFF,1729,12.262791440474205
10,32,OFF,1729,11.357828291682504
10,33,OFF,1729,11.24760787284992
10,34,OFF,1729,11.231167487149603
10,35,OFF,1729,12.550018394988085
10,36,OFF,1729,12.362239597016863
10,37,OFF,1729,11.378748106192267
10,38,OFF,1729,12.407456222750968
10,39,OFF,1729,12.023117523386873
10,40,OFF,1729,11.741688725087364
10,41,OFF,1729,12.234765318427243
10,42,OFF,1729,11.303711875643266
10,43,OFF,1729,11.49719518691026
10,44,OFF,1729,12.132312201311946
10,45,OFF,1729,10.81420997241003
10,46,OFF,1729,12.023944784811762
10,47,OFF,1729,11.874753674199043
10,48,OFF,1729,12.715988977421215
10,49,OFF,1729,11.437325070955492
10,50,OFF,1729,12.126987794942872
10,51,OFF,1729,12.442969010422104
10,52,OFF,1729,12.469670125538013
10,53,OFF,1729,12.21693738918356
10,54,OFF,1729,11.878788030628852
10,55,OFF,1729,10.953083735398137
10,56,OFF,1729,11.917824922112295
10,57,OFF,1729,11.654407208793534
10,58,OFF,1729,12.298828194776751
10,59,OFF,1729,11.325532566393166
10,60,OFF,1729,13.93905204875025
10,61,OFF,1729,11.398232205929824
10,62,OFF,1729,11.12311073205742
10,63,OFF,1729,11.980926749640664
10,64,OFF,1729,13.069705341519542
10,65,OFF,1729,11.28023523654224
10,66,OFF,1729,11.84270743982305
10,67,OFF,1729,11.830016026684788
10,68,OFF,1729,12.539764010981834
10,69,OFF,1729,11.251278764532604
10,70,OFF,1729,12.78185327112131
10,71,OFF,1729,11.543903410491035
10,72,OFF,1729,11.231167487149603
10,73,OFF,1729,11.377806481893924
10,74,OFF,1729,12.309626688165618
10,75,OFF,1729,11.47468564391215
10,76,OFF,1729,11.723496999883224
10,77,OFF,1729,11.624152124015705
10,78,OFF,1729,12.53999534068533
10,79,OFF,1729,11.18659774287325
10,80,OFF,1729,10.328144472561574
10,81,OFF,1729,10.212471937091422
10,82,OFF,1729,11.93246478503105
10,83,OFF,1729,12.30788738381508
10,84,OFF,1729,9.713104461717084
10,85,OFF,1729,10.678237187294124
10,86,OFF,1729,12.074873726460678
10,87,OFF,1729,11.559319638096463
10,88,OFF,1729,11.695554414100055
10,89,OFF,1729,12.182794005363728
10,90,OFF,1729,10.554167422166108
10,91,OFF,1729,11.996671168467447
10,92,OFF,1729,12.068545092471666
10,93,OFF,1729,12.21014243104656
10,94,OFF,1729,10.0170778833319
10,95,OFF,1729,10.28132671562978
10,96,OFF,1729,11.18213892167488
10,97,OFF,1729,10.479401011870673
10,98,OFF,1729,11.735942095834544
10,99,OFF,1729,11.915361657755136
10,100,OFF,1729,10.525032893819754
10,101,OFF,1729,11.30912813163308
10,102,OFF,1729,12.333897882104967
10,103,OFF,1729,12.866681053565143
10,104,OFF,1729,10.39365802418451
10,105,OFF,1729,10.442031785886671
10,106,OFF,1729,10.93696585448736
10,107,OFF,1729,11.121276875978912
10,108,OFF,1729,11.666428160555869
10,109,OFF,1729,11.536204609161013
10,110,OFF,1729,10.387138439014745
10,111,OFF,1729,11.53375024893696
10,112,OFF,1729,11.35505231475558
10,113,OFF,1729,11.716987073277988
10,114,OFF,1729,10.445856281184984
10,115,OFF,1729,10.280565217870755
10,116,OFF,1729,11.130549856574724
10,117,OFF,1729,10.689273396147888
10,118,OFF,1729,11.223447009378004
10,119,OFF,1729,11.70608691464808
10,120,OFF,1729,11.944962301339148
10,121,OFF,1729,10.980368937953722
10,122,OFF,1729,11.809265178510689
10,123,OFF,1729,12.454036877964006
10,124,OFF,1729,11.231167487149603
10,125,OFF,1729,10.556523475816364
10,126,OFF,1729,12.378661772189457
10,127,OFF,1729,11.68448917466772
10,128,OFF,1729,11.83369839742603
10,129,OFF,1729,11.377895806861602
10,130,OFF,1729,10.88857819855182
10,131,OFF,1729,10.89316830124141
10,132,OFF,1729,12.170803496016418
10,133,OFF,1729,12.195141094516837
10,134,OFF,1729,11.041970123357736
10,135,OFF,1729,10.648745099274628
10,136,OFF,1729,12.254736289549228
10,137,OFF,1729,11.443264510016515
10,138,OFF,1729,12.191544478562806
10,139,OFF,1729,11.958240344110385
10,140,OFF,1729,10.888207422495793
10,141,OFF,1729,11.05404401360319
10,142,OFF,1729,11.74767715665918
10,143,OFF,1729,12.940927668075467
10,144,OFF,1729,10.667496201528175
10,145,OFF,1729,10.171224495181807
10,146,OFF,1729,12.44974825777944
10,147,OFF,1729,12.241562905382166
10,148,OFF,1729,11.268667923761493
10,149,OFF,1729,11.699208470686626
10,150,OFF,1729,11.323811405164482
10,151,OFF,1729,11.00125953212086
10,152,OFF,1729,11.550473440433668
10,153,OFF,1729,12.109240297954686
10,154,OFF,1729,11.231167487149603
10,155,OFF,1729,10.209314645572183
10,156,OFF,1729,11.72612031942294
10,157,OFF,1729,11.399704762453451
10,158,OFF,1729,12.279993680724056
10,159,OFF,1729,11.545234315295613
11,0,OFF,3192,2.361534209792058
11,1,OFF,3192,2.395604440645985
11,2,OFF,3192,2.326679393812624
11,3,OFF,3192,2.1734223975608944
11,4,OFF,3192,2.284365276009306
11,5,OFF,3192,2.286571949378102
11,6,OFF,3192,2.3531743884074747
11,7,OFF,3192,2.4299533963462085
11,8,OFF,3192,2.2970839227932243
11,9,OFF,3192,2.383122949869609
11,10,OFF,3192,2.431977688037237
11,11,OFF,3192,2.2802401522976314
11,12,OFF,3192,2.2479814863128844
11,13,OFF,3192,2.1917360905422134
11,14,OFF,3192,2.284365276009306
11,15,OFF,3192,2.356705118263311
11,16,OFF,3192,2.3162043945232886
11,17,OFF,3192,2.332526513563552
11,18,OFF,3192,2.3505607113550986
11,19,OFF,3192,2.43724665565188
11,20,OFF,3192,2.47276132776693
11,21,OFF,3192,2.445031919813472
11,22,OFF,3192,2.1249076309113226
11,23,OFF,3192,2.252175143638687
11,24,OFF,3192,2.284365276009306
11,25,OFF,3192,2.2946678190843
11,26,OFF,3192,2.22536164300482
11,27,OFF,3192,2.236876181216568
11,28,OFF,3192,2.5496304089727664
11,29,OFF,3192,2.2440385168382946
11,30,OFF,3192,2.287407795154551
11,31,OFF,3192,2.419957022315868
11,32,OFF,3192,2.165486961502081
11,33,OFF,3192,2.2205098873317826
11,34,OFF,3192,2.284365276009306
11,35,OFF,3192,2.248472765695292
11,36,OFF,3192,2.223291621077505
11,37,OFF,3192,2.246948897469449
11,38,OFF,3192,2.328268667525002
11,39,OFF,3192,2.2208256710743632
11,40,OFF,3192,2.071495657444056
11,41,OFF,3192,2.2712931602944346
11,42,OFF,3192,2.17481394069002
11,43,OFF,3192,2.198869154101756
11,44,OFF,3192,2.2508181641634817
11,45,OFF,3192,2.1068896530404926
11,46,OFF,3192,2.280852360895951
11,47,OFF,3192,2.223127696782242
11,48,OFF,3192,2.245260465928522
11,49,OFF,3192,2.3436974368321044
11,50,OFF,3192,2.21887184546531
11,51,OFF,3192,2.3304113068287484
11,52,OFF,3192,2.1191061630274857
11,53,OFF,3192,2.4278674198764776
11,54,OFF,3192,2.0445111580248345
11,55,OFF,3192,2.127237029713804
11,56,OFF,3192,2.25502948617367
11,57,OFF,3192,2.185886402433376
11,58,OFF,3192,2.248694888723439
11,59,OFF,3192,2.369251653870956
11,60,OFF,3192,2.324071079369263
11,61,OFF,3192,2.284460097388304
11,62,OFF,3192,2.119210000444722
11,63,OFF,3192,2.3179227689062407
11,64,OFF,3192,2.2107972288634867
11,65,OFF,3192,2.182640859528768
11,66,OFF,3192,2.1098389829781548
11,67,OFF,3192,2.1602477191738063
11,68,OFF,3192,2.322018184992596
11,69,OFF,3192,2.210271680665523
11,70,OFF,3192,2.179426347285465
11,71,OFF,3192,2.467385060150816
11,72,OFF,3192,2.284365276009306
11,73,OFF,3192,2.278323060665078
11,74,OFF,3192,2.2507715343914367
11,75,OFF,3192,2.185185130356885
11,76,OFF,3192,2.301745672606382
11,77,OFF,3192,2.378938541177358
11,78,OFF,3192,2.433442715539234
11,79,OFF,3192,2.244797684165716
11,80,OFF,3192,2.150190979971495
11,81,OFF,3192,2.0606192606313765
11,82,OFF,3192,2.1695492863507657
11,83,OFF,3192,2.2780421889942866
11,84,OFF,3192,2.038623646830171
11,85,OFF,3192,2.1242649812212915
11,86,OFF,3192,2.3064472487839893
11,87,OFF,3192,2.2617069928232323
11,88,OFF,3192,2.2024572647465765
11,89,OFF,3192,2.2032081696943586
11,90,OFF,3192,2.1104095461318817
11,91,OFF,3192,2.1833764392049204
11,92,OFF,3192,2.130539499868937
11,93,OFF,3192,2.125916781141101
11,94,OFF,3192,2.078102208395812
11,95,OFF,3192,2.239280632233396
11,96,OFF,3192,2.226743981374053
11,97,OFF,3192,2.1575222070780904
11,98,OFF,3192,2.2395823311487053
11,99,OFF,3192,2.246429850815316
11,100,OFF,3192,2.1929833773803007
11,101,OFF,3192,2.338111347741628
11,102,OFF,3192,2.1636464407404707
11,103,OFF,3192,2.3891780942730527
11,104,OFF,3192,2.214293981379824
11,105,OFF,3192,2.0809796707691475
11,106,OFF,3192,2.120606648927237
11,107,OFF,3192,2.1808757751727965
11,108,OFF,3192,2.149706604485871
11,109,OFF,3192,2.2933577960721285
11,110,OFF,3192,2.275729372954626
11,111,OFF,3192,2.1794985801999345
11,112,OFF,3192,2.031337760445662
11,113,OFF,3192,2.150843071426203
11,114,OFF,3192,2.1182827671203137
11,115,OFF,3192,2.0746648866489985
11,116,OFF,3192,2.293053029611915
11,117,OFF,3192,2.081337759538778
11,118,OFF,3192,2.096048499138356
11,119,OFF,3192,2.1936608457492976
11,120,OFF,3192,2.290954383303938
11,121,OFF,3192,2.106961633911264
11,122,OFF,3192,2.2122258156819425
11,123,OFF,3192,2.354955591303108
11,124,OFF,3192,2.284365276009306
11,125,OFF,3192,2.0912175082742976
11,126,OFF,3192,2.3349125790617435
11,127,OFF,3192,2.222763967792994
11,128,OFF,3192,2.2165379377433747
11,129,OFF,3192,2.138725518189659
11,130,OFF,3192,2.412508072162788
11,131,OFF,3192,2.155741363709196
11,132,OFF,3192,2.2313733376170166
11,133,OFF,3192,2.2298270270593807
11,134,OFF,3192,2.065188291241088
11,135,OFF,3192,2.019982504390897
11,136,OFF,3192,2.3262988803034967
11,137,OFF,3192,2.223731246766655
11,138,OFF,3192,2.3434844974050626
11,139,OFF,3192,2.1613250708729272
11,140,OFF,3192,2.138258907601482
11,141,OFF,3192,2.234622079647616
11,142,OFF,3192,2.1933705310703147
11,143,OFF,3192,2.3427407691049784
11,144,OFF,3192,2.2109907526392854
11,145,OFF,3192,1.9659354102558508
11,146,OFF,3192,2.405829194795254
11,147,OFF,3192,2.2822958186916926
11,148,OFF,3192,2.2704245441648343
11,149,OFF,3192,2.1969097021697057
11,150,OFF,3192,2.233216129808528
11,151,OFF,3192,2.160122533445084
11,152,OFF,3192,2.1885319049179253
11,153,OFF,3192,2.236081648789227
11,154,OFF,3192,2.284365276009306
11,155,OFF,3192,2.0219609585661944
11,156,OFF,3192,2.321590781951487
11,157,OFF,3192,2.1857938769142686
11,158,OFF,3192,2.2332719271662937
11,159,OFF,3192,2.2395328498458604
12,0,OFF,2926,2.728151774961914
12,1,OFF,2926,2.6430512364940446
12,2,OFF,2926,2.453370314584806
12,3,OFF,2926,2.384393514231565
12,4,OFF,2926,2.532764825639615
12,5,OFF,2926,2.5729706207723755
12,6,OFF,2926,2.569563451078318
12,7,OFF,2926,2.71160253882474
12,8,OFF,2926,2.6752541068723263
12,9,OFF,2926,2.565547927512458
12,10,OFF,2926,2.62351411045813
12,11,OFF,2926,2.547430392854697
12,12,OFF,2926,2.5638796404752977
12,13,OFF,2926,2.449460500278845
12,14,OFF,2926,2.532764825639615
12,15,OFF,2926,2.685940017709277
12,16,OFF,2926,2.612324048593064
12,17,OFF,2926,2.629349936140771
12,18,OFF,2926,2.633295128415711
12,19,OFF,2926,2.9021749699537875
12,20,OFF,2926,2.6369260442828635
12,21,OFF,2926,2.5828030245244995
12,22,OFF,2926,2.4879225557946203
12,23,OFF,2926,2.4430785534732813
12,24,OFF,2926,2.532764825639615
12,25,OFF,2926,2.687417501756588
12,26,OFF,2926,2.5181839829381008
12,27,OFF,2926,2.548903557048578
12,28,OFF,2926,2.793718592603492
12,29,OFF,2926,2.4957085035118483
12,30,OFF,2926,2.594532195647574
12,31,OFF,2926,2.727303756616124
12,32,OFF,2926,2.440969021220112
12,33,OFF,2926,2.4179204153619533
12,34,OFF,2926,2.532764825639615
12,35,OFF,2926,2.5719397844207736
12,36,OFF,2926,2.455502654162545
12,37,OFF,2926,2.462814183476398
12,38,OFF,2926,2.630309204371752
12,39,OFF,2926,2.5264839506611514
12,40,OFF,2926,2.3704836781326653
12,41,OFF,2926,2.5299107819798428
12,42,OFF,2926,2.3814229943973424
12,43,OFF,2926,2.487031704013114
12,44,OFF,2926,2.5057914239725205
12,45,OFF,2926,2.367539135736303
12,46,OFF,2926,2.497207845176081
12,47,OFF,2926,2.504633647676336
12,48,OFF,2926,2.453103913381247
12,49,OFF,2926,2.530290322366876
12,50,OFF,2926,2.51916843507171
12,51,OFF,2926,2.568963486377488
12,52,OFF,2926,2.4373160420450133
12,53,OFF,2926,2.5183239213704187
12,54,OFF,2926,2.344739671842994
12,55,OFF,2926,2.361849440697332
12,56,OFF,2926,2.45530007858606
12,57,OFF,2926,2.542020616972235
12,58,OFF,2926,2.47566528623322
12,59,OFF,2926,2.5371639596702176
12,60,OFF,2926,2.690924273436099
12,61,OFF,2926,2.502712828411207
12,62,OFF,2926,2.33644100801943
12,63,OFF,2926,2.5432481648538707
12,64,OFF,2926,2.483235420842732
12,65,OFF,2926,2.409592936079373
12,66,OFF,2926,2.369204151379518
12,67,OFF,2926,2.534798285880104
12,68,OFF,2926,2.456400143483083
12,69,OFF,2926,2.4729901572142063
12,70,OFF,2926,2.540679282716627
12,71,OFF,2926,2.5861598467688967
12,72,OFF,2926,2.532764825639615
12,73,OFF,2926,2.528541121079658
12,74,OFF,2926,2.4759360408009394
12,75,OFF,2926,2.4268658896317192
12,76,OFF,2926,2.478207816588056
12,77,OFF,2926,2.5534044691558297
12,78,OFF,2926,2.604937359385567
12,79,OFF,2926,2.523644586117909
12,80,OFF,2926,2.3640119184742194
12,81,OFF,2926,2.275014185377574
12,82,OFF,2926,2.4933203804831323
12,83,OFF,2926,2.6202493618415432
12,84,OFF,2926,2.240571243985858
12,85,OFF,2926,2.4845191606797905
12,86,OFF,2926,2.597939715211063
12,87,OFF,2926,2.6010780997887046
12,88,OFF,2926,2.445431545422823
12,89,OFF,2926,2.463796701638311
12,90,OFF,2926,2.288453086648796
12,91,OFF,2926,2.4392516544699387
12,92,OFF,2926,2.461248124348488
12,93,OFF,2926,2.508729380004924
12,94,OFF,2926,2.254267198709897
12,95,OFF,2926,2.281331938395875
12,96,OFF,2926,2.395766406112051
12,97,OFF,2926,2.3229053978016827
12,98,OFF,2926,2.486899971666804
