vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
1500,2,750,1195,20.759297387746695,3.268732631876979,90.09305500724984,3.1717032802716503,705.2811099811714,6.429956312762681,7.82836268483089,0.28468684374796094,3867339.971706423,343891.3620248096,43.10672728271873,0.467750304629248,380.0798861983722
1600,2,750,1195,23.931044005720292,3.4367429235786,89.51201984443956,2.9098657248673234,622.8918820909828,6.547402505909762,6.958751273555095,0.2377474441417819,2566270.160791156,318657.9256373261,37.3670523769171,0.5091708048325132,438.46112973366223
1700,2,750,1195,21.248572576207767,2.9139782453631278,73.470243412601,2.7622096974701122,538.9612007039502,5.384254881362667,7.335775351623678,0.2853685887898969,1804198.4193737956,224302.26248948957,32.872414401286214,0.5505414241715441,498.4118233602864
1800,2,750,1195,19.31081528340008,2.4713837684051314,68.17950096436223,2.309155837066861,455.0606004080471,4.456932634008856,6.674448976179945,0.23531753997296342,1274762.9639656818,169956.85167343775,28.59200663684977,0.25647631566908563,573.027287244823
1900,2,750,1195,6.118339802234752,2.1617684902480363,55.931835155910576,2.2208190143554987,383.9336988426806,4.320236524561012,6.864314352862934,0.28328682731221205,1230662.2724363948,150702.79866534917,24.11816468536559,0.4157211870528581,679.3220053738781
2000,2,750,1195,11.810958461678911,2.0024654430212023,56.00463152742815,1.6347645792541634,335.0187739666975,3.434576058448867,5.981983361547924,0.185069292835111,585680.2578336969,93919.44597762612,21.035125434218507,0.23079858156095273,778.8876777196501
2100,2,750,1195,9.997145621530988,2.3888996791762005,55.20488056436913,2.2053116296995583,295.40616078119467,4.341124086143613,5.35108776182841,0.22776909877959192,557855.018691381,124874.89117784919,19.256440964118227,0.29228358588096826,850.8321984591737
2200,2,750,1195,9.67201743534418,2.2295522490102293,48.11771290696036,1.9598573487888942,246.60738351762387,4.237849248457941,5.125085308906098,0.22656599692455942,586824.2929488305,124256.00627615668,16.306967979301206,0.258427682066748,1004.7238714638167
2300,2,750,1195,10.997294637834367,1.91660641547871,47.287108653311385,1.4238562803070174,202.06372925170155,3.2097201644749767,4.273125065293066,0.1454739174207466,201552.17626983498,70265.02735726956,14.384344967423424,0.11795642225725267,1139.0160648333479
2400,2,750,1195,7.963873563430179,0.02541456352049059,43.29837474743771,0.02540509310453487,176.69953679977732,0.044020245810818585,4.080973889446831,0.002601385002140823,289992.83733084856,909.0732336524677,12.634116175441038,0.34595824427382765,1296.806185132935
2500,2,750,1195,-0.6298918888972728,2.474678500515584,38.27783475511599,2.2889584494433315,153.03240823594072,4.943332072169303,3.997937950643546,0.2717220950621921,248414.44558166253,98243.14930502824,11.595142548797226,0.4410791967439595,1413.0054832055107
