Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
4,14,784,30.3808,3.5808,500,87.7912,125,1755.82,127,156,962.181,12.1385,42.0126,389.978,3.26792,0.222893,29.2637,0.134779,0.0524623,2.18999,0.0970605,2.18591,2.46533,78.9547,3157,15001,,
4,15,784,30.3808,3.5808,500,79.7006,125,1594.01,127,156,986.501,12.5007,43.6009,375.772,3.55602,0.304093,26.5669,0.0646512,0.0566686,2.32573,0.104895,2.42232,2.49348,80.728,2891,15001,,
4,14,784,30.3808,3.5808,600,75.298,125,1505.96,127,156,784.347,10.603,36.717,446.223,3.11636,0.217551,25.0993,0.121462,0.0531033,2.09931,0.0917143,2.16193,2.45156,78.2548,3262,15001,,
4,15,784,30.3808,3.5808,600,68.4047,125,1368.09,127,156,820.814,11.0196,37.2657,439.653,3.28129,0.216224,22.8016,0.0952358,0.0496748,2.22592,0.0879409,2.29787,2.5011,79.6214,3057,15001,,
4,14,784,30.3808,3.5808,700,67.0312,125,1340.62,127,156,721.749,12.8219,33.8192,484.458,4.02662,0.269237,22.3437,0.0933015,0.052834,2.18331,0.0895989,2.20439,2.37299,76.4082,3539,15001,,
4,15,784,30.3808,3.5808,700,59.9104,125,1198.21,127,156,1145.54,34.1837,56.1185,291.954,2.18426,0.429297,19.9701,9.09088e-10,0.0214087,1.34744,0.0818035,1.73382,1.48545,79.4547,3082,15001,,
4,14,784,30.3808,3.5808,800,58.5412,125,1170.82,127,156,618.793,6.65681,26.5549,616.987,3.3147,0.191515,19.5137,0.114012,0.0461669,2.18936,0.0775537,2.2498,2.41803,78.6281,3206,15001,,
4,15,784,30.3808,3.5808,800,52.944,125,1058.88,127,156,609.479,8.50632,28.4774,575.332,3.56607,0.219197,17.648,0.079701,0.045151,2.31853,0.0821491,2.39781,2.48649,78.7481,3188,15001,,
4,14,784,30.3808,3.5808,900,50.1491,125,1002.98,127,156,612.477,28.8515,19.9397,821.679,4.41979,-nan,16.7164,7.73779e-10,0.118173,2.414,0.152504,2.59496,2.22363,77.8015,3330,15001,,
4,15,784,30.3808,3.5808,900,45.552,125,911.04,127,156,515.175,5.70252,24.7729,661.368,3.32804,0.182594,15.184,0.13419,0.0449969,2.14562,0.079992,2.19247,2.471,78.8481,3173,15001,,
4,14,784,30.3808,3.5808,1000,42.2644,125,845.289,127,156,464.894,6.3513,19.477,841.195,3.62936,0.206036,14.0881,0.0873349,0.0452339,2.26342,0.0813385,2.30019,2.51224,80.188,2972,15001,,
4,15,784,30.3808,3.5808,1000,38.3545,125,767.089,127,156,456.82,6.96887,19.757,829.276,3.41258,0.210439,12.7848,0.0876186,0.0467944,2.27701,0.0841267,2.34323,2.51195,78.9814,3153,15001,,
4,14,784,30.3808,3.5808,1100,37.102,125,742.04,127,156,398.72,5.64073,17.5206,935.129,3.49555,0.222037,12.3673,0.0826721,0.0472106,2.29758,0.0867074,2.33212,2.50203,77.7148,3343,15001,,
4,15,784,30.3808,3.5808,1100,33.5653,125,671.306,127,156,397.096,7.64716,17.3413,944.798,3.23764,0.22421,11.1884,0.126707,0.0524252,2.21377,0.0895791,2.25369,2.47935,77.9615,3306,15001,,
4,14,784,30.3808,3.5808,1200,33.0205,125,660.41,127,156,359.576,6.47983,15.2976,1071.02,3.65908,0.347452,11.0068,0.06612,0.055722,2.22586,0.114346,2.28014,2.39658,77.6815,3348,15001,,
