Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
4,14,874,33.8818,7.0818,500,87.7912,125,1755.82,127,156,1934.72,10.0882,89.0506,183.985,6.11298,0.361802,29.2637,0.316644,0.0427564,3.00973,0.0723399,3.07225,3.91899,40.404,8940,15001,,
4,15,874,33.8818,7.0818,500,79.7006,125,1594.01,127,156,1939.68,10.0414,94.5397,173.303,6.03461,0.32252,26.5669,0.345064,0.0417499,3.1394,0.0740938,3.11533,3.9609,46.8502,7973,15001,,
4,14,874,33.8818,7.0818,600,75.298,125,1505.96,127,156,1636.01,7.78547,74.3164,220.463,5.87661,0.356749,25.0993,0.321643,0.0422327,2.92753,0.0733076,3.03525,3.95777,40.6706,8900,15001,,
4,15,874,33.8818,7.0818,600,68.4047,125,1368.09,127,156,1663.63,8.8948,77.7078,210.841,5.14173,0.278705,22.8016,0.348902,0.0448975,3.09218,0.0783144,3.08482,3.96853,45.1903,8222,15001,,
4,14,874,33.8818,7.0818,700,67.0312,125,1340.62,127,156,1422.7,6.74772,65.8905,248.655,5.84143,0.336494,22.3437,0.323929,0.0395482,2.96714,0.0698241,3.07467,3.94986,36.7309,9491,15001,,
4,15,874,33.8818,7.0818,700,59.9104,125,1198.21,127,156,1458.01,6.53104,70.5763,232.146,5.39358,0.268562,19.9701,0.32734,0.0396409,3.02992,0.0680324,3.05218,3.91481,44.8303,8276,15001,,
4,14,874,33.8818,7.0818,800,58.5412,125,1170.82,127,156,1272.59,6.37514,59.5899,274.946,6.08368,0.373615,19.5137,0.257606,0.0403774,2.9771,0.0684329,3.17558,3.87979,38.4908,9227,15001,,
4,15,874,33.8818,7.0818,800,52.944,125,1058.88,127,156,1262.95,5.87442,61.3456,267.077,5.5679,0.357394,17.648,0.316164,0.0470934,3.07728,0.0795334,3.12326,3.91167,42.7305,8591,15001,,
4,14,874,33.8818,7.0818,900,50.1491,125,1002.98,127,156,1071.98,5.68151,48.3529,338.842,6.04333,0.356912,16.7164,0.327153,0.0395242,2.89338,0.0707462,3.04153,3.88156,39.344,9099,15001,,
4,15,874,33.8818,7.0818,900,45.552,125,911.04,127,156,1086.88,5.09299,52.6384,311.255,6.37729,0.387597,15.184,0.279756,0.0402891,3.01151,0.0696052,3.17586,3.90767,42.8571,8572,15001,,
4,14,874,33.8818,7.0818,1000,42.2644,125,845.289,127,156,917.782,4.86626,41.6094,393.757,6.16296,0.379634,14.0881,0.250254,0.0421064,2.97988,0.0713677,3.12483,3.85519,41.4572,8782,15001,,
4,15,874,33.8818,7.0818,1000,38.3545,125,767.089,127,156,903.838,4.53357,44.511,368.089,5.88345,0.459287,12.7848,0.262322,0.0504434,3.10787,0.0857015,3.239,3.99871,44.1837,8373,15001,,
4,14,874,33.8818,7.0818,1100,37.102,125,742.04,127,156,785.12,3.77541,36.1272,453.508,5.94605,0.318756,12.3673,0.255938,0.0404387,2.93981,0.0664453,3.08276,3.87272,38.6241,9207,15001,,
4,15,874,33.8818,7.0818,1100,33.5653,125,671.306,127,156,775.261,3.9051,37.3148,439.075,5.53444,0.332389,11.1884,0.297687,0.0432597,3.06104,0.0747531,3.14599,3.95948,42.5905,8612,15001,,
4,14,874,33.8818,7.0818,1200,33.0205,125,660.41,127,156,705.718,3.52468,32.192,508.946,6.05615,0.335339,11.0068,0.311614,0.038911,3.04402,0.0660984,3.11714,3.88478,38.6308,9206,15001,,
4,15,874,33.8818,7.0818,1200,30.1576,125,603.152,127,156,708.139,3.57133,32.9379,497.422,5.6455,0.317023,10.0525,0.338767,0.0430703,3.11468,0.0755032,3.11522,3.9247,40.8839,8868,15001,,
4,14,874,33.8818,7.0818,1300,29.0743,125,581.486,127,156,619.283,2.57062,27.9803,585.555,5.40268,0.270603,9.69144,0.291399,0.0378253,2.90973,0.0641047,3.04689,3.85055,36.5776,9514,15001,,
4,15,874,33.8818,7.0818,1300,25.9488,125,518.976,127,156,602.67,2.9816,28.3396,578.131,4.77716,0.245056,8.6496,0.31022,0.041023,3.05261,0.0707596,3.09146,3.91624,42.0105,8699,15001,,
4,14,874,33.8818,7.0818,1400,24.0539,125,481.077,127,156,503.11,2.57264,22.8467,717.127,5.06565,0.243495,8.01796,0.286087,0.0393146,2.93124,0.0651014,3.05295,3.89465,37.7641,9336,15001,,
4,15,874,33.8818,7.0818,1400,22.8167,125,456.333,127,156,509.952,2.76947,24.1544,678.303,5.08556,0.229577,7.60555,0.296624,0.0379347,2.99592,0.0638134,3.10865,3.95559,35.6843,9648,15001,,
4,14,874,33.8818,7.0818,1500,20.7931,125,415.862,127,156,438.252,2.01309,19.4319,843.151,4.87591,0.222,6.93104,0.344447,0.0381596,3.02637,0.068445,3.05253,3.89933,37.3375,9400,15001,,
4,15,874,33.8818,7.0818,1500,18.9859,125,379.717,127,156,436.7,2.50985,20.9287,782.85,4.52605,0.217085,6.32862,0.319927,0.042925,3.0813,0.0753922,3.11173,3.92717,46.3302,8051,15001,,
4,14,874,33.8818,7.0818,1600,19.3355,125,386.71,127,156,384.664,2.22869,17.3159,946.181,5.26078,0.254494,6.44517,0.346163,0.0398011,2.99314,0.0681785,3.01025,3.89378,30.0113,10499,15001,,
4,15,874,33.8818,7.0818,1600,16.7714,125,335.427,127,156,376.953,1.9716,17.518,935.267,5.10627,0.254543,5.59045,0.295231,0.0400737,2.99739,0.0663141,3.09334,3.91313,39.8707,9020,15001,,
4,14,874,33.8818,7.0818,1700,16.1804,125,323.607,127,156,339.134,2.0322,14.7709,1109.21,4.59241,0.216414,5.39345,0.290304,0.0401553,2.90667,0.0675167,3.01509,3.83024,38.6908,9197,15001,,
4,15,874,33.8818,7.0818,1700,14.8355,125,296.711,127,156,328.403,1.93479,15.3819,1065.14,4.43259,0.189493,4.94518,0.344777,0.0430678,3.08003,0.0738965,3.02201,3.90425,40.9106,8864,15001,,
4,14,874,33.8818,7.0818,1800,13.8647,125,277.295,127,156,276.403,1.97419,12.4583,1315.11,4.43254,0.188677,4.62158,0.312681,0.0379804,2.96343,0.0668531,3.0678,3.92329,35.591,9662,15001,,
4,15,874,33.8818,7.0818,1800,13.061,125,261.219,127,156,273.316,1.59234,12.5851,1301.86,3.96168,0.159927,4.35366,0.283009,0.0373275,2.94396,0.0647265,3.09138,3.92955,33.8777,9919,15001,,
4,14,874,33.8818,7.0818,1900,13.0865,125,261.73,127,156,244.222,2.06323,10.0153,1635.89,3.98885,0.184902,4.36216,0.325026,0.041052,2.96853,0.0733853,3.04605,3.97496,30.3113,10454,15001,,
4,15,874,33.8818,7.0818,1900,11.7185,125,234.369,127,156,233.078,1.67671,10.3873,1577.32,4.18923,0.197769,3.90615,0.306635,0.0428786,3.11216,0.073985,3.16078,3.89806,29.818,10528,15001,,
4,14,874,33.8818,7.0818,2000,10.9718,125,219.436,127,156,204.843,1.85086,8.63053,1898.38,3.51591,0.168394,3.65727,0.321598,0.0463649,2.98636,0.0792632,3.02411,3.93054,35.6243,9657,15001,,
4,15,874,33.8818,7.0818,2000,10.2662,125,205.325,127,156,198.894,1.93524,8.79946,1861.93,3.55469,0.160684,3.42208,0.338158,0.0439778,2.96076,0.0807473,3.01512,3.95838,32.8978,10066,15001,,
4,14,874,33.8818,7.0818,2100,10.6612,125,213.224,127,156,181.692,1.56039,7.41875,2208.46,3.57911,0.15574,3.55373,0.29706,0.0410468,2.95416,0.0708808,3.09116,3.90321,27.1249,10932,15001,,
4,15,874,33.8818,7.0818,2100,9.64337,125,192.867,127,156,179.296,1.8333,7.13057,2297.71,3.18093,0.165129,3.21446,0.329366,0.0505044,3.04112,0.0918249,3.08176,3.99603,27.4648,10881,15001,,
4,14,874,33.8818,7.0818,2200,9.42339,125,188.468,127,156,156.375,1.97554,6.44956,2540.33,3.09389,0.158717,3.14113,0.322191,0.0493374,2.98075,0.0904172,3.0139,3.77402,24.6717,11300,15001,,
4,15,874,33.8818,7.0818,2200,8.51392,125,170.278,127,156,148.877,2.37277,6.05898,2704.09,3.0742,0.190533,2.83797,0.270298,0.0583259,3.05857,0.100429,3.16664,3.9021,29.4914,10577,15001,,
