Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
4,14,810,31.3922,4.5922,500,87.7912,125,1755.82,127,156,1216.15,15.6842,56.4373,290.304,4.37142,0.280296,29.2637,0.168297,0.0511793,2.49149,0.0856954,2.53905,2.92996,79.3547,3097,15001,,
4,15,810,31.3922,4.5922,500,79.7006,125,1594.01,127,156,1246.79,12.1523,58.6699,279.257,3.83376,0.238234,26.5669,0.187035,0.0559116,2.58501,0.0958209,2.57358,3.05559,81.3946,2791,15001,,
4,14,810,31.3922,4.5922,600,75.298,125,1505.96,127,156,1044.08,12.0715,47.1798,347.267,4.08854,0.261392,25.0993,0.152196,0.0476413,2.35919,0.0836757,2.46081,2.90497,79.6814,3048,15001,,
4,15,810,31.3922,4.5922,600,68.4047,125,1368.09,127,156,1027.37,5.35081,49.2622,332.588,4.83951,0.325823,22.8016,0.146073,0.0486644,2.54588,0.0783328,2.70141,3.00328,80.9679,2855,15001,,
4,14,810,31.3922,4.5922,700,67.0312,125,1340.62,127,156,900.223,8.42698,39.6733,412.973,4.63375,0.248432,22.3437,0.185904,0.043471,2.49158,0.0738307,2.50056,2.9697,76.7416,3489,15001,,
4,15,810,31.3922,4.5922,700,59.9104,125,1198.21,127,156,898.556,9.15225,41.9171,390.867,4.02068,0.247153,19.9701,0.166871,0.050563,2.4577,0.0903518,2.49134,3.07927,79.848,3023,15001,,
4,14,810,31.3922,4.5922,800,58.5412,125,1170.82,127,156,812.646,7.87305,37.091,441.725,3.74255,0.20752,19.5137,0.152575,0.0483179,2.4349,0.0828622,2.49009,2.95286,79.0281,3146,15001,,
4,15,810,31.3922,4.5922,800,52.944,125,1058.88,127,156,786.681,8.41237,36.0687,454.245,4.24796,0.253078,17.648,0.198058,0.0503461,2.57346,0.0839411,2.61764,3.10856,79.9747,3004,15001,,
4,14,810,31.3922,4.5922,900,50.1491,125,1002.98,127,156,690.125,6.61576,30.9974,528.561,3.96108,0.21622,16.7164,0.197639,0.0456294,2.37475,0.0781383,2.41979,2.93394,78.2281,3266,15001,,
4,15,810,31.3922,4.5922,900,45.552,125,911.04,127,156,689.416,7.08012,32.606,502.484,3.94589,0.240692,15.184,0.198242,0.0520734,2.55217,0.0881121,2.52077,2.99627,78.7481,3188,15001,,
4,14,810,31.3922,4.5922,1000,42.2644,125,845.289,127,156,591.045,7.82122,25.0667,653.616,3.90518,0.254177,14.0881,0.139948,0.051653,2.50593,0.088876,2.54548,2.92533,80.8479,2873,15001,,
4,15,810,31.3922,4.5922,1000,38.3545,125,767.089,127,156,573.23,7.15264,27.3432,599.199,4.27691,0.281542,12.7848,0.144944,0.0499506,2.62079,0.089108,2.67016,3.03785,80.0147,2998,15001,,
4,14,810,31.3922,4.5922,1100,37.102,125,742.04,127,156,493.648,6.91986,21.7013,754.978,4.70752,0.287355,12.3673,0.187916,0.0501647,2.4629,0.0835726,2.50826,3.02319,78.4081,3239,15001,,
4,15,810,31.3922,4.5922,1100,33.5653,125,671.306,127,156,491.407,4.23577,24.2181,676.519,4.01756,0.232839,11.1884,0.138607,0.0493982,2.55287,0.0893755,2.58043,3.03964,79.2214,3117,15001,,
4,14,810,31.3922,4.5922,1200,33.0205,125,660.41,127,156,453.161,6.0306,19.8051,827.26,4.22948,0.239161,11.0068,0.176149,0.0488913,2.44432,0.0828362,2.44833,2.9654,78.3014,3255,15001,,
4,15,810,31.3922,4.5922,1200,30.1576,125,603.152,127,156,443.352,5.08236,20.5923,795.638,3.83793,0.212142,10.0525,0.175179,0.0486657,2.53286,0.0809629,2.57061,3.0799,78.3148,3253,15001,,
4,14,810,31.3922,4.5922,1300,29.0743,125,581.486,127,156,394.809,5.42705,16.4534,995.785,3.71122,0.22533,9.69144,0.108599,0.048618,2.4941,0.0885385,2.51939,2.95719,76.8815,3468,15001,,
4,15,810,31.3922,4.5922,1300,25.9488,125,518.976,127,156,371.414,3.85779,17.8556,917.583,3.76381,0.216443,8.6496,0.21698,0.0527096,2.48815,0.0848158,2.50582,3.11331,78.6148,3208,15001,,
4,14,810,31.3922,4.5922,1400,24.0539,125,481.077,127,156,319.709,3.03476,14.622,1120.5,3.44494,0.195789,8.01796,0.153246,0.0497866,2.40448,0.0832611,2.47419,2.9406,76.8615,3471,15001,,
4,15,810,31.3922,4.5922,1400,22.8167,125,456.333,127,156,318.767,3.7184,14.2067,1153.26,4.01955,0.268441,7.60555,0.124817,0.049488,2.6682,0.0868511,2.74291,3.11483,73.3484,3998,15001,,
4,14,810,31.3922,4.5922,1500,20.7931,125,415.862,127,156,282.797,3.52601,12.9484,1265.33,3.66548,0.221312,6.93104,0.162478,0.049789,2.45644,0.0836779,2.49646,2.89393,77.3682,3395,15001,,
4,15,810,31.3922,4.5922,1500,18.9859,125,379.717,127,156,269.151,5.34507,13.453,1217.87,3.43244,0.241094,6.32862,0.173798,0.0605335,2.50904,0.09911,2.59621,3.02026,81.3679,2795,15001,,
4,14,810,31.3922,4.5922,1600,19.3355,125,386.71,127,156,235.942,3.97998,10.163,1612.12,3.73171,0.238254,6.44517,0.196408,0.0524167,2.52855,0.0842734,2.59319,3.09767,71.6552,4252,15001,,
4,15,810,31.3922,4.5922,1600,16.7714,125,335.427,127,156,261.436,5.47988,9.24009,1773.14,4.11545,0.458173,5.59045,0.080304,0.112982,3.37551,0.23635,3.14189,2.88482,77.0815,3438,15001,,
4,14,810,31.3922,4.5922,1700,16.1804,125,323.607,127,156,203.299,3.41135,9.00537,1819.36,3.38612,0.247481,5.39345,0.162132,0.0630232,2.60742,0.100338,2.6634,3.10279,78.4948,3226,15001,,
4,15,810,31.3922,4.5922,1700,14.8355,125,296.711,127,156,201.755,2.94215,9.35908,1750.6,3.1413,0.230637,4.94518,0.129385,0.0597843,2.52341,0.100718,2.63604,3.03044,77.6548,3352,15001,,
4,15,810,31.3922,4.5922,1800,13.061,125,261.219,127,156,317.231,81.2598,9.89249,1656.21,2.3737,1.81091,4.35366,4.90313e-12,0.149146,2.14886,0.397495,3.2908,1.82302,72.8218,4077,15001,,
4,15,810,31.3922,4.5922,1900,11.7185,125,234.369,127,156,160.515,6.55506,4.86221,3369.66,4.49136,1.32422,3.90615,0.0647638,0.0964288,3.69139,0.192518,3.50526,2.92395,68.5621,4716,15001,,
4,14,810,31.3922,4.5922,2000,10.9718,125,219.436,127,156,125.824,3.37502,5.11057,3205.91,3.20737,0.295062,3.65727,0.21571,0.0850462,2.62965,0.130914,2.64157,3.15311,76.2149,3568,15001,,
4,15,810,31.3922,4.5922,2000,10.2662,125,205.325,127,156,146.132,4.43322,5.98013,2739.74,2.51363,0.809656,3.42208,0.0859679,0.132706,2.41316,0.249155,2.57554,2.58124,72.6685,4100,15001,,
4,14,810,31.3922,4.5922,2100,10.6612,125,213.224,127,156,130.649,9.84119,3.82275,4285.92,3.16262,0.681547,3.55373,0.0134218,0.799986,2.88711,0.277995,2.97239,2.92556,68.6821,4698,15001,,
4,15,810,31.3922,4.5922,2100,9.64337,125,192.867,127,156,107.061,2.42335,5.38194,3044.26,2.27393,0.14121,3.21446,0.260046,0.0606836,2.30952,0.104468,2.33551,3.02206,66.8489,4973,15001,,
4,14,810,31.3922,4.5922,2200,9.42339,125,188.468,127,156,94.5306,1.95909,2.56549,6386.32,7.71938,28.83,3.14113,5.34449e-09,0.628276,4.35879,0.196152,5.10136,3.36114,66.2956,5056,15001,,
4,15,810,31.3922,4.5922,2300,7.82269,125,156.454,127,156,78.7723,10.3039,2.11669,7740.37,5.44216,3.31031,2.60756,1.80272e-09,0.725162,5.88806,1.22828,4.95204,3.21941,20.0853,11988,15001,,
4,14,810,31.3922,4.5922,2400,7.53719,125,150.744,127,156,72.6786,3.29461,2.10181,7795.17,2.46039,-nan,2.5124,0.0464409,0.0983946,2.91782,0.151895,3.04501,2.99094,22.8318,11576,15001,,
4,15,810,31.3922,4.5922,2400,7.51823,125,150.365,127,156,64.5457,1.59484,2.20477,7431.17,2.0551,0.130798,2.50608,0.088386,0.0840685,2.77222,0.108899,2.90579,3.3773,15.6323,12656,15001,,
4,14,810,31.3922,4.5922,2500,7.17741,125,143.548,127,156,61.9305,11.1744,1.8668,8776.51,4.25473,1.74336,2.39247,4.37821e-10,0.0619467,4.91828,0.38691,4.64046,2.94811,17.7255,12342,15001,,
4,15,810,31.3922,4.5922,2500,7.14896,125,142.979,127,156,80.649,9.85736,2.40817,6803.5,2.23165,0.378285,2.38299,8.58839e-09,0.161037,2.96923,0.351723,3.23486,2.48487,20.7653,11886,15001,,
