Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
3,12,810,31.3922,4.4922,500,77.1,125,1542,126,150,1102.24,8.27532,59.2423,276.559,4.32173,0.180467,25.7,0.180587,0.0332216,1.81741,0.0572825,1.8511,2.22297,71.5486,4268,15001,,
3,13,810,31.3922,4.4922,500,76.2043,125,1524.09,126,150,1101.16,7.907,58.5695,279.736,4.42836,0.195872,25.4014,0.143932,0.0335439,1.99774,0.0612006,2.04335,2.34448,74.815,3778,15001,,
3,12,810,31.3922,4.4922,600,66.317,125,1326.34,126,150,940.201,6.44657,49.0222,334.216,4.25439,0.181173,22.1057,0.122277,0.0307119,1.91592,0.0589374,1.95109,2.2426,70.8686,4370,15001,,
3,13,810,31.3922,4.4922,600,65.9695,125,1319.39,126,150,935.727,6.54647,53.0829,308.649,4.08481,0.173994,21.9898,0.111892,0.0325176,1.94401,0.0618773,1.99287,2.31173,72.6152,4108,15001,,
3,12,810,31.3922,4.4922,700,57.9402,125,1158.8,126,150,811.814,5.54093,42.5065,385.447,4.14855,0.169922,19.3134,0.106169,0.0290968,1.89977,0.054123,1.95023,2.15427,70.1553,4477,15001,,
3,13,810,31.3922,4.4922,700,57.6788,125,1153.58,126,150,819.73,6.09047,45.1559,362.832,4.40184,0.171129,19.2263,0.176945,0.0321708,1.93685,0.055599,1.94899,2.30653,72.9085,4064,15001,,
3,12,810,31.3922,4.4922,800,51.4598,125,1029.2,126,150,728.721,5.16999,36.4119,449.962,4.06166,0.166687,17.1533,0.155382,0.0317855,1.81619,0.0541032,1.86934,2.21511,70.042,4494,15001,,
3,13,810,31.3922,4.4922,800,50.8485,125,1016.97,126,150,724.581,5.39494,39.4505,415.305,4.5638,0.219823,16.9495,0.13047,0.0341473,1.91635,0.0657157,1.96005,2.27593,74.675,3799,15001,,
3,12,810,31.3922,4.4922,900,44.3087,125,886.175,126,150,618.667,4.01435,32.0696,510.888,4.48365,0.17641,14.7696,0.136604,0.0294504,1.89193,0.0535593,1.95024,2.25999,69.8553,4522,15001,,
3,13,810,31.3922,4.4922,900,43.6215,125,872.431,126,150,615.224,3.80301,35.4702,461.909,4.55646,0.180589,14.5405,0.168009,0.0317951,1.92266,0.0556102,1.97519,2.31837,73.0418,4044,15001,,
3,12,810,31.3922,4.4922,1000,37.5588,125,751.177,126,150,531.006,3.87397,27.5681,594.31,4.21798,0.16643,12.5196,0.149031,0.03126,1.86383,0.0536411,1.92441,2.17131,72.3152,4153,15001,,
3,13,810,31.3922,4.4922,1000,36.9329,125,738.658,126,150,531.809,3.86366,28.7121,570.63,4.22059,0.19186,12.311,0.121357,0.0315103,1.90553,0.0613522,1.97643,2.26425,73.7951,3931,15001,,
3,12,810,31.3922,4.4922,1100,32.7559,125,655.117,126,150,451.618,3.13494,23.6433,692.967,4.42937,0.171788,10.9186,0.169592,0.0316469,1.7732,0.0542229,1.82106,2.1895,70.0687,4490,15001,,
3,13,810,31.3922,4.4922,1100,32.2377,125,644.753,126,150,449.198,3.34408,24.994,655.516,4.38066,0.165597,10.7459,0.156897,0.0309698,1.95988,0.0531934,2.00657,2.31044,71.2086,4319,15001,,
3,12,810,31.3922,4.4922,1200,29.0339,125,580.678,126,150,399.141,3.42713,20.3189,806.344,4.1499,0.178351,9.67796,0.130209,0.0320545,1.8893,0.0582656,1.9339,2.21975,69.262,4611,15001,,
3,13,810,31.3922,4.4922,1200,28.8744,125,577.489,126,150,411.3,3.11119,21.7294,754,4.03773,0.164741,9.62481,0.131294,0.0325496,1.90836,0.0574138,1.95107,2.22673,72.4952,4126,15001,,
3,12,810,31.3922,4.4922,1300,25.4455,125,508.909,126,150,349.98,3.18765,18.4688,887.118,4.03918,0.15775,8.48182,0.157854,0.0305352,1.89305,0.051383,1.95583,2.23333,68.4421,4734,15001,,
3,13,810,31.3922,4.4922,1300,24.9991,125,499.981,126,150,345.135,2.63361,18.9157,866.158,4.2767,0.173149,8.33302,0.135265,0.0309615,1.94404,0.0579319,1.98607,2.30367,71.2086,4319,15001,,
3,12,810,31.3922,4.4922,1400,21.6392,125,432.785,126,150,295.138,2.11842,15.575,1051.94,3.7029,0.152826,7.21308,0.188648,0.0335972,1.84027,0.05741,1.86888,2.24243,67.6155,4858,15001,,
3,13,810,31.3922,4.4922,1400,21.0374,125,420.748,126,150,285.308,2.41886,16.0406,1021.41,3.80875,0.151752,7.01247,0.15091,0.0332083,1.90419,0.0574498,1.93321,2.26974,70.6953,4396,15001,,
3,12,810,31.3922,4.4922,1500,19.3435,125,386.87,126,150,243.527,1.84374,12.2633,1336.02,4.20194,0.144935,6.44783,0.179574,0.0278757,1.87119,0.0475584,1.91025,2.26541,59.0761,6139,15001,,
