Year/Month/Day Hour:Minute:Second.Millisecond,NP02_DCS_01:XE_KG.,
Year/Month/Day Hour:Minute:Second.Millisecond,Xenon bottle,
2026/04/19 13:57:23.000,19.920000076294,
2026/04/19 17:29:44.000,19.930000305176,
2026/04/19 20:24:33.000,19.920000076294,
2026/04/19 22:01:38.000,19.909999847412,
2026/04/19 22:46:54.000,19.89999961853,
2026/04/19 23:39:33.000,19.889999389648,
2026/04/20 02:01:57.000,19.879999160767,
2026/04/20 05:18:31.000,19.860000610352,
2026/04/20 10:07:23.000,19.870000839233,
2026/04/20 12:51:56.000,19.889999389648,
2026/04/20 15:14:14.000,19.89999961853,
2026/04/20 16:47:35.000,19.909999847412,
2026/04/20 18:01:34.000,19.920000076294,
2026/04/20 21:01:31.000,19.909999847412,
2026/04/20 22:39:45.000,19.89999961853,
2026/04/20 23:59:13.000,19.889999389648,
2026/04/21 02:42:04.000,19.879999160767,
2026/04/21 06:23:04.000,19.860000610352,
2026/04/21 09:09:53.000,19.870000839233,
2026/04/21 10:45:35.000,19.860000610352,
2026/04/21 10:54:41.000,19.85000038147,
2026/04/21 11:18:40.000,19.840000152588,
2026/04/21 11:58:54.000,19.829999923706,
2026/04/21 13:00:56.000,19.840000152588,
2026/04/21 13:39:36.000,19.85000038147,
2026/04/21 15:08:19.000,19.860000610352,
2026/04/21 15:54:53.000,19.870000839233,
2026/04/21 16:55:00.000,19.889999389648,
2026/04/21 17:57:49.000,19.89999961853,
2026/04/21 21:11:44.000,19.889999389648,
2026/04/21 23:35:53.000,19.879999160767,
2026/04/22 03:33:03.000,19.860000610352,
2026/04/22 05:03:06.000,19.85000038147,
2026/04/22 08:48:43.000,19.860000610352,
2026/04/22 09:26:09.000,19.85000038147,
2026/04/22 09:36:02.000,19.840000152588,
2026/04/22 09:40:45.000,19.829999923706,
2026/04/22 09:47:28.000,19.819999694824,
2026/04/22 10:07:13.000,19.809999465942,
2026/04/22 10:25:15.000,19.799999237061,
2026/04/22 12:26:22.000,19.809999465942,
2026/04/22 12:43:18.000,19.819999694824,
2026/04/22 13:50:37.000,19.829999923706,
2026/04/22 14:30:08.000,19.840000152588,
2026/04/22 15:08:03.000,19.85000038147,
2026/04/22 17:41:45.000,19.860000610352,
2026/04/22 18:29:17.000,19.870000839233,
2026/04/22 20:33:35.000,19.860000610352,
2026/04/22 20:57:48.000,19.85000038147,
2026/04/22 21:45:20.000,19.840000152588,
2026/04/22 22:10:33.000,19.829999923706,
2026/04/22 22:56:27.000,19.819999694824,
2026/04/23 00:04:14.000,19.809999465942,
2026/04/23 00:29:02.000,19.799999237061,
2026/04/23 00:59:38.000,19.780000686646,
2026/04/23 01:24:08.000,19.770000457764,
2026/04/23 01:33:27.000,19.760000228882,
2026/04/23 01:48:00.000,19.75,
2026/04/23 02:20:02.000,19.739999771118,
2026/04/23 02:40:48.000,19.729999542236,
2026/04/23 03:43:17.000,19.719999313354,
2026/04/23 04:04:14.000,19.709999084473,
2026/04/23 05:49:03.000,19.690000534058,
2026/04/23 06:12:55.000,19.680000305176,
2026/04/23 07:49:19.000,19.690000534058,
2026/04/23 07:58:18.000,19.700000762939,
2026/04/23 08:35:56.000,19.719999313354,
2026/04/23 08:45:26.000,19.729999542236,
2026/04/23 08:59:13.000,19.739999771118,
2026/04/23 09:05:56.000,19.75,
2026/04/23 09:20:44.000,19.760000228882,
2026/04/23 09:30:11.000,19.770000457764,
2026/04/23 09:40:48.000,19.780000686646,
2026/04/23 10:19:45.000,19.790000915527,
2026/04/23 11:52:24.000,19.809999465942,
2026/04/23 12:24:33.000,19.819999694824,
2026/04/23 13:28:29.000,19.829999923706,
2026/04/23 14:02:47.000,19.840000152588,
