Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
2,2,1195,46.5295,5.02953,1500,20.8734,121,417.467,123,144,539.59,4.41312,34.1137,480.276,7.7137,0.284886,6.95779,0.155657,0.0373172,0.998882,0.0426581,1.13846,1.2169,44.2511,2788,5001,,
2,3,1195,46.5295,4.92953,1500,20.7757,121,415.514,123,144,515.557,5.03809,32.2544,507.962,6.67205,0.41978,6.92524,0.0722677,0.0442057,1.30039,0.0700924,1.39699,1.5518,45.091,2746,5001,,
2,2,1195,46.5295,5.02953,1600,18.7177,121,374.354,123,144,476.703,4.17424,28.82,568.493,7.10737,0.263571,6.23923,0.159347,0.0465657,0.992652,0.0459448,1.12434,1.28498,42.7914,2861,5001,,
2,3,1195,46.5295,4.92953,1600,18.1399,121,362.797,123,144,446.126,5.32586,27.8123,589.092,6.70252,0.298571,6.04662,0.134091,0.0423604,1.30256,0.0544392,1.39572,1.57649,47.7704,2612,5001,,
2,2,1195,46.5295,5.02953,1700,16.0345,121,320.689,123,144,401.262,4.31496,25.0031,655.28,6.53073,0.290118,5.34482,0.145556,0.0371529,1.0524,0.0497518,1.11995,1.28068,46.9306,2654,5001,,
2,3,1195,46.5295,4.92953,1700,16.1745,121,323.491,123,144,395.342,4.67782,25.6915,637.721,5.95301,0.272436,5.39151,0.0835596,0.0380564,1.25718,0.0565264,1.35137,1.54923,46.5107,2675,5001,,
2,2,1195,46.5295,5.02953,1800,13.7254,121,274.507,123,144,334.475,4.35922,21.5361,760.769,6.83859,0.262235,4.57512,0.198147,0.0405378,1.05949,0.0485468,1.12949,1.33074,46.9106,2655,5001,,
2,3,1195,46.5295,4.92953,1800,14.1445,121,282.889,123,144,328.268,3.30168,20.5342,797.887,5.93987,0.266122,4.71482,0.126263,0.0415505,1.31975,0.058012,1.37917,1.58187,45.9308,2704,5001,,
2,2,1195,46.5295,5.02953,1900,12.1601,121,243.201,123,144,286.894,2.69687,18.4186,889.535,5.84758,0.236494,4.05336,0.167106,0.0347313,0.992419,0.0454351,1.08607,1.25928,44.3911,2781,5001,,
2,3,1195,46.5295,4.92953,1900,12.0018,121,240.035,123,144,279.257,2.57392,17.3446,944.619,5.80739,0.264535,4.00059,0.165838,0.0397408,1.25872,0.0552085,1.30283,1.52192,46.3907,2681,5001,,
2,2,1195,46.5295,5.02953,2000,10.7873,121,215.746,123,144,248.823,2.43311,15.4543,1060.16,5.42812,0.173278,3.59577,0.101723,0.0307048,1.01584,0.0411908,1.09756,1.30735,43.7512,2813,5001,,
2,3,1195,46.5295,4.92953,2000,10.789,121,215.78,123,144,237.667,3.01478,14.9355,1096.99,5.31711,0.226151,3.59634,0.0936034,0.0393838,1.24807,0.0551153,1.33291,1.52689,45.5509,2723,5001,,
2,2,1195,46.5295,5.02953,2100,9.85856,121,197.171,123,144,220.223,2.54646,13.61,1203.82,5.0462,0.181284,3.28619,0.127568,0.0348003,1.00411,0.0414518,1.11261,1.29269,42.4515,2878,5001,,
2,3,1195,46.5295,4.92953,2100,9.89398,121,197.88,123,144,217.821,1.95259,13.0141,1258.95,5.07104,0.228076,3.29799,0.128408,0.0379933,1.28976,0.0531262,1.3581,1.51029,43.6913,2816,5001,,
2,2,1195,46.5295,5.02953,2200,9.18095,121,183.619,123,144,192.464,2.09063,11.8521,1382.37,4.64654,0.198128,3.06032,0.188295,0.0389377,1.0175,0.0477459,1.06101,1.24565,38.5523,3073,5001,,
2,3,1195,46.5295,4.92953,2200,8.81907,121,176.381,123,144,181.085,2.25024,11.033,1485,4.64978,0.201327,2.93969,0.115115,0.0392455,1.30044,0.0559532,1.37629,1.56029,43.3313,2834,5001,,
2,2,1195,46.5295,5.02953,2300,7.93298,121,158.66,123,144,151.353,2.1181,9.4166,1739.91,4.21972,0.144073,2.64433,0.17334,0.0372754,1.01472,0.0438966,1.06728,1.27842,39.6721,3017,5001,,
2,3,1195,46.5295,4.92953,2300,7.96283,121,159.257,123,144,151.381,1.94057,9.75494,1679.56,4.03772,0.169406,2.65428,0.139885,0.0397484,1.26594,0.0526045,1.32208,1.54698,41.1718,2942,5001,,
2,2,1195,46.5295,5.02953,2400,7.43959,121,148.792,123,144,134.702,1.91084,8.42981,1943.58,4.08474,0.171333,2.47986,0.121918,0.0410794,1.02516,0.0500319,1.08297,1.21631,38.4523,3078,5001,,
2,3,1195,46.5295,4.92953,2400,7.64209,121,152.842,123,144,134.342,1.72749,8.67436,1888.78,3.5781,0.14321,2.54736,0.166448,0.0408618,1.25295,0.0525565,1.29323,1.53959,38.6723,3067,5001,,
2,2,1195,46.5295,5.02953,2500,7.05626,121,141.125,123,144,117.791,2.44201,7.4419,2201.59,3.77254,0.133365,2.35209,0.188359,0.0420398,1.00906,0.0473334,1.0653,1.28805,36.7926,3161,5001,,
