Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty,ThresholdFitCalibrated
31649,10441,1800,HPK,7.6,148.2,3.42,250,230,257,43251.00743407493,677.7856084755582,50825.60414464161,975.7928976420978,1.2289930119366792,0.009136250666214374,0.3388477011756742,0.005958941083196917,0.9981181208930442,0.0008424498195016006,1.2763981425398665,1.452453058752262,1.1071473044913478,1.0969120931605674
31651,10441,2200,HPK,7.6,148.2,3.42,250,234,254,40110.12912501344,648.8817224839095,51323.29677751907,974.805414429192,,,,,,,,1.5831507903617292,1.1952237153133036,1.0969120931605674
31654,10441,2800,HPK,7.6,148.2,3.42,250,236,252,39375.828832359766,642.5763507221551,51454.242640896584,975.5344874551222,,,,,,,,,,1.0969120931605674
31656,10441,3400,HPK,7.6,148.2,3.42,250,236,250,39413.49745307337,656.0720460768833,54087.821980489556,1020.7066442568264,,,,,,,,,,1.0969120931605674
31658,10441,4000,HPK,7.6,148.2,3.42,250,237,250,40567.65209181566,651.9468611577156,55900.30800053339,1016.3692363733344,,,,,,,,,,1.0969120931605674
31675,10441,1400,HPK,7.6,148.2,3.42,300,227,263,38369.59769646592,638.0769182410471,38423.07076133452,848.0034046777845,,,,,,,,,,1.2594729097455413
31677,10441,1800,HPK,7.6,148.2,3.42,300,226,257,31369.30621379673,573.7754418963057,38909.53204309177,848.6715661096014,1.466917321620777,0.009670273263799545,0.36955041095808416,0.006283685936993244,0.9985883073850838,0.0010809105219478643,1.677429491354086,1.6320935591553267,1.267495354679481,1.2594729097455413
31679,10441,2200,HPK,7.6,148.2,3.42,300,232,255,27929.095096478588,541.6237454638587,39312.27746509099,853.4056515923673,,,,,,,1.5136520131339717,1.6578093477181595,1.2848735795332462,1.2594729097455413
31682,10441,2800,HPK,7.6,148.2,3.42,300,234,251,28356.922713458836,545.3254367972853,42635.13469521113,888.0392768665201,,,,,,,,,,1.2594729097455413
31684,10441,3400,HPK,7.6,148.2,3.42,300,236,250,27446.276412386014,537.3365632255383,42323.24284880067,886.168470053146,,,,,,,,,,1.2594729097455413
31686,10441,4000,HPK,7.6,148.2,3.42,300,236,250,26254.134415732657,527.94131062492,40277.109509397465,868.4365444947823,,,,,,,,,,1.2594729097455413
31948,10441,1400,HPK,7.6,148.2,3.42,350,225,273,18233.819091919213,440.42527360695436,18613.27498772124,590.9720718325168,,,,,,,,,,1.4220337263305152
31949,10441,1800,HPK,7.6,148.2,3.42,350,226,260,13541.1641225512,378.63497659289965,20354.30381857197,616.5140860454171,1.5211266743617533,0.010506500408235864,0.2901937899957753,0.007610130291226758,0.9879205846421636,0.0030340358305641635,1.5473609827111556,1.5915712965029025,1.3897004071762364,1.4220337263305152
31950,10441,2200,HPK,7.6,148.2,3.42,350,231,255,11297.244469103638,343.92346255406017,20535.258151832677,615.8114692125167,,,,,,,1.5577526493399128,1.4869457107335533,1.324959763528721,1.4220337263305152
31951,10441,2800,HPK,7.6,148.2,3.42,350,234,252,10741.925757169658,335.35784177430156,20589.88639553264,616.6184521230297,,,,,,,,,,1.4220337263305152
31952,10441,3400,HPK,7.6,148.2,3.42,350,236,251,11200.874283144047,342.260820692003,20530.612859269124,615.3955217074902,,,,,,,0.0,,,1.4220337263305152
31953,10441,4000,HPK,7.6,148.2,3.42,350,235,250,11491.812955134617,347.44005703429264,22177.351221655234,641.0067447311725,,,,,,,,,,1.4220337263305152
31960,10441,1400,HPK,7.6,148.2,3.42,400,230,262,13804.27536192608,382.2740503773858,14059.675461612942,512.3630566702478,,,,,,,,,,1.584594542915489
31961,10441,1800,HPK,7.6,148.2,3.42,400,221,257,10476.850113974528,333.6508789696335,14168.370619387188,515.2986574407155,1.5539386742535766,0.008960916463915725,0.1648919950153245,0.006008916800887401,0.955823442206375,0.00317103422728765,1.3085940168410115,1.3085940168410113,1.523485582856802,1.584594542915489
31962,10441,2200,HPK,7.6,148.2,3.42,400,228,253,7852.383785563182,287.68908253372206,15281.33722631906,532.9978424250766,1.5862355118203402,0.015511926703429157,0.32995057144090245,0.009445798972596509,0.9993694733331207,0.0003451585523612799,0.4943893652969553,1.2712869393350283,1.4689517836459618,1.584594542915489
31963,10441,2800,HPK,7.6,148.2,3.42,400,232,253,8009.777862160622,291.3128043899414,14370.415108781614,518.2104226382829,,,,,,,,,,1.584594542915489
31964,10441,3400,HPK,7.6,148.2,3.42,400,235,251,8711.967989154795,304.9798816975752,14725.741168020179,526.5914290804374,,,,,,,0.12343699952485698,,,1.584594542915489
31965,10441,4000,HPK,7.6,148.2,3.42,400,236,250,7784.546876089627,285.58732678364845,14912.908613696016,524.9592458607455,,,,,,,,,,1.584594542915489
31972,10441,1400,HPK,7.6,148.2,3.42,450,224,266,11367.12281416299,344.93371006484995,12239.919254194212,475.35907416969167,,,,,,,,,,1.7471553595004634
31973,10441,1800,HPK,7.6,148.2,3.42,450,219,257,9329.564705756211,312.5521776397558,12022.892473750573,471.21430778771224,1.591053238298015,0.006635216332013361,0.12015776654133173,0.003695461917512098,0.9410883614877538,0.0026644135118636947,,1.1457679632151128,1.5935016825108668,1.7471553595004634
31974,10441,2200,HPK,7.6,148.2,3.42,450,227,254,6922.818346587161,269.26642616556467,12136.435255941718,473.48743507566104,1.6636377507484985,0.016809153225418316,0.3889346862727822,0.010722334068072686,0.9987892531752165,0.0005356574038350437,0.4868952362736021,0.8346775478976034,1.5632022432754766,1.7471553595004634
31975,10441,2800,HPK,7.6,148.2,3.42,450,233,253,6326.499346147743,260.0175214236735,12892.649018665841,492.962756025467,,,,,,,1.0883337204306986,,,1.7471553595004634
31976,10441,3400,HPK,7.6,148.2,3.42,450,236,252,6486.310455395656,262.83856366231845,12586.342308234487,486.25282518467674,,,,,,,,,,1.7471553595004634
31977,10441,4000,HPK,7.6,148.2,3.42,450,235,250,6201.09514692238,254.86344058455123,12304.535252160944,476.79105630126486,,,,,,,0.0,,,1.7471553595004634
31984,10441,1400,HPK,7.6,148.2,3.42,500,224,257,10351.085322307837,329.478675975687,10192.12243273199,434.19901365061855,,,,,,,,,,1.9097161760854373
31985,10441,1800,HPK,7.6,148.2,3.42,500,226,258,8243.376138277219,293.84462472183134,10789.157399322383,446.4585098368507,1.7064275240972187,0.006260637294735805,0.11992119688129084,0.0034905995833124925,0.9378928200534019,0.00283112949300679,1.1387721271683242,0.7007828474881994,1.7157740262298138,1.9097161760854373
31986,10441,2200,HPK,7.6,148.2,3.42,500,229,256,5476.89308233427,239.48781323282026,11451.6630474486,459.90985538946046,1.767755085400866,0.016438210244744567,0.40822971217406834,0.011808902203140514,0.9985998290306979,0.0007030994364187193,,1.19645342915131,1.6973069449242142,1.9097161760854373
31987,10441,2800,HPK,7.6,148.2,3.42,500,233,252,5301.328788033517,235.90603482110347,10998.263089118074,451.2642006075019,,,,,,,,,,1.9097161760854373
31988,10441,3400,HPK,7.6,148.2,3.42,500,235,251,4957.993037889945,227.72816241587356,10239.1723058985,434.62865895954315,,,,,,,,,,1.9097161760854373
31989,10441,4000,HPK,7.6,148.2,3.42,500,235,251,5321.0102646058795,236.08165474839925,11269.496598607282,456.28857992919905,,,,,,,0.0,,,1.9097161760854373
31996,10441,1400,HPK,7.6,148.2,3.42,550,228,270,9115.015886708745,308.85053105639133,8804.444321063273,403.1278123986945,,,,,,,,,,2.072276992670411
31997,10441,1800,HPK,7.6,148.2,3.42,550,221,256,6934.914312491633,269.32975443465773,8689.45974068143,400.38916998521694,1.9380039442681851,0.005968926819863718,0.1395215671119347,0.003992158045375269,0.9473741129620996,0.0029012437163359883,,0.7494914603285989,1.948525542689384,2.072276992670411
31998,10441,2200,HPK,7.6,148.2,3.42,550,223,254,4714.134861970131,222.72193734987084,9910.818961779725,428.8830814484964,1.944533600482487,0.010172145674936406,0.18816148897310106,0.0133384214522458,0.9855423743787644,0.0013307930579744554,0.6374127323153376,1.416472738478528,1.7438693075766656,2.072276992670411
31999,10441,2800,HPK,7.6,148.2,3.42,550,231,252,4112.282687310814,207.4372212604702,8784.997881265217,402.6597177075922,,,,,,,1.3138209697472052,,,2.072276992670411
32000,10441,3400,HPK,7.6,148.2,3.42,550,232,251,4643.818686491051,220.8839296812029,9469.30669701984,418.89746565985814,,,,,,,,,,2.072276992670411
32001,10441,4000,HPK,7.6,148.2,3.42,550,235,251,4407.914663107165,214.82861576196566,10341.496910994874,437.00800572945644,,,,,,,,,,2.072276992670411
32008,10441,1400,HPK,7.6,148.2,3.42,600,233,256,7378.430299322794,278.0850550527658,7116.989855646002,362.7153891420057,,,,,,,,,,2.234837809255385
32009,10441,1800,HPK,7.6,148.2,3.42,600,228,256,5629.74824268141,242.71568140512156,7917.868558509395,382.27829630664803,2.1924528083378227,0.006178396820887944,0.14721944061850384,0.004250307281033788,0.9616339835503093,0.002809276956236395,0.6525209146427431,0.6960223089522592,2.198737566296381,2.234837809255385
32010,10441,2200,HPK,7.6,148.2,3.42,600,225,256,4393.158388003749,214.36417956636595,7361.134684781084,368.51766959091606,2.1920382256229507,0.008809700668696685,0.15212324147937012,0.007648576174118099,0.9862565922020159,0.0010876307276173613,0.6394996425041981,0.5684441266703981,2.1805611721784133,2.234837809255385
32011,10441,2800,HPK,7.6,148.2,3.42,600,232,253,3671.705276217203,197.107466667658,6979.980966674361,360.9262234266846,,,,,,,0.6041861164115685,,,2.234837809255385
32012,10441,3400,HPK,7.6,148.2,3.42,600,234,251,3849.183981525964,202.5886306066297,7898.689750299097,385.41659517573595,,,,,,,,,,2.234837809255385
32013,10441,4000,HPK,7.6,148.2,3.42,600,233,250,3725.1908656197356,198.83597862775423,7300.461538922317,369.67323991734185,,,,,,,,,,2.234837809255385
32020,10441,1400,HPK,7.6,148.2,3.42,650,230,254,5570.51450444703,241.51243310923664,5503.56675449719,318.81306204034263,,,,,,,,,,2.3973986258403595
32021,10441,1800,HPK,7.6,148.2,3.42,650,223,254,4902.75280056948,226.38808982424052,5623.559446886606,322.0040772202288,2.3990279646296235,0.006427099331069774,0.12844561088689022,0.0036490486999517374,0.9686193140284197,0.002549527421417619,0.48571648685614477,0.6181846196350933,2.406446880627053,2.3973986258403595
32022,10441,2200,HPK,7.6,148.2,3.42,650,229,251,3764.5433352356545,281.37517969405434,6009.226611051398,472.12943181789996,2.380016314513268,0.011051742990872748,0.12026395080204215,0.006733783074970995,0.9827225608052749,0.0015972072384267677,0.49380226763152946,0.5643454487217481,2.3752263009946577,2.3973986258403595
32023,10441,2800,HPK,7.6,148.2,3.42,650,231,253,3217.456839746969,185.75995725339152,6526.117180463143,351.35433806722193,,,,,,,0.5979515718429962,,,2.3973986258403595
32024,10441,3400,HPK,7.6,148.2,3.42,650,234,252,3185.498996950076,183.91487033924093,6311.468458839038,343.80759450358033,,,,,,,,,,2.3973986258403595
32025,10441,4000,HPK,7.6,148.2,3.42,650,234,250,3235.9092016567856,184.98461657792134,6378.892803265992,344.93101859553434,,,,,,,0.0,,,2.3973986258403595
32032,10441,1400,HPK,7.6,148.2,3.42,700,235,256,5420.667216742302,238.1704439593642,5001.91807869645,303.8448845984469,,,,,,,,,,2.5599594424253334
32033,10441,1800,HPK,7.6,148.2,3.42,700,229,256,4232.927485123507,210.33585779029758,5106.341685563203,306.81033670098543,2.547279023279301,0.006365925701661723,0.11912139125623841,0.0033463938913356472,0.9709764236651359,0.0025304910512180534,0.3525804213744492,0.4847980793898672,2.5543771784609626,2.5599594424253334
32034,10441,2200,HPK,7.6,148.2,3.42,700,230,253,3226.487704148677,183.8461993523585,5062.606333209663,305.8432335725233,2.511410545755828,0.007579360036862104,0.10676519219871852,0.004335438384925644,0.9856032849926981,0.0010377840682465056,0.3533648627929584,0.42403783535154993,2.502883745512818,2.5599594424253334
32035,10441,2800,HPK,7.6,148.2,3.42,700,233,252,3111.9594081942337,181.4931583411758,5227.438375969316,312.3991950245524,,,,,,,0.5023404210101301,1.5070212630303903,2.5494253097560184,2.5599594424253334
32036,10441,3400,HPK,7.6,148.2,3.42,700,235,250,2669.776869471991,167.18791274406274,4838.16164630453,298.9026247255663,,,,,,,,,,2.5599594424253334
32037,10441,4000,HPK,7.6,148.2,3.42,700,234,250,3083.0702446724545,179.80830810964764,4993.949552675292,303.9220912270101,,,,,,,0.0,,,2.5599594424253334
32044,10441,1400,HPK,7.6,148.2,3.42,750,233,256,4467.2150356205475,216.18368769513282,5314.2963428784,313.14791510701554,,,,,,,,,,2.7225202590103073
32045,10441,1800,HPK,7.6,148.2,3.42,750,229,255,4530.6657220001925,217.72989965114095,5130.541649368006,307.7094397930765,2.6379715670356725,0.0063615246071166975,0.10686855600276446,0.003213424677336124,0.9676875167383154,0.0026300802016426816,0.44469896728496483,0.48916886401346105,2.644695560268094,2.7225202590103073
32046,10441,2200,HPK,7.6,148.2,3.42,750,225,252,3151.0289648444827,181.62229012448546,5206.900820134886,310.0664316301179,2.6178390209370264,0.007397420263279608,0.10383891783662125,0.004162295241611894,0.9848599099301182,0.0010651254063574478,0.4979491429968026,0.4979491429968026,2.615807987702025,2.7225202590103073
32047,10441,2800,HPK,7.6,148.2,3.42,750,234,251,2491.1370180017757,161.81673806882696,4634.82750284393,293.1322294195471,2.574818052694321,0.02253542373884998,0.13865703208121904,0.019775175777417144,0.9961715727589179,0.0004945681507866895,0.5046288495314606,0.5046288495314606,2.5655544455508825,2.7225202590103073
32048,10441,3400,HPK,7.6,148.2,3.42,750,235,251,2507.4788466122077,162.87825390706098,5542.2955150475755,321.59660395775296,,,,,,,,,,2.7225202590103073
32049,10441,4000,HPK,7.6,148.2,3.42,750,234,250,2824.0673799884325,171.86726754824198,5460.687184682212,317.39599556897065,,,,,,,0.0,,,2.7225202590103073
32056,10441,1400,HPK,7.6,148.2,3.42,800,235,255,4511.092221043267,217.29166637388207,4301.34872573744,281.79072425544484,,,,,,,,,,2.885081075595281
32057,10441,1800,HPK,7.6,148.2,3.42,800,223,252,3796.3759395662382,199.80925997717043,4210.485392175367,279.45973079379417,2.803549444094094,0.006457449495149481,0.11742383568539577,0.0036969708498658174,0.9660884484924702,0.003173177359224344,0.5350550816775415,0.5796430051506696,2.811131312945668,2.885081075595281
32058,10441,2200,HPK,7.6,148.2,3.42,800,223,252,3308.0092502117122,187.2791451376303,4394.649882171021,286.6753489381159,2.7910418001413606,0.007353553209111352,0.13113739288513784,0.004601226723536592,0.9850684504387126,0.0011132156474902843,0.6365178542965477,0.5657936482635981,2.7909239622734923,2.885081075595281
32059,10441,2800,HPK,7.6,148.2,3.42,800,231,252,2691.9753120451637,170.25546782010446,4140.300423237462,280.41652828124126,2.755321505247548,0.018168075793191685,0.12999364961625823,0.014182797567848557,0.9960969512478434,0.0004905222301002654,0.50345806976557,0.50345806976557,2.748626612553757,2.885081075595281
32060,10441,3400,HPK,7.6,148.2,3.42,800,233,251,2530.252620421623,162.65079872865098,4831.634860002089,298.49939852118496,,,,,,,,,,2.885081075595281
32061,10441,4000,HPK,7.6,148.2,3.42,800,233,251,2258.4919296555045,153.67091155138183,4352.322738747032,283.31207879727646,,,,,,,,,,2.885081075595281
32068,10441,1400,HPK,7.6,148.2,3.42,850,236,251,4378.990593166642,215.21564634679433,3861.7869798005036,268.4127497687808,,,,,,,,,,3.0476418921802555
32069,10441,1800,HPK,7.6,148.2,3.42,850,224,252,3560.7713921091295,193.1099420694518,3491.1722477149633,253.94541411560223,3.040165487103931,0.006218199954243442,0.12708388696027118,0.003907373313229226,0.9749920150974271,0.0029802522265036657,0.4854618375132307,0.5295947318326157,3.0479504787193927,3.0476418921802555
32070,10441,2200,HPK,7.6,148.2,3.42,850,225,251,2997.0035894571893,178.15337136492823,4314.764578973118,283.8906668087737,3.039276899906601,0.006693168604566813,0.12990197858496172,0.004735102259206078,0.9857171777221673,0.0011117936905485348,0.5014664158883035,0.5731044753009185,3.056038946737135,3.0476418921802555
32071,10441,2800,HPK,7.6,148.2,3.42,850,231,251,2470.203484477409,160.79655077257513,4596.892751575202,291.31624137334,3.0375157966514297,0.018570892469301548,0.16632081458466286,0.017461767116736665,0.995719177798063,0.0005297114290794824,0.503154463991597,1.811356070369749,3.0894436714077114,3.0476418921802555
32072,10441,3400,HPK,7.6,148.2,3.42,850,233,251,2404.139440934848,159.56833912853827,4968.893976504977,304.6624370725087,,,,,,,,,,3.0476418921802555
32073,10441,4000,HPK,7.6,148.2,3.42,850,235,251,2234.006293672176,153.79533578378712,4332.456583556206,284.439709753193,,,,,,,0.12995921056426596,,,3.0476418921802555
32080,10441,1400,HPK,7.6,148.2,3.42,900,235,252,3656.2798471824262,197.4205550877948,4023.49419789575,275.04040111469203,,,,,,,,,,3.2102027087652294
32081,10441,1800,HPK,7.6,148.2,3.42,900,231,252,2931.1897347390536,175.17209151737046,4006.7286452811004,271.99446352555333,3.2910932529895245,0.007319043965058558,0.12794541159106254,0.004344697821940899,0.9805534867578641,0.0029699063817805738,0.5284607642668027,0.5284607642668036,3.2943367970481914,3.2102027087652294
32082,10441,2200,HPK,7.6,148.2,3.42,900,228,251,2681.8567030326435,167.61604393954022,3732.426553236376,262.612615874326,3.2704915300308595,0.006958363424069525,0.1324329232053901,0.00432667244633568,0.9847208898408591,0.0011696875169196486,0.4977286493034496,0.5688327420610855,3.2741439661997536,3.2102027087652294
32083,10441,2800,HPK,7.6,148.2,3.42,900,229,254,2497.7272853639956,164.69525998368854,3677.5849054753417,265.4068293929866,3.255629163118639,0.016446411246504145,0.12966950143256684,0.011449055993077918,0.996497110453839,0.0004742876942997465,0.5015586361421405,0.6018703633705682,3.258789408011068,3.2102027087652294
32084,10441,3400,HPK,7.6,148.2,3.42,900,234,251,2007.7741013203122,144.89861473365514,4334.367974635057,282.74299087982376,,,,,,,,,,3.2102027087652294
32085,10441,4000,HPK,7.6,148.2,3.42,900,233,251,2469.931851835839,161.4644962789142,3890.986256664198,269.1451472438741,,,,,,,0.0,,,3.2102027087652294
32092,10441,1400,HPK,7.6,148.2,3.42,950,236,247,3377.6068772226563,189.10967955099545,3342.841195397023,249.85568189365662,,,,,,,,,,3.3727635253502033
32093,10441,1800,HPK,7.6,148.2,3.42,950,228,249,2955.809466157164,176.6434018846232,3109.4184620361975,240.6140245594175,3.4768668441283874,0.007592924797905853,0.11734537720749928,0.003947277172890215,0.9839829369097356,0.0028439784566038906,,0.4959149843111659,3.483111907829879,3.3727635253502033
32094,10441,2200,HPK,7.6,148.2,3.42,950,230,251,2699.4556881067106,169.04647246003992,3510.250978463789,256.01136456454833,3.424948105309179,0.006913735337899851,0.11196689030513637,0.0037919932431113787,0.9847511929428665,0.0011865591325637692,0.4224735066011487,0.49288575770134013,3.438546130214417,3.3727635253502033
32095,10441,2800,HPK,7.6,148.2,3.42,950,231,251,2419.8657781115076,159.21547902836068,3529.043100887028,255.3525968784275,3.461143035233202,0.015548323891651616,0.1275322043769334,0.009579823932965165,0.9949380347612019,0.0005511938182229947,0.5073631990333167,0.6088358388399797,3.4565462180308213,3.3727635253502033
32096,10441,3400,HPK,7.6,148.2,3.42,950,233,251,2260.2706699241353,153.7919394970231,3580.57459289236,257.0702741506456,,,,,,,,,,3.3727635253502033
32097,10441,4000,HPK,7.6,148.2,3.42,950,234,252,1983.0917193140795,144.24869704439507,3312.6711485071583,247.600666714111,,,,,,,0.0,,,3.3727635253502033
32104,10441,1400,HPK,7.6,148.2,3.42,1000,235,247,3149.610913182074,181.54055498548325,2879.1169526835583,230.51384111107333,,,,,,,,,,3.535324341935177
32105,10441,1800,HPK,7.6,148.2,3.42,1000,234,251,2961.4116220006827,176.97819473152933,3507.057542904745,255.77845933921378,3.594609857863195,0.007702131955148683,0.10611873217837035,0.0039190856778455255,0.9826064782667306,0.0031081351615240838,0.39211368821812354,0.47925006337770615,3.6105859678967778,3.535324341935177
32106,10441,2200,HPK,7.6,148.2,3.42,1000,230,252,2720.1118764021808,169.6759170003203,3453.5811807379628,253.91233826665479,3.5518619338357857,0.0070865580683832086,0.11624596224520468,0.003693801494648513,0.9862752333199447,0.0011429231556502883,0.4295869898853777,0.4295869898853777,3.555068644341234,3.535324341935177
32107,10441,2800,HPK,7.6,148.2,3.42,1000,230,251,2069.6004313845724,147.45292538985598,3224.1395105178103,244.42138551489953,3.5232833278434152,0.014859248776356804,0.11626368122350893,0.008970509451232699,0.99412347203401,0.0005953589967995776,0.30197692899723805,0.5032948816620628,3.517026955411249,3.535324341935177
32108,10441,3400,HPK,7.6,148.2,3.42,1000,234,251,2264.8240566139975,154.8201852288238,3210.653515829866,244.81003549870263,,,,,,,0.36496791645983473,,,3.535324341935177
32109,10441,4000,HPK,7.6,148.2,3.42,1000,234,251,2311.204888627115,155.46846499307378,3984.228358261814,271.0924026796715,,,,,,,,,,3.535324341935177
32116,10441,1400,HPK,7.6,148.2,3.42,1050,236,246,3333.9892648509217,187.8490141605304,3024.2170339435133,237.60493027570286,,,,,,,,,,3.697885158520151
32117,10441,1800,HPK,7.6,148.2,3.42,1050,231,252,2980.037497506456,177.14484188216645,3510.277051123601,255.33508408000432,3.7186320009169496,0.008154711815183235,0.11025310399985687,0.004140689121961215,0.9824727733566456,0.0035528207738504403,,0.4843555739742973,3.7247741445436673,3.697885158520151
32118,10441,2200,HPK,7.6,148.2,3.42,1050,231,250,2562.6757263355203,163.72334652499634,3007.1803348855055,235.5405422297357,3.6859824014262235,0.006444614468696042,0.10987908734817853,0.0037477642251603355,0.9858858882653483,0.001222340117419618,0.430827978486497,0.5026326415675801,3.689132372802412,3.697885158520151
32119,10441,2800,HPK,7.6,148.2,3.42,1050,233,251,2138.0678708264913,150.43393043802422,3192.350188046228,244.12512038748378,3.668170642794282,0.013771247602257786,0.11244210652893336,0.008280122786994422,0.994498154608797,0.0005769313224311956,0.49906147865120154,0.49906147865120154,3.6789384215975094,3.697885158520151
32120,10441,3400,HPK,7.6,148.2,3.42,1050,231,252,2266.5522834365165,154.57758274175805,3607.225637393052,258.9837076341412,,,,,,,0.2417855662778985,,,3.697885158520151
32121,10441,4000,HPK,7.6,148.2,3.42,1050,233,252,2007.7741013203122,144.89861473365514,3283.053189298043,246.0752402037812,,,,,,,,,,3.697885158520151
