vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe,e_spe,DR
500,18,830,0,11.079981395121669,0.09551708740914848,174.70399757292697,0.09547853621018021,1221.0526029508765,0.165445414842998,6.989265385534011,0.003935387331396264,6934773.10093932,14516.989309339318,96.57114028017492,0.8377510617928285,169.6573112056695
