Run,Threshold,PE,MeanTrgPos,ErrMeanTrgPos,SigmaTrg,ErrSigmaTrg,MeanTrgPos2,ErrMeanTrgPos2,SigmaTrg2,ErrSigmaTrg2,FitOK,IntegralTrg
31503,50,0,246.0107853369911,0.48630561447998844,3.460490219001242,0.6280421256960227,-0.8656631533989388,5.106259833091817,0.48634671358854387,2.67672429694172,True,1653.04304380297
31503,50,1,245.2389263043991,0.04967541633935468,3.9559706273069275,0.04867481305240817,245.30089948601366,0.048732181436449196,4.456724800052197,0.052490643263578995,True,9268.17160085241
31503,50,2,245.34078387829223,0.03355321078741724,2.608658769712533,0.03495493745542788,245.25883459224676,0.035944801735880105,2.7268454593672407,0.04488789240673752,True,7567.89540629157
31503,50,3,245.45939327561342,0.02619158951905831,1.9161558589430672,0.027442031413112633,245.56310687626976,0.029872076801893854,1.5064628646211466,0.03162135890157913,True,6275.628129104773
31503,50,4,245.52119834257633,0.021510206550004796,1.5236153814555091,0.020762044768528165,245.58935002167178,0.023536733642515628,1.3086387770573806,0.02447315258626226,True,5727.026634087975
31503,50,5,245.51350926723686,0.019213057451722193,1.2746540846636691,0.017495934082084608,245.565829688606,0.020190864189274293,1.1994459980722794,0.01920091055059303,True,5054.647564217016
31503,50,6,245.50722275757616,0.017583079129622092,1.155827889777161,0.015479593328196817,245.52215969613044,0.017642104498492017,1.1840309901965338,0.016216124674540255,True,4893.221042181038
31503,50,7,245.47944207919156,0.015716744358982737,1.0284775298279896,0.013721785172436829,245.48705003320777,0.015636175190081758,1.0674613714636974,0.014241271465672556,True,4832.650306546352
31503,50,8,245.46288573094037,0.014338607395885106,0.9469884432080422,0.011921932798412527,245.4697187192771,0.014311832654101408,0.9753439301109899,0.012447118150417436,True,4913.074316462366
31503,50,9,245.44093942105263,0.0138095721596585,0.8997522172466005,0.011272443788538977,245.44571426827866,0.013715545869871448,0.9323369329173938,0.011657682416450321,True,4871.769307469808
31503,50,10,245.43701189465253,0.012999888098661927,0.8614295168658298,0.010753716615949205,245.44265848225103,0.01295199475003983,0.8899591730538016,0.011356298431579537,True,4906.588231503143
31503,50,11,245.42162035321675,0.012607264407108687,0.8151815762480301,0.010498004559688467,245.42610809267165,0.012548921788678058,0.8411450077471134,0.01115984230611955,True,4649.046748550863
31503,50,12,245.38663973849555,0.01292536343420636,0.8019907609221926,0.01042173548732317,245.39316096939294,0.01285141847560567,0.8297259927153396,0.010954529731693308,True,4354.918899227233
31503,50,13,245.3429011109788,0.013174705566285638,0.7674532020550462,0.010424603290250911,245.34583307001162,0.013048826437923822,0.7953522193998703,0.01087972835005696,True,3782.7714242619936
31503,50,14,245.3292674269559,0.013480346774016994,0.7469650934322706,0.011240933803533248,245.33284309657333,0.013366951970965602,0.7722532035573164,0.011720707243751127,True,3387.7988738967506
