Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
5,18,0,47.65,4.95,500,77.1,135,1542,138,160,1681.58,4.17103,97.5801,167.903,6.49502,0.0994754,25.7,0.157411,0.0113781,1.21984,0.0191535,1.27214,1.484,22.5489,15491,20001,,
5,19,0,47.65,5.05,500,77.1,135,1542,138,160,1811.95,4.93448,105.901,154.71,7.161,0.107679,25.7,0.143587,0.0113379,1.09469,0.0183353,1.15441,1.31124,28.3936,14322,20001,,
5,18,0,47.65,4.95,600,66.317,135,1326.34,138,160,1463.59,3.63711,86.0146,190.479,6.55456,0.103475,22.1057,0.156721,0.0115283,1.21531,0.019799,1.25905,1.46911,23.1988,15361,20001,,
5,19,0,47.65,5.05,600,66.317,135,1326.34,138,160,1572.33,4.15855,90.9468,180.149,7.01427,0.103837,22.1057,0.167791,0.0118122,1.08942,0.0182417,1.14609,1.33722,28.7186,14257,20001,,
5,18,0,47.65,4.95,700,57.9402,135,1158.8,138,160,1277.56,3.10342,74.5538,219.761,6.4598,0.102113,19.3134,0.167805,0.0114716,1.21104,0.0191551,1.26511,1.4622,22.4789,15505,20001,,
5,19,0,47.65,5.05,700,57.9402,135,1158.8,138,160,1371.79,3.91984,80.9141,202.486,6.93166,0.112119,19.3134,0.172487,0.0118076,1.07636,0.0190829,1.13421,1.31636,29.1985,14161,20001,,
5,18,0,47.65,4.95,800,51.4598,135,1029.2,138,160,1131.03,3.00034,66.2404,247.342,6.26186,0.101726,17.1533,0.160884,0.0119949,1.22893,0.0195756,1.27979,1.48968,23.0338,15394,20001,,
5,19,0,47.65,5.05,800,51.4598,135,1029.2,138,160,2481.43,0.536906,141.715,115.612,14.8056,0.268842,17.1533,2.18298e-12,0.000215678,0.610704,0.00814232,1.27332,0.667751,30.9485,13811,20001,,
5,18,0,47.65,4.95,900,44.3087,135,886.175,138,160,964.754,2.46197,55.7947,293.648,6.40447,0.103439,14.7696,0.157758,0.0112617,1.2218,0.0195582,1.27248,1.46707,22.2739,15546,20001,,
5,19,0,47.65,5.05,900,44.3087,135,886.175,138,160,1023.22,2.80093,59.7659,274.136,6.96504,0.117948,14.7696,0.161613,0.0115524,1.09788,0.0197284,1.15467,1.33094,29.7385,14053,20001,,
5,18,0,47.65,4.95,1000,37.5588,135,751.177,138,160,813.966,2.12555,46.6129,351.49,6.16377,0.0973949,12.5196,0.175756,0.0114411,1.20177,0.0190334,1.24307,1.46393,22.4939,15502,20001,,
5,19,0,47.65,5.05,1000,37.5588,135,751.177,138,160,864.807,2.43773,49.0686,333.9,6.53571,0.104695,12.5196,0.18192,0.0119866,1.05866,0.0187085,1.11929,1.31783,29.9835,14004,20001,,
5,18,0,47.65,4.95,1100,32.7559,135,655.117,138,160,710.504,1.81909,41.0094,399.518,5.88109,0.0968867,10.9186,0.156067,0.0114878,1.2228,0.020075,1.26105,1.48102,22.4789,15505,20001,,
5,19,0,47.65,5.05,1100,32.7559,135,655.117,138,160,761.036,2.14977,43.8102,373.977,6.58001,0.102044,10.9186,0.161354,0.0113321,1.08596,0.0188296,1.13285,1.31919,29.8285,14035,20001,,
5,18,0,47.65,4.95,1200,29.0339,135,580.678,138,160,632.706,1.60992,36.6959,446.48,6.0364,0.0970149,9.67796,0.183564,0.0117077,1.21295,0.0198199,1.24769,1.48349,23.4538,15310,20001,,
5,19,0,47.65,5.05,1200,29.0339,135,580.678,138,160,670.753,2.00408,39.1525,418.466,6.44948,0.100713,9.67796,0.181368,0.0114799,1.07223,0.0186542,1.12071,1.33029,29.7285,14055,20001,,
5,18,0,47.65,4.95,1300,25.4455,135,508.909,138,160,542.774,1.47949,31.1594,525.812,5.84702,0.0931741,8.48182,0.172186,0.0119429,1.20925,0.0194292,1.25801,1.4898,22.7089,15459,20001,,
5,19,0,47.65,5.05,1300,25.4455,135,508.909,138,160,579.253,1.66549,33.2035,493.441,6.43467,0.101945,8.48182,0.169276,0.0117763,1.09714,0.0192185,1.13986,1.32912,29.9135,14018,20001,,
5,18,0,47.65,4.95,1400,21.6392,135,432.785,138,160,452.979,1.21889,25.6752,638.126,5.80775,0.0935643,7.21308,0.17268,0.0114885,1.19622,0.0196246,1.23226,1.46616,21.4489,15711,20001,,
5,19,0,47.65,5.05,1400,21.6392,135,432.785,138,160,479.625,1.47794,27.4708,596.416,6.18764,0.094949,7.21308,0.179673,0.0116753,1.06607,0.0184387,1.11021,1.30993,29.0335,14194,20001,,
5,18,0,47.65,4.95,1500,19.3435,135,386.87,138,160,387.471,1.01907,22.1471,739.781,5.54018,0.0855282,6.44783,0.168966,0.011642,1.21036,0.0194921,1.24827,1.4813,21.8239,15636,20001,,
5,19,0,47.65,5.05,1500,19.3435,135,386.87,138,160,412.181,1.17554,23.7579,689.624,5.98125,0.0903836,6.44783,0.144678,0.0110792,1.09647,0.0186169,1.14088,1.32078,28.0586,14389,20001,,
5,18,0,47.65,4.95,1600,16.642,135,332.84,138,160,339.311,0.941627,19.2091,852.928,5.62711,0.0826565,5.54733,0.16408,0.0112571,1.19087,0.0183884,1.23711,1.46036,21.8939,15622,20001,,
5,19,0,47.65,5.05,1600,16.642,135,332.84,138,160,375.006,1.14939,21.1785,773.614,5.63103,0.0969804,5.54733,0.15516,0.0123416,1.08971,0.020334,1.12757,1.32061,31.5934,13682,20001,,
5,18,0,47.65,4.95,1700,14.5901,135,291.803,138,160,293.636,0.818382,16.5654,989.047,5.24253,0.0807908,4.86338,0.157722,0.0116196,1.21378,0.0196646,1.25425,1.48853,22.7089,15459,20001,,
5,19,0,47.65,5.05,1700,14.5901,135,291.803,138,160,314.179,1.00971,17.9595,912.277,5.53553,0.0848809,4.86338,0.164053,0.0118906,1.08914,0.0187707,1.1344,1.33023,29.0635,14188,20001,,
5,18,0,47.65,4.95,1800,12.9062,135,258.124,138,160,246.706,0.80362,13.7309,1193.22,5.12342,0.0785601,4.30206,0.172159,0.011723,1.2173,0.0192448,1.25571,1.48603,21.8339,15634,20001,,
