Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
5,18,0,47.65,4.95,500,77.1,135,1542,138,160,1644.22,4.36883,95.4356,171.676,6.12689,0.101439,25.7,0.163596,0.012027,1.22078,0.0202774,1.26824,1.48007,26.1487,14771,20001,,
5,19,0,47.65,5.05,500,77.1,135,1542,138,160,3856.98,13.8156,225.433,72.6779,14.2504,0.244267,25.7,9.29297e-10,0.0141651,0.604165,0.0122634,1.16196,0.671614,32.9684,13407,20001,,
5,18,0,47.65,4.95,600,66.317,135,1326.34,138,160,1408.99,3.63064,82.1322,199.483,6.07135,0.0949893,22.1057,0.171134,0.0118989,1.21576,0.0198484,1.2594,1.48238,26.4537,14710,20001,,
5,19,0,47.65,5.05,600,66.317,135,1326.34,138,160,1659.49,4.51385,98.6038,166.16,7.34243,0.126403,22.1057,0.18721,0.0122913,1.11263,0.0198241,1.16883,1.36577,31.4534,13710,20001,,
5,18,0,47.65,4.95,700,57.9402,135,1158.8,138,160,1216.94,3.24868,69.0611,237.239,6.17027,0.101512,19.3134,0.16935,0.0120385,1.24391,0.0204873,1.28728,1.50614,25.3787,14925,20001,,
5,19,0,47.65,5.05,700,57.9402,135,1158.8,138,160,1466.79,3.93241,86.4519,189.516,7.53496,0.12427,19.3134,0.159893,0.0118407,1.09006,0.0192174,1.16159,1.32435,32.5484,13491,20001,,
5,18,0,47.65,4.95,800,51.4598,135,1029.2,138,160,1079.41,2.8437,61.7853,265.176,6.0625,0.0983686,17.1533,0.147462,0.0117122,1.24534,0.0200268,1.2923,1.4927,25.9087,14819,20001,,
5,19,0,47.65,5.05,800,51.4598,135,1029.2,138,160,1271.95,3.34632,74.178,220.874,7.20796,0.122188,17.1533,0.152935,0.011969,1.10894,0.0198801,1.16773,1.34315,31.7634,13648,20001,,
5,18,0,47.65,4.95,900,44.3087,135,886.175,138,160,917.779,2.3693,53.4759,306.381,5.98712,0.0985091,14.7696,0.152744,0.0119597,1.23569,0.0209528,1.27578,1.48081,25.1337,14974,20001,,
5,19,0,47.65,5.05,900,44.3087,135,886.175,138,160,1071.28,3.06291,63.2346,259.099,7.25509,0.11813,14.7696,0.172328,0.0115852,1.10938,0.0194041,1.16528,1.33931,31.6434,13672,20001,,
5,18,0,47.65,4.95,1000,37.5588,135,751.177,138,160,768.536,2.03068,43.8385,373.735,5.80882,0.0926197,12.5196,0.171868,0.0120408,1.20945,0.0198215,1.25082,1.47794,24.6688,15067,20001,,
5,19,0,47.65,5.05,1000,37.5588,135,751.177,138,160,907.883,2.63004,53.0521,308.829,7.19665,0.118171,12.5196,0.167971,0.0123084,1.11299,0.0195447,1.17394,1.36537,31.8084,13639,20001,,
5,18,0,47.65,4.95,1100,32.7559,135,655.117,138,160,674.044,1.72724,39.0507,419.557,5.88652,0.0947044,10.9186,0.153011,0.0116588,1.22248,0.0199626,1.26628,1.46712,25.2637,14948,20001,,
5,19,0,47.65,5.05,1100,32.7559,135,655.117,138,160,794.536,2.27236,46.4683,352.584,7.40853,0.115037,10.9186,0.16462,0.0120054,1.10597,0.018882,1.15706,1.32949,31.2934,13742,20001,,
5,18,0,47.65,4.95,1200,29.0339,135,580.678,138,160,605.259,1.58656,35.2632,464.621,6.01986,0.0936305,9.67796,0.17446,0.0116199,1.23271,0.0194581,1.27277,1.48985,25.9737,14806,20001,,
5,19,0,47.65,5.05,1200,29.0339,135,580.678,138,160,700.368,1.95833,40.9272,400.32,7.06501,0.114713,9.67796,0.161178,0.0117315,1.11503,0.0194823,1.17155,1.35527,31.6584,13669,20001,,
5,18,0,47.65,4.95,1300,25.4455,135,508.909,138,160,510.933,1.37322,29.0337,564.309,5.61388,0.084403,8.48182,0.175212,0.0116815,1.22226,0.019052,1.26721,1.49564,24.6288,15075,20001,,
5,19,0,47.65,5.05,1300,25.4455,135,508.909,138,160,599.937,1.72128,34.9606,468.642,6.93653,0.113356,8.48182,0.166758,0.0120875,1.09564,0.019137,1.16405,1.34235,31.3134,13738,20001,,
5,18,0,47.65,4.95,1400,21.6392,135,432.785,138,160,429.233,1.15067,24.1648,678.011,5.43138,0.0850178,7.21308,0.163595,0.0118367,1.2259,0.0199116,1.26531,1.49409,24.8588,15029,20001,,
5,19,0,47.65,5.05,1400,21.6392,135,432.785,138,160,504.145,1.45104,29.5056,555.284,6.83415,0.111384,7.21308,0.160871,0.0120165,1.11137,0.0196042,1.16697,1.35884,31.1584,13769,20001,,
5,18,0,47.65,4.95,1500,19.3435,135,386.87,138,160,366.933,1.10541,20.5816,796.05,5.40514,0.0830254,6.44783,0.178575,0.0118633,1.21005,0.0195843,1.24441,1.48949,23.4538,15310,20001,,
5,19,0,47.65,5.05,1500,19.3435,135,386.87,138,160,432.984,1.22573,25.0206,654.82,6.24725,0.0976014,6.44783,0.170186,0.0116436,1.07713,0.0188373,1.12371,1.32606,31.3134,13738,20001,,
5,18,0,47.65,4.95,1600,16.642,135,332.84,138,160,322.603,0.924265,18.2634,897.094,5.25636,0.0811562,5.54733,0.157667,0.0117019,1.24308,0.0198748,1.27513,1.49919,24.7188,15057,20001,,
5,19,0,47.65,5.05,1600,16.642,135,332.84,138,160,382.098,1.21148,22.2977,734.784,6.45649,0.0978703,5.54733,0.161992,0.0118557,1.08473,0.0187863,1.13362,1.32927,31.2434,13752,20001,,
5,18,0,47.65,4.95,1700,14.5901,135,291.803,138,160,287.686,0.905769,16.1196,1016.4,5.09125,0.0755684,4.86338,0.163925,0.0121004,1.23382,0.0194866,1.26679,1.47681,26.1937,14762,20001,,
5,19,0,47.65,5.05,1700,14.5901,135,291.803,138,160,327.18,0.97882,18.7176,875.326,5.93591,0.0913699,4.86338,0.165616,0.0116471,1.09012,0.0188645,1.12931,1.33178,31.5084,13699,20001,,
5,18,0,47.65,4.95,1800,12.9062,135,258.124,138,160,233.789,0.798578,12.9528,1264.9,4.76781,0.0704321,4.30206,0.155458,0.0119522,1.21188,0.0191747,1.2536,1.46016,24.1188,15177,20001,,
5,19,0,47.65,5.05,1800,12.9062,135,258.124,138,160,275.766,0.978735,15.9987,1024.08,5.51991,0.0856269,4.30206,0.177827,0.0124002,1.07721,0.0189828,1.1174,1.32511,31.2184,13757,20001,,
5,18,0,47.65,4.95,1900,11.5459,135,230.919,138,160,196.148,0.719015,10.7067,1530.25,4.4584,0.0640919,3.84864,0.167563,0.0120397,1.21101,0.0188062,1.24771,1.46783,21.3889,15723,20001,,
5,19,0,47.65,5.05,1900,11.5459,135,230.919,138,160,235.082,0.81066,13.3404,1228.15,5.08861,0.0752699,3.84864,0.171427,0.0120702,1.08604,0.0184686,1.12748,1.33343,30.4985,13901,20001,,
5,18,0,47.65,4.95,2000,10.4313,135,208.626,138,160,176.863,0.759912,9.57747,1710.68,3.98009,0.0633151,3.4771,0.174778,0.013121,1.20086,0.0206256,1.22938,1.47726,23.7988,15241,20001,,
5,19,0,47.65,5.05,2000,10.4313,135,208.626,138,160,207.085,0.734246,11.6554,1405.7,5.01727,0.0778285,3.4771,0.164377,0.0123695,1.11375,0.0192272,1.15085,1.34626,30.5835,13884,20001,,
5,18,0,47.65,4.95,2100,10.2389,135,204.779,138,160,154.15,0.668698,8.13087,2015.04,3.83669,0.058581,3.41298,0.179443,0.0127596,1.23383,0.0204499,1.26366,1.5201,19.589,16083,20001,,
5,19,0,47.65,5.05,2100,10.2389,135,204.779,138,160,178.483,0.652477,9.85856,1661.91,4.33332,0.0618364,3.41298,0.175312,0.0117544,1.08183,0.0184059,1.109,1.33167,27.5936,14482,20001,,
5,18,0,47.65,4.95,2200,8.47776,135,169.555,138,160,126.104,0.723117,6.67342,2455.11,3.30752,0.0576101,2.82592,0.177562,0.0146339,1.19603,0.0215193,1.22658,1.45091,21.4689,15707,20001,,
5,19,0,47.65,5.05,2200,8.47776,135,169.555,138,160,148.484,0.643117,8.05509,2033.99,3.87916,0.0582316,2.82592,0.159918,0.0124638,1.06567,0.0193057,1.10555,1.31504,31.2084,13759,20001,,
5,18,0,47.65,4.95,2300,7.65447,135,153.089,138,160,106.385,0.810578,5.58973,2931.09,3.08994,0.0625492,2.55149,0.185965,0.0173449,1.18936,0.0256882,1.21642,1.46162,21.2289,15755,20001,,
5,19,0,47.65,5.05,2300,7.65447,135,153.089,138,160,124.168,0.852401,6.69271,2448.04,3.5329,0.0594986,2.55149,0.189193,0.014972,1.05619,0.0208469,1.09304,1.32097,31.6034,13680,20001,,
5,18,0,47.65,4.95,2400,7.57221,135,151.444,138,160,92.3892,0.893858,4.85149,3377.11,2.73625,0.0578901,2.52407,0.172648,0.0177302,1.19988,0.0264913,1.2284,1.45646,16.9342,16614,20001,,
5,19,0,47.65,5.05,2400,7.57221,135,151.444,138,160,108.116,0.946147,5.68182,2883.58,3.08489,0.0588708,2.52407,0.195179,0.0166757,1.07663,0.0237062,1.1028,1.34575,28.1786,14365,20001,,
