6,117.70653098018259
12,148.12301200761755
15,129.061829321456
20,97.60276075139898
21,78.11380708081441
32,161.55392031863883
46,155.21162215068037
47,124.56675851866316
2,169.45258860094967
3,131.46944257466905
1,142.76709538486224
22,129.36421474312755
23,105.38768266867201
41,156.1284262257271
42,166.24788747631237
43,107.20799205617823
24,127.6502001712114
25,139.98161526319367
26,113.23460213522245
27,91.41068687211707
16,145.90758797079468
35,137.6492239530047
36,122.13301964780209
0,151.33024958568146
13,95.35167485450485
34,143.87594495097906
44,142.48736691271276
45,130.24579651824016
11,135.57107446883603
30,131.94171477643243
7,114.59530365647002
10,136.54271071229607
4,152.80776501695127
31,171.8030210377378
14,145.34252012980377
17,123.11060100487835
33,166.34477523860812
40,138.60065946910308
5,131.29726216711384
37,143.5267557207386
