vgain,channel,led,bias,mean_0,e_mean_0,std_0,e_std_0,gain,e_gain,snr,e_snr,delta_std,e_delta_std,spe_amplitude,e_spe_amplitude,dynamic range
600,13,1150,810,22.805626535050568,6.494500884478827,222.53127297724464,5.341496774039484,922.9016534372543,9.933859681942996,4.147289686926958,0.10909963618973796,3019294.1665735897,1034486.7691310111,55.11666307013425,0,297.260376216025
700,13,1150,810,35.71051519456119,5.744883599165873,181.4043062811168,4.540932504122281,797.2384410350702,8.970416284119446,4.394815411931918,0.12061433777360155,3562994.1291607525,775399.836508654,46.03537636767579,0,355.9002074653221
800,13,1150,810,28.996914562055384,5.536354307083648,158.36447113464948,4.968521180110926,711.6854570763878,8.732266913303759,4.493971734804563,0.1513924689183695,2782371.824864665,691809.3500183492,41.70769445369124,0,392.8291940996986
900,13,1150,810,21.49022253830836,4.280255884425699,154.6064974332502,3.3121034388636303,603.7681900670898,6.567292342321776,3.905192861171702,0.09382620000139412,1194234.0423200838,456872.81422378274,34.862639140818146,0,469.95868367341006
1000,13,1150,810,18.95101085530631,3.8493768051509902,121.91673964082555,3.340721220237967,523.2110582010317,5.973863750981856,4.291544046719464,0.12739560970635944,1243810.0617053406,354612.73020535364,28.63258726336499,0,572.2151424633256
1100,13,1150,810,13.612234061458466,3.9892548720040044,106.47585128385926,3.319509321630939,445.60711112524694,6.1935772068138695,4.185053284404187,0.14285328967943245,822820.1185392663,310440.01596580434,24.362819228846483,0,672.5001670004075
1200,13,1150,810,14.043691001328261,3.3552656165008896,98.36597797118601,2.7348856818961025,399.2004945940425,5.301148156471762,4.058318768619154,0.12504357034813707,848306.1838657828,247060.48151571827,24.495413089239758,0,668.8599183982366
1300,13,1150,810,16.56592447254309,2.8579136524440125,84.16099198685988,2.2121940112888865,335.12917266416775,4.477104868503077,3.9820012187652414,0.11741078759394698,516085.3786028968,170125.00338031998,18.80268700837536,0,871.3648210333982
1400,13,1150,810,8.470477882199674,2.3448775418407233,76.34661830775995,1.8218581856728875,284.29205201694936,3.571603187817741,3.723701957183526,0.10042091235045666,303421.97699544835,125301.93738368474,15.67034071624244,0,1045.54204000286
1500,13,1150,810,5.495104312606925,2.3293173891625556,67.42836735781427,1.5961086260813033,246.23239087511453,3.5639850766318255,3.6517626115498505,0.1013206667585331,321011.1683135319,109466.18246334941,13.824964525064727,0,1185.1024984762694
1600,13,1150,810,6.279363337489864,2.5834311054249928,64.05307678008593,1.919660390059878,212.26246803767182,3.9632134878897456,3.3138528031437846,0.11701271050024131,152833.18699473585,112008.15072948103,11.902343600048376,0,1376.5356261378145
1700,13,1150,810,1.8736732929350175,2.556107612596066,59.74985535775843,1.8746184588197927,189.1369989651564,3.863825755439563,3.1654804489932085,0.11851281814802807,168367.86098766548,106528.60330154734,10.339965431447233,0,1584.5314095703716
1800,13,1150,810,8.29626409827623,2.431195361662762,48.04071688210803,1.6002348314610302,153.43243564342495,3.7093187605027294,3.193799876466213,0.13145165679126838,129480.12954794255,78993.60733746528,8.425593819607174,0,1944.551369408865
1900,13,1150,810,6.201174253893603,3.4524913174718597,53.0704992979463,2.285474483439401,138.09001404781696,5.097731532984365,2.6020108322809903,0.14759102088274448,61208.71030729625,119492.86577164449,7.628872452813644,0,2147.630610072309
2000,13,1150,810,6.164249791873509,0.12483975154684548,46.429528936182194,0.12417763436686613,116.06859555682902,0.21593621493481777,2.4998874254435437,0.008144540819061895,11254.182211246924,4207.23767148975,6.425023384287269,0,2550.029629474646
