Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty
32219,10945,1400,HPK,7.35,128.9,3.46,150,227,277,67074.7174286678,837.5184324827159,69326.57625097939,1135.2815005366183,,,,,,,,1.534350487027037,0.8076995527730858
32220,10945,1800,HPK,7.35,128.9,3.46,150,227,262,64074.49157723682,819.2490162398753,69068.65435415947,1134.1032060805378,0.8617920763027693,0.007786274594367704,0.30145770633420943,0.005146848626340128,0.9882242954252264,0.001803386309437438,1.3044010984274679,1.3611141896634449,0.7274337285203267
32221,10945,2200,HPK,7.35,128.9,3.46,150,229,257,63029.34606174565,812.0828140289535,65512.57394996848,1103.9006450632007,,,,,,,1.2177275358035626,1.369943477779008,0.7181453598255017
32222,10945,2800,HPK,7.35,128.9,3.46,150,232,254,62854.86635599122,810.9124072273931,70508.29955779338,1145.1525612023306,,,,,,,1.188074919649793,,
32223,10945,3400,HPK,7.35,128.9,3.46,150,232,253,61250.371201703645,800.0605646271865,70524.60796046698,1144.6628255464477,,,,,,,1.1862277882448453,,
32224,10945,4000,HPK,7.35,128.9,3.46,150,233,251,62620.695231599515,813.6675920864507,69468.12676038548,1142.666793691893,,,,,,,1.2742743852130956,,
32231,10945,1400,HPK,7.35,128.9,3.46,200,222,278,47393.61075564741,704.0035461843348,50493.69297336015,968.8850442883514,,,,,,,,,
32232,10945,1800,HPK,7.35,128.9,3.46,200,223,260,43920.95026358508,682.4434668744032,50031.096947070044,971.1572703509505,0.9979387570904313,0.007935179543886561,0.3288164810098574,0.005320631432947143,0.9962250978082912,0.0012682681598071288,1.3087911140665078,1.422599037028813,0.8839961842931763
32233,10945,2200,HPK,7.35,128.9,3.46,200,227,258,42181.13825455833,664.7853032119903,48949.39839177757,954.8489570556792,,,,,,,1.338911670176211,1.4132956518526667,0.848194831372003
32234,10945,2800,HPK,7.35,128.9,3.46,200,229,253,41400.28785647343,658.0599586635524,51881.10858213951,982.2163197694364,,,,,,,1.1838634600465479,,
32235,10945,3400,HPK,7.35,128.9,3.46,200,231,253,39938.30663950326,650.1127734771915,53260.48217461401,1001.0024931717487,,,,,,,1.413424951051014,,
32236,10945,4000,HPK,7.35,128.9,3.46,200,232,251,40308.27804543432,649.5423711114895,53944.40603766485,1001.8952276429227,,,,,,,1.2918837046067526,,
32243,10945,1400,HPK,7.35,128.9,3.46,250,226,279,39463.31070141956,642.8067788427413,42794.09276970069,892.5125634623441,,,,,,,1.649162018052587,,
32244,10945,1800,HPK,7.35,128.9,3.46,250,224,263,35910.116261864576,619.9698204136512,41424.77793122262,887.8323684643008,1.1475930301761228,0.009477388861314773,0.3614369779466265,0.006445343224279504,0.9930771573916847,0.0025560178786828702,1.5998620808550683,1.7712758752323974,1.107679578865334
32245,10945,2200,HPK,7.35,128.9,3.46,250,227,256,33412.24189383224,591.2976563247843,45056.58899223256,915.5271776704666,,,,,,,1.5050426687354768,1.580294802172251,1.1407143418879948
32246,10945,2800,HPK,7.35,128.9,3.46,250,229,255,32215.738305466843,581.1480817550187,42194.847755621755,886.7908696142166,,,,,,,1.660706589333444,,
32247,10945,3400,HPK,7.35,128.9,3.46,250,231,253,30857.596187931176,573.3077911882502,41470.10970832311,886.1620081378057,,,,,,,1.4240644279434176,,
32248,10945,4000,HPK,7.35,128.9,3.46,250,231,252,31953.56472795497,578.398356545377,43554.00696864111,900.3682824419892,,,,,,,1.522627359710361,,
32255,10945,1400,HPK,7.35,128.9,3.46,300,226,273,29106.748160782427,553.9371407006354,30323.775459227156,753.8657514028688,,,,,,,,,
32256,10945,1800,HPK,7.35,128.9,3.46,300,226,258,26439.573316338054,527.0026929335028,31279.767133618498,764.286354061758,1.4150660691681058,0.013602704484485972,0.35777782693555366,0.008300526005659725,0.9908137462341738,0.005642932329994965,1.8079229623061805,1.8644205548782486,1.281157483005116
32257,10945,2200,HPK,7.35,128.9,3.46,300,227,256,23002.072237641587,490.62889171332,31367.09638472447,763.9158715739469,1.435215456792359,0.009809955527689818,0.38524869256407807,0.006406866848449294,0.9983032682301528,0.0008001399873945325,1.742411368478068,1.8181683844988534,1.2829093105404437
32258,10945,2800,HPK,7.35,128.9,3.46,300,229,253,20091.853363277827,463.63072157827503,31135.121482130686,769.5311862517008,,,,,,,1.7637149506815861,1.6657307867548314,1.2758560821128446
32259,10945,3400,HPK,7.35,128.9,3.46,300,227,252,19877.537629224917,456.02198827483414,30055.766838668977,747.6651446188936,,,,,,,2.25348184269832,,
