Run,SiPMChannel,LED,SiPM,SpeAmpl,SpeCharge,SNR,ThresholdSet,AccWinLow,AccWinUp,BkgTrgRate,ErrBkgTrgRate,BkgTrgRatePreLED,ErrBkgTrgRatePreLED,ThresholdFit,ErrThresholdFit,TauFit,ErrTauFit,MaxEffFit,ErrMaxEffFit,10to90,10to90Fit,fifty
31519,11121,1400,FBK,6.25,155.3,3.32,50,234,253,237650.28795239914,2251.1182478894793,243068.82350443682,3035.515830432217,,,,,,,0.815920372584896,0.815920372584896,0.48825651536738923
31522,11121,1500,FBK,6.25,155.3,3.32,50,235,250,241005.66743015818,1130.908833108262,244902.58464068806,1520.0203047035072,,,,,,,1.1149234967650985,,
31525,11121,1600,FBK,6.25,155.3,3.32,50,236,248,239955.04258523084,1121.6036778573296,247004.62849877554,1517.2801164486277,,,,,,,,,
31527,11121,1800,FBK,6.25,155.3,3.32,50,236,247,236016.11296154925,1119.0877613489872,245483.02924869495,1521.7481868106904,,,,,,,,,
31553,11121,1400,FBK,6.25,155.3,3.32,100,230,253,96790.37658272714,1435.8630452257053,106408.82558586201,2007.3564140814353,0.7977964514287759,0.010571435133926,0.22997056992094414,0.007077327982294476,0.9710409018988525,0.0030126703214865547,1.2962928893386036,1.0802440744488362,0.8019619105269191
31556,11121,1500,FBK,6.25,155.3,3.32,100,233,252,88795.88697152481,688.6299406998157,107179.54256694064,1008.7514283195093,,,,,,,1.124965504553397,,
31558,11121,1600,FBK,6.25,155.3,3.32,100,235,249,84102.61297383021,667.8808265328976,102314.14975555488,982.2020083464071,,,,,,,,,
31561,11121,1800,FBK,6.25,155.3,3.32,100,236,247,81252.7178908207,659.8501647864408,103942.89079783329,995.0903464877035,,,,,,,,,
31602,11121,1400,FBK,6.25,155.3,3.32,150,228,254,56519.62837451929,774.8961113480225,65953.7317573338,1116.0978102676709,0.9997301609028532,0.008226982707790209,0.2889787753850508,0.005330610229701133,0.9840918723935784,0.0017630412002432871,1.2291417532885869,1.3014442093643859,0.8656181357518498
31605,11121,1500,FBK,6.25,155.3,3.32,150,231,252,50558.46830011074,517.7117441408078,67112.06230985072,795.2983688551242,,,,,,,1.2498764977837777,,
31607,11121,1600,FBK,6.25,155.3,3.32,150,233,250,48210.96733149744,505.6939918182382,64934.31054284253,782.511492249855,,,,,,,,,
31609,11121,1800,FBK,6.25,155.3,3.32,150,235,248,46907.56498070525,498.6217900762859,66109.92610764655,789.2632501543792,,,,,,,,,
31632,11121,1400,FBK,6.25,155.3,3.32,200,218,252,38354.9504139005,452.3945781900271,48075.90148955611,675.3192562600244,1.0188670642205064,0.006199839365842008,0.2936421498470355,0.00424929755217654,0.9856568045428346,0.0014801058355840557,1.241015000834721,1.3870167656388055,0.8033692254277729
31635,11121,1500,FBK,6.25,155.3,3.32,200,229,251,34347.744577361875,428.8779781792093,48153.24590577455,677.0740277688116,,,,,,,1.250421611014021,,
31637,11121,1600,FBK,6.25,155.3,3.32,200,233,250,33496.76887867507,421.31800740299167,49101.98017772279,680.1376290360865,,,,,,,,,
31639,11121,1800,FBK,6.25,155.3,3.32,200,234,248,31832.436515480716,410.92074634336626,48707.299776691405,677.7334030731694,,,,,,,,,
31661,11121,1400,FBK,6.25,155.3,3.32,250,222,253,31362.71905522419,576.8481349693633,40006.21086521155,868.6745249857142,1.145557703151576,0.016970093831621402,0.2957831002899791,0.013111740116555581,0.9639668834536528,0.006384152596479675,1.6128026656037342,1.6128026656037342,0.9575411351661355
31663,11121,1500,FBK,6.25,155.3,3.32,250,230,252,26315.432048461138,373.65402638119957,38416.7579689542,601.9542796479221,,,,,,,1.627364002766428,,
31665,11121,1600,FBK,6.25,155.3,3.32,250,231,250,24720.14735392912,362.0858086794094,38610.313824630764,603.359810326382,,,,,,,,,
31668,11121,1800,FBK,6.25,155.3,3.32,250,234,248,23986.945718764175,366.73685999302734,38317.31103544937,618.0211457330544,,,,,,,,,
31689,11121,1400,FBK,6.25,155.3,3.32,300,222,251,24867.070351295173,513.4056208954424,29886.652327103642,750.4567702478444,1.26408796300921,0.01946392380343709,0.1792129335342429,0.01528261078593969,0.9112932094348712,0.007198146446469544,1.658764228307036,1.658764228307036,1.2048210050263923
31691,11121,1500,FBK,6.25,155.3,3.32,300,228,252,20318.81622491835,328.2355772151955,31248.840540758214,542.7403889118436,,,,,,,1.6227135055209907,1.6227135055209907,1.195393913213052
31693,11121,1600,FBK,6.25,155.3,3.32,300,232,250,18311.292610743814,311.6166923527622,29508.303051969306,527.4387898126163,,,,,,,1.6266672799190451,,
31696,11121,1800,FBK,6.25,155.3,3.32,300,234,248,17986.275088547816,308.7800986072102,31052.049077127445,540.9567626770075,,,,,,,,,
31954,11121,1400,FBK,6.25,155.3,3.32,350,225,252,12713.373310463492,366.54557918756797,15030.12638532675,531.3952144577698,1.363975054650497,0.006113323795911452,0.09472847460572349,0.0035693160667111395,0.9401101074152731,0.002781473389501743,1.4081296824374694,1.337723198315596,1.3600123428529223
31955,11121,1500,FBK,6.25,155.3,3.32,350,230,252,10761.077014691562,237.44089462469765,14781.200235694481,371.04043195756384,,,,,,,1.3613538568464427,1.237594415314948,1.3500130389086717
31956,11121,1600,FBK,6.25,155.3,3.32,350,232,249,9864.96375375897,228.67690586777366,15134.641388536062,377.6585874730607,,,,,,,1.4459809823621863,,
31957,11121,1800,FBK,6.25,155.3,3.32,350,233,248,9830.37939055787,230.17484649154,14841.381750462122,377.0931360066605,,,,,,,,,
31966,11121,1400,FBK,6.25,155.3,3.32,400,226,249,10589.314856080198,334.8635380587155,13290.766734920213,500.20460459880195,1.4987337920015307,0.005673138077103346,0.08083753694398696,0.00303161975794998,0.9283433154995391,0.0029874799123922324,0.77205408886027,1.4037347070186734,1.5050544822167602
31967,11121,1500,FBK,6.25,155.3,3.32,400,227,252,8866.53217063718,216.6438617308098,12327.861644879289,340.6058508003861,,,,,,,0.37278590337186834,0.49704787116249083,1.4694588787566083
31968,11121,1600,FBK,6.25,155.3,3.32,400,232,251,8049.318281007442,208.38895112838028,13369.972813493445,358.09572575577886,,,,,,,,,
31969,11121,1800,FBK,6.25,155.3,3.32,400,233,249,7479.320631907248,199.04203492668927,13371.904686570088,354.8535057257511,,,,,,,,,
31978,11121,1400,FBK,6.25,155.3,3.32,450,226,251,8845.86789261159,434.22657672721135,11595.547309833026,662.8733191964627,1.6170296718066193,0.008026814365033386,0.08006128579747991,0.0045140808030599,0.9304420531503467,0.004389832591496778,0.5048412868760592,0.5048412868760592,1.6232982362925767
31979,11121,1500,FBK,6.25,155.3,3.32,450,228,252,8390.558638308952,210.82071806625845,12571.712437870316,344.0755443795407,1.62000902451444,0.005959308095487281,0.10892213165295762,0.004710920304275321,0.9777191988474587,0.0008834171103753174,0.501108964727764,0.501108964727764,1.6006555645728453
31980,11121,1600,FBK,6.25,155.3,3.32,450,230,250,7205.477912105046,197.9497019053143,11678.614430621914,336.0143719075409,,,,,,,,,
31981,11121,1800,FBK,6.25,155.3,3.32,450,232,248,7064.681726237927,193.42592671412348,11806.244723907861,333.3980174250715,,,,,,,,,
31990,11121,1400,FBK,6.25,155.3,3.32,500,226,250,9226.639897108778,313.71516809791746,10619.228449337785,448.7443052945968,1.7839779299365186,0.005155848078091663,0.08696788274770637,0.0033655999931990824,0.937994639920692,0.003178021042762935,,0.5051513200257536,1.7898391447992503
31991,11121,1500,FBK,6.25,155.3,3.32,500,230,252,6775.685191839893,191.26317327007146,10721.119588186151,320.7846317514912,1.8109407181051584,0.005152012371496761,0.1166808021747466,0.004264212746790341,0.9758718973016295,0.0009136553109081458,0.4991465570989,0.4991465570989,1.8037959262590182
31992,11121,1600,FBK,6.25,155.3,3.32,500,231,251,6275.652921893202,257.7101774768599,10780.435823106029,450.35916738106613,,,,,,,,,
31993,11121,1800,FBK,6.25,155.3,3.32,500,233,248,6183.655963229031,254.3616177972277,11123.372862601122,454.86854258955253,,,,,,,,,
32002,11121,1400,FBK,6.25,155.3,3.32,550,225,252,8219.80399919734,208.6486617183751,9716.881703518504,302.4733155636614,2.0163829699015485,0.003534997597155254,0.09444655741305726,0.0024164757322666028,0.9415483275793263,0.0023302962522296355,,0.4918556676444634,2.024851191428511
32003,11121,1500,FBK,6.25,155.3,3.32,550,224,251,5985.267976422219,178.52557645841398,8936.485519561209,290.85782944689396,2.0364828356107267,0.004849341172445065,0.10891141440807803,0.003862451952220708,0.9752393551159262,0.0009194360868228779,,0.4965231996783883,2.0312652307363273
32004,11121,1600,FBK,6.25,155.3,3.32,550,230,250,5704.195437865068,173.89546702280276,9471.650417272851,298.77388183156415,,,,,,,0.5408272774660416,,
32005,11121,1800,FBK,6.25,155.3,3.32,550,232,249,6604.739250074595,377.5678122076626,9669.683607952347,609.132811507612,,,,,,,0.0,,
32014,11121,1400,FBK,6.25,155.3,3.32,600,228,254,7369.044456852296,197.51112329920792,8244.294947896056,278.5489127421704,2.2488596723089938,0.004209202403811396,0.09744617932406474,0.0025067189020721165,0.9491963782615659,0.0023432402054678336,0.42787640920287995,0.49918914407002646,2.2580882528115214
32015,11121,1500,FBK,6.25,155.3,3.32,600,228,252,5765.991354888731,174.72701075420397,8584.567477863111,284.26343489594865,2.255596242230209,0.005398598577228908,0.10544203497447999,0.003617427618509715,0.9771605152784414,0.0009042932999665521,0.37238728932225085,0.37238728932225085,2.2459905928670487
32016,11121,1600,FBK,6.25,155.3,3.32,600,229,251,5111.227088129262,164.6215398928944,8407.956777521995,281.51921529308703,,,,,,,0.5405053199644296,,
32017,11121,1800,FBK,6.25,155.3,3.32,600,231,250,5400.987772037958,168.20692107196922,8325.8679912955,278.4586808168063,,,,,,,,,
32026,11121,1400,FBK,6.25,155.3,3.32,650,228,251,6577.087790078167,186.62629782258884,7757.409681910052,270.24217153860843,2.4236030995144953,0.004516033680966869,0.08533756989367192,0.002363281080197413,0.9506554981034169,0.00238426038116174,0.35825863578600137,0.42991036294320173,2.4324689593444417
32027,11121,1500,FBK,6.25,155.3,3.32,650,225,252,5186.205523101434,165.66725849913803,7564.098395598281,266.76518206291524,2.410988579258693,0.004831834154410686,0.08794733118761473,0.002847424054571966,0.9770939246932351,0.0009020883107931921,0.3742423777839079,0.3742423777839079,2.406957828070892
32028,11121,1600,FBK,6.25,155.3,3.32,650,232,251,4261.766567020883,301.3524039374579,7841.650483318423,545.032385256506,,,,,,,0.36671811172777335,0.5500771675916596,2.359007208087488
32029,11121,1800,FBK,6.25,155.3,3.32,650,232,249,4670.065090329437,157.249271140691,7530.465250216275,266.242152195879,,,,,,,,,
32038,11121,1400,FBK,6.25,155.3,3.32,700,223,252,6421.200969763332,184.36813484437337,6954.683545523646,255.83216974735973,2.541905613006084,0.00433612904200098,0.07699181706906114,0.0022443053093941165,0.951331432554886,0.0024049636260664586,0.35727913545041456,0.35727913545041456,2.5497894951962174
32039,11121,1500,FBK,6.25,155.3,3.32,700,222,251,5145.430620453388,165.03976410085036,6935.86166853982,255.48574823470045,2.525467275610804,0.004662475996551008,0.0808646277750403,0.0026909505820240792,0.9733319860794946,0.0009775840110488598,0.37456944572205186,0.37456944572205186,2.5216440331479197
32040,11121,1600,FBK,6.25,155.3,3.32,700,230,251,4642.885942514529,156.7791184755313,6889.329805996473,254.63695676069665,,,,,,,0.3587390168201523,0.3587390168201523,2.5049134703849902
32041,11121,1800,FBK,6.25,155.3,3.32,700,231,249,4295.512285757622,150.7429294680163,7288.499225970787,261.81062096047964,,,,,,,,,
32050,11121,1400,FBK,6.25,155.3,3.32,750,226,250,5673.357793034551,173.43960851451732,7192.144541782533,260.3731144503236,2.6905103505845873,0.0044893483880741325,0.08688896163617903,0.0025449161225966355,0.956382541408367,0.002539929169959987,0.4271916107073972,0.4271916107073972,2.6984499453017494
32051,11121,1500,FBK,6.25,155.3,3.32,750,228,253,4822.62246196509,159.8683779033921,6821.154896142075,253.5062252473801,2.6866628592688437,0.004381129966103625,0.09558690924632936,0.0027911035877715845,0.9742951141804573,0.0009870775544961186,0.37229019102811955,0.37229019102811955,2.686049566569228
32052,11121,1600,FBK,6.25,155.3,3.32,750,230,251,4143.376115532628,149.41396415663974,6848.753469396513,256.12885766088993,,,,,,,0.5426057093796932,0.5426057093796932,2.6750075081559923
32053,11121,1800,FBK,6.25,155.3,3.32,750,234,248,3732.3900628846964,284.5920742567683,6481.049411520713,500.0238177337452,,,,,,,,,
32062,11121,1400,FBK,6.25,155.3,3.32,800,225,253,5571.354004257108,171.77220258954475,6185.685814612454,241.32658797902434,2.9001160429464536,0.004383306513453089,0.09880652310270542,0.002805925030970449,0.9584104082895479,0.00274668851588894,0.426067314670016,0.49707853378168565,2.908695264020875
32063,11121,1500,FBK,6.25,155.3,3.32,800,230,250,4450.826754912009,307.87012425347416,6360.352109092759,490.7118186857347,2.9100161685931765,0.00786287078824488,0.09675560316209239,0.005384139428203233,0.9752874244102295,0.0019733273504758397,0.501572310973462,0.501572310973462,2.912542622190888
32064,11121,1600,FBK,6.25,155.3,3.32,800,226,251,3896.634112593117,142.85753772639293,6135.918471203976,239.02144806099454,,,,,,,0.36370295417301124,0.36370295417301124,2.9055040538427064
32065,11121,1800,FBK,6.25,155.3,3.32,800,231,249,3624.579100422813,139.0985794638777,6177.9767484869935,242.13399923710193,,,,,,,,,
32074,11121,1400,FBK,6.25,155.3,3.32,850,227,252,5243.3920922244815,169.93931391119412,5786.824886096487,238.03816847018243,3.141147303220604,0.005007389705705689,0.10032047365149252,0.003044515382308363,0.967787916096131,0.002736368085912877,0.49750781045049086,0.42643526610042093,3.1478161491740146
32075,11121,1500,FBK,6.25,155.3,3.32,850,225,251,4285.611212670088,152.96002336135152,5716.574673489443,235.54735590100356,3.1360558874565863,0.0042090763932653985,0.09370898866626845,0.002612264030424749,0.9772387022173842,0.0009759978206860254,0.3733224992078865,0.3733224992078865,3.1381957254101605
32076,11121,1600,FBK,6.25,155.3,3.32,850,228,251,3424.18236885742,134.72265338915219,5823.583636611999,234.25888913796587,,,,,,,0.3581530200976428,0.3581530200976428,3.1365114015697246
32077,11121,1800,FBK,6.25,155.3,3.32,850,231,249,3722.9212817474627,140.41263549911307,6091.304110739645,239.47387517765335,,,,,,,,,
32086,11121,1400,FBK,6.25,155.3,3.32,900,231,248,5226.185048590588,166.43563820716943,5201.4498928501325,221.38840953515341,3.3331656031860857,0.0054162217487214726,0.09084829280658314,0.002992109224075855,0.966637646811965,0.002924461553783786,0.42785596745673926,0.42785596745673926,3.3394401384489134
32087,11121,1500,FBK,6.25,155.3,3.32,900,224,252,4129.127603002041,147.8464846658276,5213.75884230913,221.51138729991249,3.3233980535607146,0.0044483194455637864,0.08735450320146063,0.002469115067452364,0.9787352252095086,0.0009473440814701251,0.37301076257934085,0.49734768343912084,3.324902678543508
32088,11121,1600,FBK,6.25,155.3,3.32,900,233,250,3450.976703095347,271.13433649727943,5491.266084486424,456.0248269907429,,,,,,,0.546331217612603,0.546331217612603,3.320580593700149
32089,11121,1800,FBK,6.25,155.3,3.32,900,230,251,3334.178979913128,132.83687018111783,5344.094985793739,224.23324445224577,,,,,,,,,
32098,11121,1400,FBK,6.25,155.3,3.32,950,228,249,4672.104303912821,157.3179350336957,5424.30250250196,226.012604270915,3.48125337358807,0.005683048613586816,0.08649831702242673,0.0030048083756719565,0.9685268656034798,0.0029903007921757707,0.4227557517963181,0.4227557517963181,3.485945514569665
32099,11121,1500,FBK,6.25,155.3,3.32,950,227,250,3921.3950636376712,144.15334948964468,5200.264444751938,221.33795351338023,3.45820292828144,0.004548159738977375,0.08610059022142981,0.0024751361340232744,0.9770672968470441,0.0010132795843588172,0.37259681722012505,0.37259681722012505,3.459919191231566
