29823,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29824,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29825,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29826,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29827,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29828,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 40% - VGAIN: 3192
29829,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29830,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29831,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29832,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29833,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29834,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 45% - VGAIN: 3192
29835,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
29836,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
29837,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
29838,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
29839,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
29860,10/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 50% - VGAIN: 3192
31157,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31158,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31160,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31161,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31162,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31163,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 40% - VGAIN: 3192
31165,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31166,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31167,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31168,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31169,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31170,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 45% - VGAIN: 3192
31172,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
31173,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
31174,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
31175,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
31177,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
31178,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 50% - VGAIN: 3192
29861,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29862,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29863,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29864,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29865,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29866,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2926
29867,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29868,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29869,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29870,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29871,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29872,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2926
29873,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
29874,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
29875,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
29876,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
29877,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
29878,11/10/2024,"111, 112, 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2926
31179,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31180,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31181,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31183,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31184,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31185,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2926
31186,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31187,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31188,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31189,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31190,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31191,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2926
31192,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
31193,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
31194,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
31195,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
31196,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
31197,21/10/2024,"104,109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2926
29927,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29928,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29929,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29930,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29931,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29932,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29933,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29934,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29935,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29936,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2793
29937,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
29938,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
29939,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
29940,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
30214,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
29943,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2793
29945,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29947,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29949,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29950,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29951,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29952,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29953,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29955,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29958,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
