29960,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2793
29962,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
29963,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
29964,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
29965,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
30215,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
29967,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2793
29968,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29969,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29970,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29971,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29972,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29973,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29974,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29975,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29976,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29977,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2793
29978,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
29979,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
29980,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
29981,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
30216,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
29983,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2793
29984,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29985,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29986,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29987,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29988,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29989,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29990,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29991,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29993,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29995,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2660
29996,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
29997,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
29998,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
29999,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
30217,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
30002,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2660
30003,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30004,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30005,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30006,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30007,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30008,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30009,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30010,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30011,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30013,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 45% - VGAIN: 2660
30014,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
30015,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
30016,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
30017,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
30219,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
30019,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 45% - VGAIN: 2660
31101,18/10/2024,"104, 109",APA:12; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30021,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30022,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30023,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30024,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30025,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30026,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30027,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30028,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30029,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 50% - VGAIN: 2660
30030,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30031,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30032,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1600; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30033,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30222,16/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2000; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30035,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:1,PDE: 50% - VGAIN: 2660
30036,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30037,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30038,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30039,15/10/2024,104,APA:1; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30040,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30041,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:1800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30042,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2200; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30043,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:2800; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30044,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:3400; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30045,15/10/2024,109,APA:2; channel_mask:50; Pulse_bias_percent_270nm:4000; pulse1_width_ticks:20,PDE: 40% - VGAIN: 2527
30046,15/10/2024,"111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1400; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2527
30047,15/10/2024," 111, 112 , 113",APA:34; channel_mask:1; Pulse_bias_percent_270nm:1500; pulse1_width_ticks:1,PDE: 40% - VGAIN: 2527
