Run,Threshold,PE,MeanTrgPos,ErrMeanTrgPos,SigmaTrg,ErrSigmaTrg,MeanTrgPos2,ErrMeanTrgPos2,SigmaTrg2,ErrSigmaTrg2,FitOK,IntegralTrg
31538,100,0,246.14071362483688,0.4971769912316546,4.999999982089339,0.03556463065833437,244.0443126975909,0.22774243634977154,2.600257282989838,0.2701346297251195,True,417.4169440166888
31538,100,1,242.45256865993673,0.05995651745978137,4.58854176650269,0.05600876942703081,242.4331722689108,0.05808548955843662,4.525202349498307,0.05229915723906098,True,6691.2748925353335
31538,100,2,242.28682976036555,0.043267513003542035,3.6658271138879304,0.0370083637911085,243.3175984059018,0.048942129552628444,2.6375721606811227,0.05150783416864568,True,10360.187080472017
31538,100,3,242.24309074877948,0.0595091032899262,3.30840489979638,0.04475183839566221,243.55235183625342,0.025957854094272648,1.8994748455979038,0.02881300806766951,True,9946.146622035521
31538,100,4,243.41234117151143,0.01997623492911771,1.7693269032681527,0.024686575121745546,243.5213026452055,0.019580821384408864,1.5778106762912747,0.02092482818071606,True,8442.1181743766
31538,100,5,243.38916959742457,0.01668660092335017,1.3691367705137467,0.01716709073677869,243.42071719847385,0.016805800546748628,1.3210488269842227,0.016184755032463527,True,7069.237032401961
31538,100,6,243.3948294240033,0.017324617005670007,1.2397334323230185,0.016306560139055515,243.4126375485908,0.017363497706270437,1.2181431039902453,0.015659533526476754,True,5351.729751660177
31538,100,7,243.3344392201216,0.018391899525639133,1.123115681940145,0.016635439334312885,243.34246194817655,0.018376094333433457,1.12201939438196,0.016331475270909612,True,3903.507606875859
31538,100,8,243.38016331004738,0.02106722920056825,1.0393793682573438,0.017706092485667124,243.38333881227155,0.021042198841186632,1.0488299563348802,0.017756399927042366,True,2646.502451412647
31538,100,9,243.35066130020928,0.024655483114429444,0.9655167987601045,0.019809581403456233,243.35243669287243,0.024575104043933038,0.9748833750957183,0.019857398627812273,True,1655.9576964484556
31538,100,10,243.3010676686218,0.03137980492998338,0.9608944821796772,0.02799530387876009,243.30298608060883,0.031105703904927395,0.9759025692686386,0.02829461088905616,True,986.095804648293
31538,100,11,243.20375178644733,0.038343833260540805,0.8857336219629943,0.03633373333715895,243.20470777850196,0.03823342022367626,0.9049751703701143,0.03694189835554168,True,559.5459372700154
31538,100,12,243.28313394134395,0.05598673070862503,0.916835529232848,0.053739435513285194,243.28886281088805,0.05594287720906266,0.9515823050772589,0.05553240373204271,True,301.2705538102152
31588,150,0,258.87038535932135,0.5299796704476591,4.999999999999964,0.00584062900284632,243.24656084063156,0.22481578593824736,2.6296291153386413,0.3321056434961689,True,1383.330966618398
31588,150,1,240.49402433796277,0.049932034710394646,4.999999999591097,0.0033370788888014147,239.96329078639002,0.1522091889604127,4.532591015336177,0.09744450066976107,True,12396.224094787116
31588,150,2,241.31725438267978,0.03238035452071131,3.964897323727953,0.022153056145299166,242.66976912935917,0.12324830905554052,3.2639032142264903,0.08799245374645981,True,16231.433526511617
31588,150,3,241.1518476960843,0.03364398931300627,3.627265506485128,0.019445417699486933,243.46019680037924,0.03549536185887803,2.039052952309788,0.037287812310435875,True,12730.663222423043
31588,150,4,240.84666019747334,0.040283559357106924,3.536622533219914,0.02112115687201843,243.5095493871729,0.022412376481554475,1.5676849033305262,0.022846340843726276,True,9183.778647051304
31588,150,5,243.34176672747483,0.02187671653138068,1.5839725378824985,0.026417238222465,243.4428538942093,0.02046107537306341,1.406616098379438,0.02025544505793464,True,5753.970785293659
31588,150,6,243.37932835463934,0.020413277644408367,1.3194134723808402,0.0212585963863291,243.41038641919624,0.020254650974280253,1.2654697820078467,0.019210946899018033,True,4262.009388085687
31588,150,7,243.37736944328225,0.021401145641718244,1.1441270738613067,0.020337035545297644,243.38770994099815,0.021492475693619895,1.126736883461761,0.019432816404683195,True,3041.095658148808
31588,150,8,243.31415363634906,0.02349038222847355,1.0099341352551061,0.018843785088801135,243.3175051929357,0.023489741087132643,1.0129810412495315,0.018698750623513394,True,2079.1801053211384
31588,150,9,243.28391982942753,0.029143186501727314,0.9989982726847706,0.024772451002713858,243.2871767863659,0.02908721412450177,1.008040583580621,0.024744644497483426,True,1295.6612358314676
31588,150,10,243.289606131608,0.034898238049848374,0.9505764722312205,0.02678138991844492,243.29114828029816,0.03470410158955417,0.9625710686331638,0.026968799086482198,True,788.8047742965881
31588,150,11,243.3137951111511,0.04990385552885357,0.9154851169192812,0.03894992443541584,243.32145522099785,0.04959001364319704,0.9390937222474015,0.03915443027091642,True,424.31877243824283
31588,150,12,243.14277837599852,0.057365978781518834,0.6309398013273174,0.05450661443569915,243.14699536786264,0.06183701001802433,0.6712717253375118,0.08152273409886446,True,141.47217287414108
31616,200,0,257.75246737707425,0.651715635935517,4.999999999676469,0.006375658172553145,243.83193009940402,0.21870926709881644,2.5158717778246324,0.32508859613414565,True,1099.518070110255
31616,200,1,239.42929899844046,0.04987863731012965,4.999999999992383,0.041441845894745644,239.4363144601893,0.050042502843012926,4.7865850736752416,0.04434414302408296,True,10682.976318383488
31616,200,2,240.9288414677057,0.032426122448782735,3.920958058754357,0.02076541090208628,237.30512989759634,0.09215004425514906,2.103135930922551,0.052196857634535965,True,15779.478783365708
31616,200,3,240.8812469359942,0.03285721776360617,3.5755228456297394,0.019463471905059926,237.6104893699883,0.038598126201634386,1.6734181862698279,0.027749076356124336,True,12931.46074650979
31616,200,4,240.73703464356586,0.037861450125475926,3.4129917971278796,0.019916742989518177,237.6592055925066,0.022401527020178946,1.4273822272347398,0.018571401300587986,True,9022.185208217255
31616,200,5,237.67178872848424,0.02237659847202167,1.4175027975432772,0.02090870095864561,237.52155114734177,0.01962862406981003,1.2638170117559533,0.016668457882739296,True,5460.018353580602
31616,200,6,237.50553235054,0.01980540614289339,1.2448308751910981,0.017370017066732912,237.4551395140219,0.01919797717815186,1.1921081123740223,0.01589881845229668,True,4352.6340387612945
31616,200,7,237.31820267492287,0.021107006946380125,1.1231339389004042,0.017372869957002712,237.29752595470552,0.020734452331339526,1.1043397776485464,0.016420489183900155,True,3053.4611681255437
31616,200,8,237.25907505257896,0.024895751935673616,1.0503421276708584,0.021863624084328626,237.25126294093857,0.024474359628598563,1.0467616051904214,0.01983638221457762,True,1987.1930783497355
31616,200,9,237.13177993550013,0.029686790890920634,1.014586589337531,0.026545785176818215,237.13101630586428,0.02930288991068153,1.0152435761955623,0.023657363622120786,True,1277.9371705891192
