Module,DAPHNE Channel,Bias [V],Real Bias [V],OV [V],VGain,Baseline,Prepulse ticks,Saturation up,Int low,Int up,Gain,Err Gain,Spe ampl,DR,SNR,Err SNR,RMS,CX,Err CX,Avg #ph cx,Err #ph cx,Avg #ph,Avg #pe,StatLoss [%],CalibrationWFS,TotalWFS,
1,0,1169,45.5209,4.12087,1500,21.4422,121,428.845,123,144,437.312,6.25537,26.9947,606.934,6.21466,0.202959,7.14741,0.0754476,0.0362745,0.968888,0.0405953,1.05908,1.09366,40.232,2989,5001,,
1,1,1169,45.5209,4.02087,1500,20.887,121,417.739,123,144,423.166,4.81464,25.8283,634.343,5.29768,0.199697,6.96232,0.0545864,0.0313025,1.02264,0.043453,1.07573,1.12937,38.3923,3081,5001,,
1,0,1169,45.5209,4.12087,1600,19.3102,121,386.204,123,144,378.435,4.88126,23.5239,696.483,5.20787,0.182536,6.43674,0.093417,0.0328711,0.934887,0.0405399,0.988768,1.09164,39.5521,3023,5001,,
1,1,1169,45.5209,4.02087,1600,18.1087,121,362.174,123,144,371.086,4.27754,22.2515,736.31,5.44222,0.212583,6.03624,0.0839109,0.0349121,1.04535,0.0466817,1.09796,1.18437,40.7718,2962,5001,,
1,0,1169,45.5209,4.12087,1700,16.7921,121,335.843,123,144,341.378,3.60629,20.9827,780.835,5.10211,0.197056,5.59738,0.0853932,0.0335185,0.917211,0.0408883,0.994203,1.05741,42.7115,2865,5001,,
1,1,1169,45.5209,4.02087,1700,16.4817,121,329.634,123,144,320.43,3.85519,19.3532,846.578,5.2122,0.202962,5.4939,0.0677879,0.0337634,1.09482,0.045174,1.1563,1.19578,39.852,3008,5001,,
1,0,1169,45.5209,4.12087,1800,14.6946,121,293.893,123,144,273.632,4.68306,16.2528,1008.08,4.93834,0.181434,4.89822,0.115604,0.0351001,0.930906,0.0444505,0.984845,1.08685,39.0722,3047,5001,,
1,1,1169,45.5209,4.02087,1800,13.95,121,279,123,144,278.103,3.38276,16.4771,994.349,5.63931,0.195689,4.65001,0.0680808,0.0322488,1.03029,0.0436348,1.08427,1.1595,40.112,2995,5001,,
1,0,1169,45.5209,4.12087,1900,12.7096,121,254.193,123,144,235.433,3.00462,14.1076,1161.36,4.60218,0.157831,4.23655,0.0624956,0.0323217,0.96434,0.0418022,1.00752,1.07785,38.7323,3064,5001,,
1,1,1169,45.5209,4.02087,1900,12.1787,121,243.575,123,144,220.223,3.00707,13.3775,1224.74,4.77063,0.171471,4.05958,0.0761286,0.0357592,1.03587,0.0453457,1.11238,1.21249,39.792,3011,5001,,
1,0,1169,45.5209,4.12087,2000,11.5029,121,230.057,123,144,202.764,2.97528,11.9995,1365.39,4.26266,0.138427,3.83429,0.0934008,0.0309546,0.907698,0.0393538,0.955176,1.0507,36.8126,3160,5001,,
1,1,1169,45.5209,4.02087,2000,10.9034,121,218.069,123,144,202.474,2.71113,12.1946,1343.54,4.44395,0.15077,3.63448,0.139316,0.0347137,0.968519,0.0424865,1.01188,1.14233,37.8924,3106,5001,,
1,0,1169,45.5209,4.12087,2100,10.5997,121,211.995,123,144,180.313,2.88445,10.6542,1537.8,4.08005,0.148236,3.53325,0.126281,0.0378429,0.947707,0.0452363,0.990415,1.11132,37.5925,3121,5001,,
1,1,1169,45.5209,4.02087,2100,9.92818,121,198.564,123,144,173.081,2.54329,10.3694,1580.03,4.33041,0.164159,3.30939,0.0796481,0.0358291,1.04411,0.0458196,1.09641,1.16958,37.8324,3109,5001,,
1,0,1169,45.5209,4.12087,2200,9.46134,121,189.227,123,144,149.135,2.99293,8.72313,1878.22,3.85344,0.135644,3.15378,0.0965452,0.0392704,0.943004,0.0448937,0.997921,1.08374,34.953,3253,5001,,
1,1,1169,45.5209,4.02087,2200,8.85688,121,177.138,123,144,137.288,3.8417,8.29362,1975.5,3.79538,0.174126,2.95229,0.117173,0.0534334,1.07798,0.0611038,1.13544,1.28518,36.1928,3191,5001,,
1,0,1169,45.5209,4.12087,2300,8.61973,121,172.395,123,144,126.272,3.24581,7.67391,2135.03,3.24332,0.126238,2.87324,0.0755525,0.0478545,0.92638,0.0543306,0.995454,1.0612,32.1336,3394,5001,,
1,1,1169,45.5209,4.02087,2300,8.05717,121,161.143,123,144,119.659,2.93518,7.28385,2249.36,3.45142,0.134751,2.68572,0.111523,0.0447482,1.06101,0.0527296,1.1098,1.20593,34.853,3258,5001,,
1,0,1169,45.5209,4.12087,2400,8.47973,121,169.595,123,144,109.682,2.9749,7.08314,2313.1,2.88845,0.115979,2.82658,0.125418,0.0470435,0.944115,0.0499753,1.00424,1.12522,29.6941,3516,5001,,
1,1,1169,45.5209,4.02087,2400,7.84326,121,156.865,123,144,107.821,3.02088,6.74491,2429.09,3.20828,0.133512,2.61442,0.118226,0.0498924,1.01089,0.056591,1.05809,1.14711,29.0142,3550,5001,,
1,0,1169,45.5209,4.12087,2500,8.17518,121,163.504,123,144,86.4623,9.20699,5.64801,2900.84,2.72084,0.204477,2.72506,0.0285277,0.216392,1.29266,0.200097,1.35534,1.36673,27.8944,3606,5001,,
1,1,1169,45.5209,4.02087,2500,7.14464,121,142.893,123,144,90.3898,2.94859,5.68258,2883.2,2.7462,0.130552,2.38155,0.0996624,0.0522026,1.0619,0.0640222,1.10773,1.22391,29.5541,3523,5001,,
1,0,1169,45.5209,4.12087,2600,7.28018,121,145.604,123,144,76.2276,5.32578,5.13496,3190.68,2.11777,0.169459,2.42673,0.145652,0.0923801,0.977335,0.0947743,1.01581,1.15714,26.9946,3651,5001,,
1,1,1169,45.5209,4.02087,2600,6.72708,121,134.542,123,144,71.5013,7.8747,4.4023,3721.69,2.67346,0.169906,2.24236,0.084848,0.156405,1.19668,0.203272,1.24387,1.32138,27.7744,3612,5001,,
